,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
VIP_009,9:40,-83,-12,1.31,2.99,2.62,5.4,344532,3.99,4.18,8.25,376531,22830,40551,272,1285
VIP_010,9:40,-108,-13,5,0.42,2.51,11.7,319065,5.44,0.88,7,864972,14909,27987,2045,2346
VIP_011,9:40,-78,-13,3.78,4.76,9.91,3.5,446779,0.79,1.93,8.27,124877,31768,21842,3189,187
VIP_012,9:40,-64,-14,3.66,3.86,3.38,10.4,719225,0.11,1.71,6.15,857679,38142,6229,4222,2278
VIP_013,9:40,-93,-9,1.89,4.7,6.89,17.9,251306,3.2,2.81,5.24,167441,27230,38455,3532,1377
VIP_014,9:40,-76,-8,4.49,4.9,11.85,19.8,443951,1.96,4.81,4.5,102264,28327,49884,3414,1537
VIP_015,9:40,-61,-15,4.05,2.35,2.16,7.8,659440,2.43,1.14,6.05,743825,28949,12041,1640,914
VIP_016,9:40,-81,-16,2.53,3.67,8.63,16.1,861965,3.92,0.59,4.21,777812,26179,18194,4728,1292
VIP_017,9:40,-97,-11,5.43,1.25,4.38,13,275759,3.3,1.33,7.72,505724,5879,47934,2921,1791
VIP_018,9:40,-111,-11,5.43,5.38,1.88,11.7,506716,0.46,2.76,6.65,988394,19396,20990,3040,2196
VIP_019,9:40,-74,-15,2.08,1.34,5.23,8.2,837689,5.4,0.31,2.92,902982,47425,18998,3195,2566
VIP_020,9:40,-61,-12,2.07,3.41,6.99,2.7,882709,0.17,1.95,4.81,194458,46708,12373,3528,535
VIP_021,9:40,-118,-7,5.19,2.58,7.51,12.6,352185,0.87,4.81,3.09,812949,19714,35042,1970,989
VIP_022,9:40,-75,-16,4.62,1.82,7.21,4.7,325274,1.93,5.14,8.56,582028,12596,29503,4283,1482
VIP_023,9:40,-87,-8,2.29,3.75,5.47,4.1,575286,3.95,0.31,11.69,223057,13387,23974,2830,1191
VIP_024,9:40,-120,-7,3.82,0.57,9.97,9.4,559935,4.15,2,11.02,405093,30474,33814,4999,1098
VIP_025,9:40,-113,-10,4.56,1.54,9.02,7.5,296576,0.7,1.55,2.95,408980,36339,36659,3592,1049
VIP_026,9:40,-107,-9,4.07,5.31,6.52,1.9,911854,1.68,0.44,8.19,319701,41112,43156,3332,1513
VIP_027,9:40,-95,-10,2.16,1.65,10.83,10.4,496952,2.84,3.49,6.32,172890,25903,31451,67,2134
VIP_028,9:40,-117,-13,1.37,3.36,0.91,11.4,108343,4.33,2.07,3.88,974313,24162,5105,3981,934
VIP_029,9:40,-112,-11,2.95,3.96,4.46,13.8,775291,0.51,0.59,11.23,148975,19079,40845,3876,2243
VIP_030,9:40,-83,-6,1.81,1.04,9.24,7.9,598162,3.1,1.63,7.94,982398,43854,11288,4074,241
VIP_031,9:40,-72,-8,4.13,3.9,1.99,10.3,556478,4.42,0.76,7.91,285108,19537,13492,2945,2535
VIP_032,9:40,-95,-8,3.55,3.28,4.75,18.3,865526,4.97,0.83,4.65,432748,16964,10759,2315,2574
VIP_033,9:40,-107,-12,4.79,0.97,11.96,10.5,484658,2.02,4.27,3.82,994151,38419,31338,2625,1652
VIP_034,9:40,-69,-9,4.92,0.51,9.22,3,974060,4.7,1.03,8.19,962377,48523,43644,1965,1131
VIP_035,9:40,-71,-7,1.71,5.04,11.82,17.5,116997,2.07,2.62,3.94,388461,25976,4690,4901,2114
VIP_036,9:40,-63,-14,3.58,4.51,8.25,6.7,444471,3.45,3.89,4.74,624185,15616,39072,1308,2140
VIP_037,9:40,-66,-12,3.19,0.99,5.76,12.1,325783,4.21,3.93,7.12,343943,47036,37356,711,2956
VIP_038,9:40,-105,-10,2.88,0.32,9.48,17,671654,4.07,4.8,0.96,599892,4308,44157,3638,1544
VIP_039,9:40,-87,-6,0.46,2.16,7.24,7.8,277246,0.78,1.61,4.96,770606,10606,28383,711,1689
VIP_040,9:40,-120,-11,2.61,4.42,3.91,12,376047,1.51,3.35,5.15,732247,29992,23495,3126,1164
VIP_041,9:40,-88,-13,0.97,0.58,0.66,20,498517,5.23,0.12,10.19,505907,44127,46190,956,949
VIP_042,9:40,-64,-16,0.17,3.89,8.74,0.9,328153,4.49,0.43,4.99,446903,31213,22786,2255,359
VIP_043,9:40,-83,-15,5.2,4.85,1.21,18.1,370674,4.57,4.87,2.87,265630,9867,22767,804,827
VIP_044,9:40,-72,-9,1.81,5.03,2.27,10.1,461445,5.07,1.06,8.21,909917,2492,24875,3996,1778
VIP_045,9:40,-65,-15,5.01,5.32,3.37,16.1,106274,3.77,2.88,11.73,880026,34514,1087,820,2296
VIP_046,9:40,-73,-10,1.62,0.74,0.88,17.6,875900,4.47,3.77,9.01,266362,26362,14742,456,773
VIP_047,9:40,-88,-16,0.98,1.53,6,11.2,654883,0.69,3.89,8.99,788429,15180,43964,202,1941
VIP_048,9:40,-108,-9,0.1,1.29,9.99,1.6,798186,4.42,2.02,8.89,215175,21210,29482,4644,494
VIP_049,9:40,-108,-11,1.49,4.62,5.33,6.8,174110,1.82,2.3,8.66,956807,29609,45724,2297,838
VIP_050,9:40,-115,-7,1.77,2.18,10.12,0.8,482658,4.78,4.58,4.03,306043,21274,35519,1634,2371
VIP_051,9:40,-80,-13,1.17,1.87,4.26,15.9,655283,4.86,3.49,8.35,815255,49850,3054,2565,1292
VIP_052,9:40,-94,-15,2.47,0.85,11.86,8.2,584840,0.37,4.8,5.53,733746,30253,39589,1609,2629
VIP_053,9:40,-104,-6,2.7,5.13,1.04,17.7,259895,4.41,0.8,3.83,707095,5579,33766,1881,2097
VIP_054,9:40,-64,-6,4.25,3.18,9.77,3.1,758349,2.02,4.63,11.77,233686,28306,17913,4624,2077
VIP_055,9:40,-65,-8,1.63,2.68,5.11,20,171846,2.4,2.78,1.42,564449,21217,48154,255,403
VIP_056,9:40,-113,-12,0.92,4.92,0.83,4.4,564053,0.78,4.19,2.37,744961,10276,30624,4519,1246
VIP_057,9:40,-81,-11,0.53,0.35,10.42,12,886970,3.51,1.47,9.78,298831,9997,32058,1977,717
VIP_058,9:40,-67,-16,3.54,2.09,4.68,10.7,402478,0.12,1,11.34,762148,30816,3002,2473,2335
VIP_059,9:40,-118,-13,3.8,3.67,6.21,4.1,419836,3.66,3.69,5.58,100595,8222,22324,4295,2673
VIP_060,9:40,-88,-16,0.24,3.57,8.84,19.8,182871,0.77,0.17,3.5,467720,14547,37325,4238,2941
VIP_061,9:40,-65,-8,1.61,1.6,2.12,10.9,877826,0.49,5.34,10.8,547375,49020,24746,1509,2444
VIP_062,9:40,-86,-13,2.77,3.16,6.23,4.7,656006,4.9,4.35,8.29,194673,44886,27326,4289,1949
VIP_063,9:40,-70,-9,0.21,0.8,5.62,2.5,676567,3.25,4.88,1.87,496706,10530,15641,1487,336
VIP_064,9:40,-79,-10,4.06,2.89,11.17,10.9,901088,3.12,5.08,4.95,454955,46382,37813,1922,424
VIP_065,9:40,-89,-12,3.44,2.58,6.63,16.9,521186,1.14,3.56,9.34,356779,48584,9720,2570,1829
VIP_066,9:40,-68,-10,1.93,0.58,9.52,5.9,428652,2.01,3.52,5.42,962446,34738,36891,2512,2125
VIP_067,9:40,-72,-10,4.74,0.37,3.85,0.8,488752,4.39,4.35,2.13,547510,1991,44207,94,1456
VIP_068,9:40,-116,-12,3.16,2.68,8.39,5.9,482088,4.34,1.87,5.58,381980,23755,4539,3874,2924
VIP_069,9:40,-116,-11,1.95,2.21,1.03,3.7,693958,4.89,4.94,1.46,276955,21219,30308,2466,2063
VIP_070,9:40,-98,-8,0.24,2.2,2.17,10.2,493832,3.46,3.64,3.27,325713,12913,48956,4807,1947
VIP_071,9:40,-113,-10,1.5,2.35,2.18,17.3,384641,4.43,1.94,1.93,735693,11922,5664,11,1316
VIP_072,9:40,-81,-6,4.09,1.17,0.95,13.9,864250,3.26,2.4,11.38,863166,18229,45120,3081,1617
VIP_073,9:40,-90,-14,4.86,3.23,8.92,2,338963,4.78,4.41,7.49,769418,29526,38244,1360,703
VIP_074,9:40,-109,-8,1.58,0.48,5.03,11.2,182908,0.88,0.44,9.26,165857,5304,30137,4383,160
VIP_075,9:40,-79,-11,3.2,4.15,10.52,12.6,429238,1.14,1.39,4.84,714271,20170,39924,1913,2819
VIP_076,9:40,-102,-13,2.71,0.67,1.62,17.5,989208,4.52,1.42,1.4,600574,40196,29673,720,2762
VIP_077,9:40,-60,-12,2.38,1.57,4.62,14.2,146613,1.56,3.48,3.6,823288,32330,33443,1306,29
VIP_078,9:40,-115,-15,3.82,1.42,9.65,16.4,742517,4.81,4.14,10.06,717430,3573,5779,4485,1717
VIP_079,9:40,-112,-15,0.15,5.15,10.02,17.5,274455,4.27,3.97,2.72,740168,15908,30212,1688,1143
VIP_080,9:40,-63,-10,1.56,5.5,3.92,13.2,107548,0.56,5.21,9.1,100798,41737,41775,1273,1054
VIP_081,9:40,-92,-13,1.88,0.37,3.06,9.8,222297,2.55,0.84,11.62,545060,44543,37485,1522,862
VIP_082,9:40,-97,-9,3.56,0.76,3.86,17.5,674867,1.73,1.58,0.69,352133,1049,2450,3340,775
VIP_083,9:40,-97,-9,1.24,4.55,8.56,18.8,850605,0.2,0.57,4.4,597562,15923,10023,2469,1010
VIP_084,9:40,-74,-12,1.8,3.86,11.04,8.4,259316,3.16,2.11,9.12,605762,39385,37236,3818,2988
VIP_085,9:40,-81,-11,1.72,1.3,2.09,12.6,408418,3.89,4.36,7.18,260803,37872,48916,4076,1923
VIP_086,9:40,-61,-9,0.49,2.2,1.97,4.3,600303,5.44,1.39,11.18,609980,39853,19121,1698,2507
VIP_087,9:40,-119,-7,3.74,0.19,4.8,2,759981,3.15,0.43,3.76,867116,48103,21922,4203,705
VIP_088,9:40,-96,-7,4.66,3.16,6.65,18.9,204296,4.88,0.64,4.47,294233,34203,1816,4317,558
VIP_089,9:40,-113,-15,5.14,4.43,6.18,19.2,920662,2.01,4.52,9.81,504903,24098,49123,1627,1194
VIP_090,9:40,-102,-16,1.81,4.6,5.77,4.1,574670,5.05,4.07,6.42,544517,24022,40430,295,2199
VIP_091,9:40,-79,-12,3.27,2.54,0.2,11.3,165312,3.17,4.16,4.95,318318,3322,14201,1470,611
VIP_092,9:40,-81,-13,1.53,1.29,7.76,17.6,461358,4.63,2.72,8.21,156841,24378,44954,2178,2573
VIP_093,9:40,-90,-13,5.4,4.81,1.4,2.1,987602,0.71,5.36,5.91,554757,47878,5293,912,635
VIP_094,9:40,-85,-16,2.88,4.77,1.07,14,102071,0.79,5.02,5.79,811874,22637,45271,1048,394
VIP_095,9:40,-117,-7,1.26,1.34,10.13,19.8,552278,0.51,1.4,4.08,960051,21468,31885,3682,494
VIP_096,9:40,-101,-8,3.92,2.66,11.25,4.8,150502,2.24,1.23,10.57,136407,29133,28714,1244,1830
VIP_097,9:40,-70,-10,4.61,0.94,10.6,18.2,820648,1,0.11,7.54,451354,21672,5762,2665,2741
VIP_098,9:40,-67,-6,0.19,0.65,4.14,19,348197,4.14,0.92,1.04,887924,26383,22001,3993,1949
VIP_099,9:40,-75,-14,0.47,1.84,6.94,6.1,887086,1.03,1.43,5.85,588427,30475,33315,1201,2338
VIP_100,9:40,-86,-11,4.64,1.59,7.78,18,569235,3.75,1.22,6.72,187527,26020,38257,2689,2708
VIP_101,9:40,-112,-9,1.73,3.43,3.07,12.1,252155,0.72,4.83,11.09,167855,37469,8678,1639,586
VIP_102,9:40,-113,-16,3.03,4.71,4.21,16.5,286382,2.36,2.94,5.5,489776,49906,20808,428,707
VIP_103,9:40,-115,-8,3.32,2.91,7.74,3.6,311934,3.36,0.81,9.06,780322,13590,27389,1172,291
VIP_104,9:40,-85,-15,2.65,5,2.3,3.9,712918,3.52,2.83,5.51,717085,13928,30324,1065,768
VIP_105,9:40,-84,-14,4.67,1.12,0.7,8.1,254400,2.12,1.23,2.01,138500,48088,5034,1030,23
VIP_106,9:40,-79,-11,2.29,5.37,4,18.3,629038,3.76,0.27,3.2,324530,36424,40485,4977,104
VIP_107,9:40,-80,-13,0.41,2.19,10.92,15,605630,1.98,2.34,11.97,224953,6820,36760,1411,1448
VIP_108,9:40,-83,-12,4.76,5.04,8.44,0.5,735496,3.26,2.42,8.18,813994,16664,6372,2951,1491
VIP_109,9:40,-112,-11,3.02,3.72,0.36,9.6,794598,4.17,1.83,10.2,916661,43416,4498,2397,365
VIP_110,9:40,-88,-10,0.37,1.96,10.31,14.2,561800,1.69,1.36,6.19,793688,38571,28092,2481,1068
VIP_111,9:40,-93,-10,4.06,3.22,1.88,9.9,433988,0.99,5.34,3.29,686432,24428,18238,3184,1531
VIP_112,9:40,-102,-15,4.05,4.25,9.34,2.3,975500,2.48,2.34,5.85,222164,42531,22376,884,917
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,9:45,-104,-9,4.34,0.45,7.49,13.7,595682,2.62,2.95,8.35,528039,18089,34296,3508,1729
VIP_002,9:45,-94,-14,1.01,0.23,8.1,14.1,484264,2.36,3.75,11.73,315382,44667,9365,4233,2323
VIP_003,9:45,-72,-7,3.25,4.47,8.99,12.8,783800,3.69,1.88,0.85,606067,6563,20833,3877,1158
VIP_004,9:45,-117,-16,0.7,0.82,11.19,2.4,805784,1.87,2.45,6.88,301924,47498,18982,4798,2424
VIP_005,9:45,-71,-12,0.58,4.24,0.38,9.7,242965,4.34,1.45,10.23,262282,30504,49952,1991,1983
VIP_006,9:45,-81,-15,1.69,1.97,4.09,8.9,223329,3.01,0.48,0.71,575296,46233,27108,4781,1726
VIP_007,9:45,-85,-13,3.57,0.79,4.89,7.6,151289,2.99,0.7,9.2,377951,30665,24145,1771,2794
VIP_008,9:45,-63,-14,4.22,5.42,3.16,10.7,447400,0.29,3.14,11.72,412026,41380,12041,4392,1297
VIP_009,9:45,-75,-8,4.16,1.46,0.19,1.3,962468,2.91,4.71,0.68,254588,7828,8339,1180,1400
VIP_010,9:45,-118,-6,1.08,5.03,0.35,10.3,215504,4.68,0.69,2.31,478858,27385,14248,3694,445
VIP_011,9:45,-86,-12,3.86,1.01,6.55,12.9,765592,3.51,2.7,6.85,174351,13142,13297,739,303
VIP_012,9:45,-87,-7,5.29,0.67,5.36,5.8,790449,4.86,1.3,11.01,840580,13397,7753,1572,14
VIP_013,9:45,-104,-13,1.2,4.03,11.12,2.6,369015,0.85,4.53,3.52,958069,48018,29116,3567,457
VIP_014,9:45,-91,-10,1.23,1.77,6.74,2.2,898735,1.32,4.65,6.49,370734,41915,29725,4228,2384
VIP_015,9:45,-97,-13,0.6,4.94,2.07,17.7,410764,0.73,2.53,1.94,883317,14684,3180,2248,24
VIP_016,9:45,-69,-11,3.89,5.16,0.85,11.8,699478,0.29,0.35,10.3,731338,48326,37567,370,1250
VIP_017,9:45,-66,-6,5.4,2.91,9.03,5.6,520989,1.82,5.37,2.55,122229,1987,47037,4497,792
VIP_018,9:45,-87,-11,4.94,3.73,5.33,19.8,991515,3.41,5.27,11.25,343575,16270,37026,2321,2246
VIP_019,9:45,-66,-15,4.18,3.42,0.15,10.1,510591,4.65,0.73,7.82,853906,5983,13926,795,2830
VIP_020,9:45,-82,-9,2.12,4.81,3.16,1.5,865378,2.52,4.34,5.53,533698,33406,45235,898,1890
VIP_021,9:45,-77,-8,1.1,2.98,4.36,18.7,953409,2.49,4.71,9.31,888258,41503,49697,848,2931
VIP_022,9:45,-74,-6,0.75,2.08,0.25,2.8,804599,0.85,4.54,0.13,504726,33417,8161,3226,2479
VIP_023,9:45,-103,-8,0.91,1.38,7.83,18,383995,4.66,3.81,5.85,561810,14624,35103,793,2517
VIP_024,9:45,-114,-6,4.53,1.26,6.1,16.7,827666,4.77,5,8.73,624321,40023,48723,4181,239
VIP_025,9:45,-78,-7,1.78,1.76,1.15,14.3,735952,1.54,2.59,11.63,362621,22557,26259,1374,426
VIP_026,9:45,-117,-11,3.88,2.72,10.23,4.7,614748,2.02,3.45,4.56,701796,23862,2963,3706,1291
VIP_027,9:45,-84,-15,3.58,3.54,3.51,18.5,504282,3.58,3.16,1.42,705743,4513,10181,632,949
VIP_028,9:45,-87,-9,4.32,2.33,6.68,18.7,168739,2.63,2.34,5.87,209394,12202,49463,415,497
VIP_029,9:45,-90,-6,4.66,2.92,9.64,9.5,918379,1.37,3.01,7.09,433693,32337,18483,2769,2835
VIP_030,9:45,-94,-16,4.21,2.78,0.76,3.4,920699,1.96,1.11,6.25,293370,29180,42778,660,556
VIP_031,9:45,-86,-16,2.25,0.86,4.83,11.4,207290,1,3.31,9.8,343008,26937,17309,4468,94
VIP_032,9:45,-110,-10,0.94,4.1,0.45,3,474209,4.95,5.1,0.47,646605,6083,36291,364,9
VIP_033,9:45,-101,-12,2.24,1.38,0.62,6.6,693773,4.92,2.12,6.82,224773,40689,33118,246,746
VIP_034,9:45,-70,-14,3.44,1.02,6.87,17,885287,2.72,2.44,3.82,165212,39765,27556,614,2763
VIP_035,9:45,-78,-12,2.2,2.36,10.91,7.7,463680,1.83,5.29,9.07,125738,28406,15678,1508,1227
VIP_036,9:45,-68,-6,1.42,3.83,2.53,18.7,156230,0.46,4.6,1.24,258130,34764,43227,695,2069
VIP_037,9:45,-77,-7,4.64,3.91,8.26,16.1,134344,0.66,1.26,7.89,361217,36287,3888,2403,1225
VIP_038,9:45,-70,-15,2.31,2.97,0.17,8.3,755738,1.63,2.85,8.65,875541,17521,36399,3624,2675
VIP_039,9:45,-91,-12,3.97,4.71,11.87,9,140345,5.3,4.43,0.2,332322,27568,32528,3842,220
VIP_040,9:45,-100,-15,1.32,4.93,8.32,17.4,587772,3.23,2.85,3.62,650144,29308,38569,2167,2803
VIP_041,9:45,-93,-9,3.03,3.71,3.86,14.9,955220,4.71,1.79,11.67,928762,41985,43062,1416,1291
VIP_042,9:45,-107,-10,5.23,5.13,0.94,5.3,982904,3.85,2.85,11.05,239969,15050,13319,1777,2230
VIP_043,9:45,-117,-11,4.69,0.2,11.23,10.5,926847,4.43,2.67,0.18,709841,45469,46731,707,911
VIP_044,9:45,-116,-10,3.15,3.31,11.7,2.4,615679,3.51,0.98,7.81,671592,1016,34380,471,2200
VIP_045,9:45,-75,-7,1.56,1.1,1.54,20,746015,3.99,4.78,11.67,179373,33815,13328,2932,856
VIP_046,9:45,-116,-10,1.5,0.58,9.32,11.9,390244,2.69,3.27,5.73,275523,26880,18454,4076,2808
VIP_047,9:45,-109,-11,2.62,1.61,11.8,6.3,247780,2.87,0.75,8.58,598604,43759,30294,2944,2964
VIP_048,9:45,-103,-10,1.43,0.39,11.33,13.6,199697,0.37,4.2,3.52,201764,49501,7006,1027,54
VIP_049,9:45,-112,-10,2.2,4.35,0.81,14.5,395902,1.81,2.52,2.98,434280,1798,29289,2037,1052
VIP_050,9:45,-103,-9,2.17,4.17,1.26,0.8,197945,4.72,3.77,0.81,405368,34302,6043,4248,560
VIP_051,9:45,-95,-8,5.26,1.23,9.75,8.5,649946,2.42,2.14,9.36,130740,11716,32170,2590,2922
VIP_052,9:45,-108,-8,0.27,1.33,5.33,15.2,568285,0.51,2.61,3.45,898099,30007,9694,4107,638
VIP_053,9:45,-91,-14,5.47,1.5,6.41,14.2,793292,4.39,3.15,11.49,661417,14079,35467,3185,2943
VIP_054,9:45,-120,-14,0.19,5.47,9.28,17.5,400562,3.39,5.46,1.55,337129,23104,28182,474,2459
VIP_055,9:45,-115,-16,3.23,3.43,6.85,10,488495,4.94,2.32,10.87,922965,34154,28260,1262,2430
VIP_056,9:45,-106,-11,2.52,4.45,2.93,15,773661,0.67,5.35,0.54,576708,28796,47630,4211,1150
VIP_057,9:45,-71,-14,5.44,4.09,4.03,12.8,759120,5.37,0.37,8.56,135332,38613,7269,83,196
VIP_058,9:45,-110,-11,2.82,0.21,11.5,9.5,325939,0.12,1.31,0.28,157527,19908,3269,2196,1089
VIP_059,9:45,-116,-16,3.77,3.94,11.25,7.7,377127,3.66,1.23,9.38,797142,3319,11204,4165,1358
VIP_060,9:45,-116,-15,0.83,1.2,8.39,8.9,702414,0.94,1.52,4.68,737064,26987,21490,3053,393
VIP_061,9:45,-66,-6,1.27,0.7,3.33,10.5,593102,4.03,5.26,0.74,735783,48869,35188,802,1007
VIP_062,9:45,-97,-8,0.94,5.04,7.78,4.6,393892,5.08,1.15,0.61,585537,1187,46277,4924,2408
VIP_063,9:45,-81,-9,3.57,2.18,1.37,17.6,773800,2.44,2.56,2.85,800648,17825,9349,4854,18
VIP_064,9:45,-113,-14,3.69,4.46,3.24,13.5,806947,4.66,4.71,7.04,729018,23671,49328,1804,478
VIP_065,9:45,-102,-6,0.74,3.53,4.02,14.8,785689,4.53,2.03,2.65,120530,35942,28817,29,817
VIP_066,9:45,-84,-13,0.87,5.04,6.28,7.9,454362,2.89,5.41,8.61,312994,21812,3225,4708,144
VIP_067,9:45,-76,-8,0.56,0.06,2.93,10,581191,4.15,5.44,8.68,904744,44555,40646,2948,1357
VIP_068,9:45,-120,-14,1.75,3.73,1.85,12,953688,5.08,0.25,3.88,709234,23003,44982,1398,749
VIP_069,9:45,-102,-7,4.88,0.55,1.98,17.9,787882,3.06,3.23,4.25,954505,27409,12170,3540,2348
VIP_070,9:45,-95,-15,3.91,0.26,2.93,3.7,668742,1.53,2.33,7.24,665723,9588,37989,2385,1079
VIP_071,9:45,-102,-16,0.9,3.94,5.04,15.4,175646,0.26,4.62,8.88,523700,7452,23954,3473,1356
VIP_072,9:45,-62,-15,4.84,2.75,6.26,14,710332,0.14,3.54,4.34,372768,13046,10991,1478,768
VIP_073,9:45,-119,-10,4.83,4.09,4.88,19.2,357430,3.36,2.07,7.24,572950,43159,28682,4011,2532
VIP_074,9:45,-69,-7,3.26,5.43,7.67,1.2,547533,2.39,0.27,7.98,978445,47008,2568,3871,2961
VIP_075,9:45,-117,-7,1.32,0.14,9.24,10,211663,2.88,2.39,10.54,916123,49990,45757,1403,866
VIP_076,9:45,-82,-6,3.93,3.02,5,4,507737,1.05,4.34,6.2,167057,40102,32217,1542,2906
VIP_077,9:45,-113,-10,1.28,1.43,0.94,17.9,326239,2.3,5.01,11.75,885596,46684,22478,3077,1024
VIP_078,9:45,-86,-9,4.22,2.08,5.89,15.4,439483,0.29,0.27,9.12,942214,40230,49749,2760,2028
VIP_079,9:45,-74,-13,3.61,4.68,7.14,5.3,810939,5.42,3.43,0.75,762829,2869,25166,1119,1872
VIP_080,9:45,-75,-6,4.17,2.35,10.59,14.2,330974,4.82,1.33,8.62,948633,10454,22104,773,2534
VIP_081,9:45,-95,-15,3.59,4,10.72,10.9,854775,1.49,1.22,9.45,945358,21790,10554,4305,2857
VIP_082,9:45,-100,-10,5.01,1.28,0.7,11.6,851778,1.38,4.26,9.49,687250,9989,25491,270,1205
VIP_083,9:45,-73,-13,1.13,1.64,2.63,18.9,417213,1.56,2.42,3.58,394277,16859,7827,1668,444
VIP_084,9:45,-105,-7,1.83,0.93,0.06,3.1,533185,0.45,2.56,7.47,309649,9994,21907,4812,1312
VIP_085,9:45,-77,-7,1.94,5.04,7.95,13.7,397045,0.91,5.28,10.96,905095,33240,29742,1296,872
VIP_086,9:45,-77,-8,3.39,1.66,10.65,14.9,771607,1.06,2.13,7.83,372906,16679,14445,1239,212
VIP_087,9:45,-109,-8,3.03,5.36,11.41,17.1,226112,0.93,3.51,10.94,338669,9399,1183,2002,1629
VIP_088,9:45,-99,-12,3.43,3.34,2.59,16.8,567995,3.13,1.1,0.24,524012,15905,44559,4216,1732
VIP_089,9:45,-93,-13,0.25,3.32,11.63,14,746178,1.72,5.43,8.18,502446,10980,43390,1428,1162
VIP_090,9:45,-97,-10,1.35,0.68,3.9,19.7,277394,4.63,2.97,10.97,264161,25219,43929,395,1654
VIP_091,9:45,-61,-11,4.15,2.85,4.38,7.8,825998,3.98,0.23,7.77,854420,5162,39617,4520,2381
VIP_092,9:45,-61,-15,1.39,2.74,4.34,8.6,742645,1.05,2.11,3.4,216477,7423,49605,679,230
VIP_093,9:45,-91,-9,1.43,3,3.22,18.3,325582,4.98,3.61,0.57,163956,43543,24515,941,781
VIP_094,9:45,-73,-12,0.66,5,11.69,4,395091,5.25,0.78,0.69,762370,35271,44049,2055,923
VIP_095,9:45,-111,-10,2.74,1.47,8.54,11.9,815899,5.46,4.15,5.57,604677,1626,32528,47,1421
VIP_096,9:45,-120,-12,3.74,2.3,10.95,15.3,179342,1.84,5.37,0.84,837117,36092,3233,1047,603
VIP_097,9:45,-116,-8,3.33,4.71,2.39,17.7,592505,4.27,5.46,1.77,590606,16800,1962,801,2510
VIP_098,9:45,-87,-10,2.83,3.59,3.03,13.8,806477,3.16,0.05,5.63,113921,5576,44213,4173,284
VIP_099,9:45,-103,-16,3.66,4.67,2.05,18.2,708695,1.39,1.98,9.24,287794,39088,41830,3428,664
VIP_100,9:45,-93,-10,3.63,1.68,5.67,0.7,361765,3.24,0.16,7.79,905805,1623,43617,981,591
VIP_101,9:45,-107,-13,1.71,2.6,6.84,14.1,661785,0.22,4.98,0.62,376635,41744,25254,1412,2865
VIP_102,9:45,-78,-7,4.66,1.89,6.33,12.4,704392,2.54,3.53,1.12,806935,28534,41723,467,2843
VIP_103,9:45,-90,-7,3.66,2.47,8.3,9.8,684812,1.13,1.18,1.57,360663,13792,27188,2018,321
VIP_104,9:45,-109,-9,3.3,0.27,1.24,18.5,952076,1.84,1.95,1.46,293446,46695,48397,4775,1428
VIP_105,9:45,-93,-6,5.39,3.9,5.3,12.8,303803,5.33,0.41,8.03,713395,4114,36604,4677,428
VIP_106,9:45,-69,-14,1.85,4.68,5.68,14.7,373345,5.07,0.13,3.18,952839,11558,7377,4588,2345
VIP_107,9:45,-87,-8,4.65,2.3,11.41,13.3,204938,0.19,5.07,7.95,948100,40285,29168,4687,2227
VIP_108,9:45,-72,-15,0.28,1.68,7.02,12.9,273592,1.83,0.94,5.22,803920,12335,21004,296,2280
VIP_109,9:45,-60,-6,0.67,0.55,8.34,8.2,125006,5.16,5.48,1.9,104359,19597,8098,3631,988
VIP_110,9:45,-96,-6,1.37,4.24,2.76,1.9,793626,4.76,3.93,7.35,741952,3598,32845,415,2135
VIP_111,9:45,-108,-11,0.6,0.17,5.73,5.8,101438,0.88,4.71,9.87,658711,46466,40820,936,1748
VIP_112,9:45,-114,-12,5.13,2.74,4.59,12.5,871533,2.24,1.66,7.96,349423,39132,3317,437,842
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,9:50,-82,-15,4.8,3.02,8.7,17.7,366539,4.81,1.66,9.12,510343,4508,17659,2720,675
VIP_002,9:50,-116,-6,5.34,1.65,0.07,9.1,395681,0.94,1.87,11.42,689875,6840,36117,4775,1248
VIP_003,9:50,-79,-14,4.6,2.01,8.83,2.2,281257,2.76,1.1,5.2,946112,36376,25652,2341,528
VIP_004,9:50,-70,-7,3.04,1.33,11.82,5,888683,1.01,5.36,8.61,935710,25761,33416,4916,267
VIP_005,9:50,-79,-15,1.15,4.17,0.39,17.8,772097,1.63,3.65,2.1,544962,47881,14561,1145,2761
VIP_006,9:50,-77,-11,3,2.49,11.99,8.6,421576,0.35,0.63,7.13,155497,32212,9726,4176,2714
VIP_007,9:50,-102,-11,4.94,0.37,9.64,7.8,126973,5.48,1.99,6,564513,40721,1167,2236,2554
VIP_008,9:50,-75,-13,3.84,2.73,6.19,4.5,666082,3.4,2.22,8.5,457513,28156,15594,4091,1836
VIP_009,9:50,-70,-8,3.84,1.56,0.53,11.4,725634,3.75,4,1.73,577365,24921,3387,1760,706
VIP_010,9:50,-71,-14,0.33,2.31,7.08,10.9,834274,4.5,1.39,10.96,348672,4081,6007,3286,1963
VIP_011,9:50,-119,-10,1.19,4.1,6.39,15.9,876061,0.64,2.8,4.13,920112,14257,27014,1284,1601
