,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
VIP_001,2:00,-76,-10,2.21,1.34,10.74,9.3,164950,4.89,1.28,1.41,445667,21324,46120,2074,1831
VIP_002,2:00,-73,-14,5.34,3.78,4.53,4.5,148010,4.33,1.96,11.9,638238,29258,41704,1423,1829
VIP_003,2:00,-91,-12,1.12,2.38,7.41,9.9,245995,0.67,1.72,5.75,390586,47176,46798,3667,1609
VIP_004,2:00,-104,-11,4.23,3.72,3.54,7.2,800514,2.26,1.66,6.08,909534,17443,22644,1495,168
VIP_005,2:00,-101,-11,0.93,2.16,5.51,10.7,560345,4.42,1.21,3.16,749035,21522,23106,2316,1441
VIP_006,2:00,-88,-6,3.17,5.25,4.44,12.9,208781,4.18,2.7,3.94,330949,41023,14042,3112,32
VIP_007,2:00,-104,-8,2.69,3.4,11.66,0.6,236453,3.77,4.97,9.44,590151,10732,5828,1502,54
VIP_008,2:00,-80,-14,0.69,3.02,3.33,19.1,249773,5.38,1.8,2.27,851333,35118,10540,3346,906
VIP_009,2:00,-108,-14,4.26,1.86,1.99,18.5,188676,1.51,1.79,4.48,787143,49310,6157,4402,821
VIP_010,2:00,-101,-9,4.03,0.84,0.74,9.5,883243,3.81,0.49,0.78,539831,3968,37546,2788,1702
VIP_011,2:00,-110,-12,0.65,1.29,3.86,10.8,357305,1.33,4.4,2.56,107924,39743,33146,4492,1156
VIP_012,2:00,-63,-10,0.09,3.85,2.47,0.8,619503,1.67,2.85,6.93,913495,23507,40286,528,836
VIP_013,2:00,-120,-11,4.45,2.54,9.85,13.6,664500,1.35,1.07,7.25,647549,33609,12254,1736,2520
VIP_014,2:00,-66,-7,4.81,4.6,6.58,17,622415,2.31,4.86,6.51,949365,6088,37107,1485,1565
VIP_015,2:00,-89,-7,3.64,2.65,2.41,3.2,183871,2.74,4.59,1.43,427151,25539,36177,2132,1666
VIP_016,2:00,-102,-9,3.41,1.26,2.17,12.1,937746,0.35,2.62,6.72,475315,32346,33780,3292,73
VIP_017,2:00,-111,-7,3.71,2.98,8.9,2.2,756007,2.58,4.51,0.07,412560,32083,33144,4789,2503
VIP_018,2:00,-112,-16,4.4,2.68,2.73,1.4,226506,4.26,4.18,2.56,824939,40007,31753,4088,606
VIP_019,2:00,-92,-6,1.1,4.3,10.89,14,844745,1.75,0.49,0.55,683445,22070,7839,2692,995
VIP_020,2:00,-112,-6,0.86,2.35,10.74,5.6,293780,5.18,5.49,1.12,187402,25648,24838,4550,2017
VIP_021,2:00,-109,-14,2.46,4.75,5.72,11.1,128527,1.05,3.93,9.73,471687,34070,27164,904,1426
VIP_022,2:00,-62,-14,3.56,3.81,1.28,2.9,175831,3.72,0.12,10.42,725028,47845,14151,2845,1394
VIP_023,2:00,-87,-10,3.44,4.78,11.86,7.3,408718,3.12,1.82,5.39,335048,44160,7707,1836,864
VIP_024,2:00,-99,-7,0.22,2.38,2.43,16.3,431037,0.18,0.77,2.3,916304,8271,35723,4163,2025
VIP_025,2:00,-110,-9,0.76,0.63,8.92,18.2,472781,4.32,1.33,11.92,945084,24857,33324,2689,622
VIP_026,2:00,-67,-9,1.69,0.43,6.89,11.7,233480,0.34,1.64,10.04,305524,47908,12744,2058,2538
VIP_027,2:00,-92,-6,1.71,5.18,7.37,5.6,386652,3.91,0.23,4.83,384808,10518,39997,4268,2638
VIP_028,2:00,-117,-16,3.61,3.82,10.53,18.9,848156,5.48,4.73,9.05,328998,6634,22242,4897,2702
VIP_029,2:00,-113,-13,3.32,2.57,9.24,4,173197,2.13,4.52,4.55,670304,21688,17952,4954,1357
VIP_030,2:00,-87,-13,3.32,3.41,5.64,6.4,957922,4.81,2.5,10.03,166939,10380,39378,669,2649
VIP_031,2:00,-77,-12,0.5,4.03,7.52,13.7,487608,2.75,5.32,7.52,556861,1543,36141,3935,1840
VIP_032,2:00,-106,-12,3.05,4.36,0.88,15.4,873880,1.22,3.56,0.1,235034,40255,49672,4685,2337
VIP_033,2:00,-64,-6,5.01,3.87,5.46,9.6,103633,4.94,4.8,5.13,164265,37545,45096,4168,1212
VIP_034,2:00,-91,-15,0.16,2.33,3.26,5.1,752586,3.45,0.69,4.64,469166,7103,38729,1973,2033
VIP_035,2:00,-62,-6,1.75,4.77,7.63,15.3,918940,0.47,0.6,0.32,574897,17115,2406,995,2476
VIP_036,2:00,-103,-11,2.48,3.46,10.07,18.3,634232,4.11,2.76,11.81,395261,36974,42380,2798,2677
VIP_037,2:00,-113,-14,0.94,5.05,7.22,14.3,267498,4.96,1.45,1.93,292776,21825,17038,803,562
VIP_038,2:00,-61,-10,0.83,4.02,6.37,19.5,561527,2.76,3.41,9.67,357787,17225,37394,89,1530
VIP_039,2:00,-67,-13,5.18,0.9,8.58,14,899645,1.25,3.5,9.7,194060,47502,17890,4401,1059
VIP_040,2:00,-64,-12,2.52,4.77,11.09,11.4,458502,2.45,1.08,8.15,664109,45573,15860,3225,2781
VIP_041,2:00,-62,-13,2.56,2.13,11.82,1,711759,2.34,1.76,7.07,960978,40952,49527,4367,1265
VIP_042,2:00,-74,-12,0.85,4.3,6.36,13.2,924777,4.41,1.17,8.24,558726,8078,15601,2468,1530
VIP_043,2:00,-120,-14,0.82,2.35,4.39,18.6,235568,3.91,1.19,8.34,915460,16598,23960,3058,1838
VIP_044,2:00,-90,-14,4.29,0.81,1.79,12.5,850162,4.64,1.05,10.95,806237,4366,39704,2920,137
VIP_045,2:00,-108,-10,5.43,2.09,3.8,13.2,229925,4.47,2.57,7,793000,24057,20479,3745,981
VIP_046,2:00,-95,-15,0.69,1.58,3.03,18.1,616754,0.06,3.33,5.07,443029,24959,8195,3921,2896
VIP_047,2:00,-115,-8,0.05,4.88,0.8,15.6,169450,0.31,2.06,9.77,906861,12338,26668,3082,2746
VIP_048,2:00,-60,-9,2.13,2.12,5.88,11.6,271969,3.48,1.54,11.04,137735,43621,9224,4137,560
VIP_049,2:00,-68,-14,1.01,3.38,2.74,12.8,701080,1.57,4.79,3.45,819860,39912,29619,149,2730
VIP_050,2:00,-85,-16,3.69,1.28,7.68,7.3,268952,0.29,4.48,3.02,675004,49925,3316,1263,2330
VIP_051,2:00,-95,-8,3.39,5.47,11.38,4,902636,2.46,1.12,5.39,776493,39068,47300,4626,316
VIP_052,2:00,-75,-15,4.75,4.59,3.77,10.9,464880,4.63,5.5,5.67,968109,4166,35856,353,2988
VIP_053,2:00,-82,-13,2.41,3.38,6.6,16,192760,2.87,1.72,11.89,509562,15516,21722,3615,2463
VIP_054,2:00,-84,-15,4.71,1.32,11.75,8.4,796299,1.3,3.35,10.26,533725,25647,6427,2845,542
VIP_055,2:00,-118,-13,2.8,2.15,2.16,16.1,771272,4.75,5.11,1.77,563270,9419,7445,508,870
VIP_056,2:00,-107,-6,2.04,3.85,9.05,6,378221,1.42,2.09,2.4,105163,22216,10994,1993,2486
VIP_057,2:00,-79,-16,4.15,1.34,7.98,2.8,843095,5.06,3.99,9.58,556862,48541,41963,1403,1937
VIP_058,2:00,-61,-14,0.29,2.36,4.48,10.4,676332,2.43,4.08,9.85,702140,47477,5682,3149,1863
VIP_059,2:00,-84,-14,2.71,3.55,11.47,16.2,916256,2.39,1.09,3.97,376960,48681,33981,350,765
VIP_060,2:00,-89,-13,5.03,1.9,7.01,8.4,392583,4.91,1.09,9.86,142994,41827,49199,4806,1804
VIP_061,2:00,-70,-14,0.28,4.05,0.17,16.4,526592,0.98,5.06,2.91,833269,27033,25318,2107,2786
VIP_062,2:00,-69,-16,0.21,1.3,3.07,19.1,546638,4.28,3.64,2.46,315990,38111,46072,1740,523
VIP_063,2:00,-109,-16,4.34,2.6,9.97,6.1,495582,4.32,0.05,11.85,772423,37752,12376,2586,973
VIP_064,2:00,-78,-11,0.49,3.64,2.48,13.8,949511,0.69,2.6,8.28,590387,45240,13063,329,2822
VIP_065,2:00,-66,-6,2.56,4.44,3.23,5.7,469877,2.49,1.38,4.22,370259,41310,32721,2814,1327
VIP_066,2:00,-119,-9,0.87,2.79,9.51,15.4,257152,4.63,0.31,9.21,402892,17850,41507,3834,2052
VIP_067,2:00,-119,-13,4.68,4.49,3.4,3.6,259399,3.26,3.76,6.98,595358,25393,43581,793,29
VIP_068,2:00,-98,-8,2.32,1.32,3.13,17.3,666400,3.57,5.48,3.07,232493,13241,17484,4474,726
VIP_069,2:00,-68,-9,0.6,4.89,0.7,5.7,388025,2.15,4.23,8.77,798381,14635,2687,3779,354
VIP_070,2:00,-74,-13,1.79,2.93,10.37,18.8,870778,5.23,0.64,3.84,888241,16745,42401,2201,1896
VIP_071,2:00,-86,-16,1.92,2.98,11.5,1.4,141294,2.15,1.19,10.86,836607,31521,47902,3544,1734
VIP_072,2:00,-99,-15,1.26,1.57,1.39,13.2,402055,3.19,4.45,11.46,915511,20010,33386,4791,2619
VIP_073,2:00,-102,-14,4.04,3.95,0.84,18.9,192501,0.73,3.02,10.97,256934,39930,20738,1449,938
VIP_074,2:00,-113,-12,2.99,4.15,3.81,4.6,195428,2.35,0.5,6.53,415862,2381,11842,855,2008
VIP_075,2:00,-78,-11,2.8,1.63,7.03,9.4,221320,4.85,3.59,4.58,510613,21475,13756,711,1183
VIP_076,2:00,-63,-7,0.49,1.52,11.67,4.7,116781,0.94,4.61,1.1,273109,42154,46112,3982,877
VIP_077,2:00,-117,-12,3.02,2.25,8.26,13.5,287028,2.26,5.08,1.45,494755,33893,12510,1204,1239
VIP_078,2:00,-94,-16,0.63,0.05,4.07,0.7,948143,0.61,3.69,8.6,369075,18618,28929,3962,321
VIP_079,2:00,-86,-15,5.05,4.82,6.57,9,881609,2.83,4.29,7.75,968009,44369,11042,78,2798
VIP_080,2:00,-78,-11,1.85,0.68,4.15,10.8,227628,1.74,1.55,3.18,328844,2808,41195,3417,1118
VIP_081,2:00,-101,-8,3.19,1.33,6.86,14.3,528863,4.81,1.55,4.38,420510,34957,16356,3858,2952
VIP_082,2:00,-84,-14,4.14,3.16,10.51,6.7,544253,2.13,2.66,8.8,889156,26470,23451,732,1139
VIP_083,2:00,-95,-10,0.53,5.13,0.66,5.9,273558,1.62,5.39,11.93,826683,46808,5107,4296,2997
VIP_084,2:00,-79,-14,0.29,1.14,2.45,1.4,914081,1,0.5,10.96,755409,17478,47808,4555,117
VIP_085,2:00,-112,-11,4.49,2.41,0.44,10.9,626967,2.86,1.19,1.36,457356,42418,8567,3733,2257
VIP_086,2:00,-83,-8,1.39,1.07,6.95,12.6,923910,1.9,2.72,4.88,441050,17386,36531,4853,1064
VIP_087,2:00,-69,-11,4.6,4.3,0.51,13.2,285538,5.26,0.34,8.52,735616,33024,7517,969,1443
VIP_088,2:00,-79,-12,5.26,4.19,2.48,8.9,357346,3.44,3.53,8.42,190002,10533,43226,4788,2307
VIP_089,2:00,-90,-11,4.26,0.45,10.45,16.1,791285,3.3,0.38,4.27,775434,35804,5475,1849,475
VIP_090,2:00,-119,-7,4.89,2.41,4.94,2.5,134512,0.13,0.87,7.29,231179,16830,39486,4785,752
VIP_091,2:00,-77,-10,0.56,2.2,5.18,3.1,302808,3.56,5.17,2.97,970357,30941,35559,10,1697
VIP_092,2:00,-99,-7,3.74,3.28,3.51,4,617894,4.49,3.74,8.17,625162,10869,8082,654,2285
VIP_093,2:00,-64,-7,4.63,2.57,5.28,4.9,590786,2.4,3.53,7.38,938026,46591,15120,3829,1248
VIP_094,2:00,-98,-12,4.16,4.24,0.48,13.2,833517,4.8,3,7.38,574231,48441,40668,1124,593
VIP_095,2:00,-75,-13,0.93,3.17,4.19,10.2,519408,5.05,1.52,9.84,114947,24707,46068,4934,1896
VIP_096,2:00,-92,-11,2.55,4.79,3.4,4.4,715557,1.53,1.47,6.22,577640,4020,6949,2589,1169
VIP_097,2:00,-108,-12,5.32,2.21,3.84,14.4,951321,4.55,3.37,11.66,592663,34437,25301,660,167
VIP_098,2:00,-119,-12,0.54,4.18,6.25,18.7,228065,2.48,5.03,3.39,767258,38932,12384,529,1016
VIP_099,2:00,-112,-8,3.62,0.53,0.42,11.8,728516,4.44,2.02,9.97,614033,25505,16012,1100,3
VIP_100,2:00,-84,-11,0.35,2.12,7.56,14.6,136772,3.15,2.06,9.44,503609,45219,28111,3111,1098
VIP_101,2:00,-118,-14,3.77,3.4,2.96,6,554817,4.07,3.68,0.91,380492,29966,8653,2600,732
VIP_102,2:00,-69,-8,1.84,1.61,2.1,5.2,475878,0.75,5.26,3.98,212872,5612,17786,2635,2012
VIP_103,2:00,-78,-14,1.71,1.72,2.12,17.3,720964,0.88,0.33,4.84,163641,43181,2728,1701,721
VIP_104,2:00,-63,-15,0.87,1.44,4.5,16.3,707500,2,3.59,1.35,984330,42771,6075,4223,2769
VIP_105,2:00,-72,-14,0.11,1.57,7.27,15.4,505786,2.82,4.78,10.88,391183,29992,23004,4557,2358
VIP_106,2:00,-77,-11,1.43,2.1,9.69,19.6,841916,2.71,1.45,3.1,267157,22411,30780,1065,2963
VIP_107,2:00,-86,-8,3.53,1.1,10.45,17,354365,1.52,3.09,9.19,651827,44901,40821,4332,2365
VIP_108,2:00,-91,-12,5.11,1.16,8.39,9.9,232849,4.28,3.31,5.23,703374,19638,45587,875,1725
VIP_109,2:00,-100,-7,4.71,1.02,11.38,1.6,720204,5.25,1.57,0.13,361074,4812,7734,515,2667
VIP_110,2:00,-65,-8,2.34,2.27,9.87,4.3,613385,4.62,2.13,7.61,837018,26445,6165,2358,686
VIP_111,2:00,-88,-8,0.37,0.66,5.51,9.5,189372,0.45,0.91,7.86,493127,7843,17685,1443,194
VIP_112,2:00,-89,-15,4.55,4.01,4.05,11.2,928393,5.5,0.5,6.38,988962,35968,2975,3288,1367
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,3:00,-73,-6,2.6,3.16,9.6,7.1,287990,4.35,2.11,5.43,209991,36416,42762,1318,617
VIP_002,3:00,-107,-16,2.3,5.1,10.15,18,952659,2.41,3.96,10.59,359900,16889,5190,1900,430
VIP_003,3:00,-89,-6,1.95,5.39,1.83,15.3,836587,5.18,0.52,1.65,991224,3179,1428,4132,1017
VIP_004,3:00,-88,-14,3.7,0.91,0.34,16.9,146391,5.13,5.09,11.21,848972,37833,19895,3709,620
VIP_005,3:00,-81,-8,2.13,2.93,8.95,9,560754,0.65,2.67,7.29,998414,13850,40956,1952,2018
VIP_006,3:00,-85,-16,0.99,1.3,8.09,1.2,929861,2.73,0.71,6,905044,20177,43339,2066,2547
VIP_007,3:00,-107,-6,1.79,2.34,11.67,18.9,884249,4.23,2.54,9.74,648877,29420,4580,3257,1763
VIP_008,3:00,-83,-12,0.12,1.58,4.65,4.5,170447,2.36,1.36,0.22,280362,6485,28646,4446,2193
VIP_009,3:00,-116,-16,1.11,3.56,1.78,1.9,407892,1.41,0.41,4.46,640807,11707,32212,2111,968
VIP_010,3:00,-85,-12,1.58,1.43,6.54,19.6,714207,4.29,3.89,2.6,274779,24527,19041,117,1722
VIP_011,3:00,-104,-8,2.65,4.79,0.98,16.5,924734,3.28,3.31,8.04,871396,41171,36061,179,1350
VIP_012,3:00,-101,-8,5.17,2.43,3.58,9.3,419754,1.2,0.97,2.13,909837,13629,3976,143,623
VIP_013,3:00,-92,-7,0.69,2.45,5.94,1.5,698765,2.41,2.59,1.65,882135,13725,18448,2586,1817
VIP_014,3:00,-95,-10,1.57,1.33,7.62,0.8,358804,1.75,2.69,7.46,615401,32119,3932,463,1275
VIP_015,3:00,-93,-9,2.26,4.66,5.79,4,765778,5.18,3.22,2.65,141384,19882,19107,1177,2774
VIP_016,3:00,-84,-15,4.04,2.38,5.5,18,761747,3.21,4.65,6.83,846827,30275,24814,3799,1438
VIP_017,3:00,-83,-9,4.47,0.13,1.9,8.1,785262,3.34,4.13,10.06,916325,7557,49462,3520,783
VIP_018,3:00,-104,-6,4.57,0.3,3.79,14.6,859756,2.89,3.55,10.91,302797,29865,40377,2077,1389
VIP_019,3:00,-73,-10,4.07,3.56,2.65,0.8,179479,4.9,3.56,8.24,993228,35927,29256,4848,1932
VIP_020,3:00,-66,-11,3.56,0.3,5.69,19,465140,0.74,4.83,0.73,328514,7814,16955,4224,617
VIP_021,3:00,-116,-11,2.61,4.04,1.36,18.1,122322,1.1,1.65,5.43,669216,15064,48216,3026,1436
VIP_022,3:00,-67,-16,1.59,2.77,10.08,16.8,948228,4.1,5.38,6.26,976444,40900,44932,2356,1794
VIP_023,3:00,-73,-16,5.48,5.28,10.37,19.4,640453,1.45,4.02,6.51,130045,40502,37963,1941,2022
VIP_024,3:00,-75,-11,5.48,5.35,5.69,9.9,618463,5.43,3.79,8.21,989371,18833,25062,3337,839
VIP_025,3:00,-72,-7,0.95,4.52,9.08,16,952922,4.16,3.89,3.79,500265,49670,5787,2040,1210
VIP_026,3:00,-111,-14,3.55,1.93,0.05,12.9,201766,4.78,3.21,8.1,277915,13385,9670,1959,892
VIP_027,3:00,-79,-13,3.4,2.17,11.18,8.1,269923,3.02,0.66,3.87,270992,28054,8510,339,241
VIP_028,3:00,-66,-13,2.24,2.66,2.76,0.5,289940,1.93,1.2,2.96,485652,24624,42198,2990,2757
VIP_029,3:00,-84,-14,4.24,0.7,7.43,15.3,783491,2.86,5.2,7.39,770698,26970,1044,1276,693
VIP_030,3:00,-118,-12,1.29,1.37,5.73,10.9,228142,4.92,5.13,9.45,456061,11863,36798,4371,2454
VIP_031,3:00,-82,-6,5.16,2.04,7.89,6.6,474823,1.59,4.4,3.52,535043,40309,3786,1618,178
VIP_032,3:00,-107,-7,0.65,0.79,9.42,6.1,179352,1.61,1.96,9.76,224700,13859,16378,1535,1705
VIP_033,3:00,-108,-6,0.36,4.84,6.62,10.1,871587,0.76,1.89,9.27,232435,13865,30129,4878,2407
VIP_034,3:00,-69,-10,4.35,0.82,11.16,12.7,150710,2.22,3.17,11.28,203035,30913,2135,2172,2074
VIP_035,3:00,-114,-7,1.75,1.23,7.2,3.8,647391,3.4,1.36,5.58,136307,16987,47296,3354,626
VIP_036,3:00,-109,-11,2.85,3.34,0.05,10.8,671428,4.52,4.81,6.37,382845,48863,48760,3460,1888
VIP_037,3:00,-110,-6,2.11,3.82,5.04,12.1,835971,1.3,0.3,10.44,977807,49481,5049,4221,2569
VIP_038,3:00,-119,-12,3.58,1.8,5.08,18.4,285334,1.72,2.12,2.66,644139,30198,28870,1859,548
VIP_039,3:00,-120,-13,1.86,4.83,11.4,7.3,375476,1.33,2.63,8.22,983757,6969,25802,2811,1108
VIP_040,3:00,-101,-11,3.86,2.27,1.13,15.2,258743,4.75,4.65,4.44,404841,33828,36218,4646,40
VIP_041,3:00,-114,-8,1.35,3.75,10.57,12.2,573973,1.7,3.44,1.03,693139,19510,32438,916,810
VIP_042,3:00,-111,-10,4.01,1.33,8.18,7.6,884260,4.89,3.92,7.25,930060,26345,19366,1800,1696
VIP_043,3:00,-60,-8,4.03,1.9,11.68,9.5,303366,5.46,3.2,7.78,965375,43283,13432,3266,1421
VIP_044,3:00,-88,-9,0.44,4.41,5.66,15.5,952465,0.23,1.98,3.91,601841,36431,37228,4166,1121
VIP_045,3:00,-79,-6,2.25,2.95,8.26,19.3,781454,1.94,3.3,9.01,160171,36716,30126,3460,1050
VIP_046,3:00,-70,-16,3.87,5.04,3.98,14.5,191841,1.13,0.75,4.73,923297,41313,45931,2776,928
VIP_047,3:00,-74,-15,3.89,5.13,4.49,13.9,794657,1.65,0.43,9.8,993763,26283,36037,4294,1935
VIP_048,3:00,-120,-8,0.47,1.43,1.88,5.1,923124,3.47,4.29,5.87,483354,44838,21339,1171,2394
VIP_049,3:00,-111,-11,0.72,4.14,10.85,13.6,801804,0.91,0.28,7.86,863143,5881,23327,4752,2013
VIP_050,3:00,-78,-6,3.82,0.54,5.75,17.5,315673,3.15,1.05,1.95,890713,4026,41768,2475,1538
VIP_051,3:00,-95,-11,2.96,1.88,10.08,7.5,963777,0.43,1.32,6.25,131353,17042,23885,3516,2514
VIP_052,3:00,-63,-10,4.85,1.89,11.81,11,284584,5.14,4.13,6.43,746936,32209,5546,3049,1964
VIP_053,3:00,-66,-14,3.58,0.76,9.17,14,186859,4.74,2.41,7.05,789648,17070,42118,4823,2840
VIP_054,3:00,-98,-12,5.19,1.69,10.2,9,413444,2.32,4.99,4.82,989586,27250,17859,118,1851
VIP_055,3:00,-89,-15,3.75,3.52,11.48,6.9,393433,1.54,3.88,5.5,989471,18754,23932,375,2441
VIP_056,3:00,-71,-15,1.04,0.65,5.67,19.3,523124,2.68,0.24,4.26,504931,27298,31485,876,1452
VIP_057,3:00,-74,-8,3.19,4.36,10.07,9,897531,1.01,3.08,9.89,449517,44293,43002,3790,1080
VIP_058,3:00,-91,-7,3.89,3.69,5.44,8.1,111611,0.82,2.05,10.05,246809,43421,10495,114,635
VIP_059,3:00,-83,-13,4.87,4.08,9.67,8.4,592653,2.31,3.2,2.13,369150,46655,45628,782,1039
VIP_060,3:00,-83,-10,1.9,0.54,9.38,4.5,324843,1.11,3.15,9.64,630677,3362,13599,1958,1643
VIP_061,3:00,-93,-14,1.8,2.34,10.59,5.4,954973,2.44,4.15,7.33,316116,9790,15423,2202,384
VIP_062,3:00,-61,-11,2.85,3.55,3.83,14.9,133212,1.98,5.35,6.94,861928,26760,7036,1598,2241
VIP_063,3:00,-60,-8,4.32,4.96,10.5,6.6,677242,4.46,3.14,7.86,309418,32724,42371,773,2354
VIP_064,3:00,-62,-8,2.06,1.34,10.83,1.8,137866,0.17,5.44,10.41,400163,40967,7365,4317,2451
VIP_065,3:00,-99,-16,1.29,0.85,10,4.7,744473,2.21,2.91,8.34,467779,10821,29837,4618,1260
VIP_066,3:00,-87,-7,3.19,1.56,8.98,15.8,711627,1.32,2.46,9.59,580228,23417,28040,272,169
VIP_067,3:00,-81,-12,3.14,5.13,5.46,18,552045,2.35,4.74,7.19,694733,15102,40966,3238,873
VIP_068,3:00,-120,-16,2.43,2.71,3.63,10.4,300478,2.85,1.29,11.5,739779,25189,49493,3222,2610
VIP_069,3:00,-74,-6,0.12,0.98,2.37,10.9,462694,3.65,3.68,7.08,903172,30486,36873,1733,1329
VIP_070,3:00,-108,-6,2.34,1.42,6.69,16.4,688906,3.76,3.58,0.42,833046,40576,25193,43,2704
VIP_071,3:00,-106,-11,1.78,0.24,0.31,7.9,745748,0.86,5.04,5.74,315194,47583,2829,1950,1741
VIP_072,3:00,-105,-15,0.95,4.16,8.22,10.9,252899,1.39,3.85,10.69,438789,23155,22475,3521,310
VIP_073,3:00,-62,-16,4,3.61,11.1,9.7,164360,5.4,4.96,2.5,208590,28394,12988,1002,1013
VIP_074,3:00,-104,-12,5.23,4.59,7.19,3.3,608623,3.99,5.43,8.59,518790,11351,21376,2590,1425
VIP_075,3:00,-108,-9,2.1,1.36,5.24,11.4,495260,5.2,4.73,7.84,449791,37384,22336,2668,2289
VIP_076,3:00,-96,-14,3.6,1.93,10.61,15.1,199256,2.4,5.17,1.79,679906,14629,5114,1909,1288
VIP_077,3:00,-104,-7,5.12,0.58,3.05,8.6,139531,2.48,0.76,2.76,327767,21027,42924,4015,2519
VIP_078,3:00,-91,-13,2.06,1.87,9.08,7,113947,0.92,2.1,3.77,628192,35805,20370,2824,1881
VIP_079,3:00,-60,-12,5.16,3.82,11.16,4.4,487656,1.86,2.71,10.72,731073,14470,32935,3492,2554
VIP_080,3:00,-112,-13,4.32,4.19,8.81,13.6,898189,3.62,2.39,9.8,670868,2872,29153,4094,1238
VIP_081,3:00,-81,-7,3.27,0.98,6.22,17.8,863078,0.07,1.35,10.7,956396,6829,33753,4643,2277
VIP_082,3:00,-72,-7,1.38,4.94,1.74,9.9,796425,0.99,5.46,6.69,382590,43979,32806,2466,2458
VIP_083,3:00,-99,-13,2.59,4.74,3.9,15.4,643952,0.14,0.2,11.07,684533,25782,28781,886,617
VIP_084,3:00,-91,-10,2.53,0.36,0.97,7.5,368950,3.48,1.09,9.59,163908,2157,36753,584,2200
VIP_085,3:00,-88,-13,2.45,0.14,10.36,18.3,979197,0.56,3.86,8.59,831502,22251,28175,204,2141
VIP_086,3:00,-61,-14,4.15,1.8,9.97,7.2,442094,1.99,4.4,10.02,182140,22613,8969,3210,2287
VIP_087,3:00,-72,-12,1.34,3.44,9.94,3.7,814054,0.21,3.27,3.87,824820,42832,24621,211,1610
VIP_088,3:00,-69,-16,5.26,4.96,1.14,18.4,144173,1.62,2.7,10.7,919273,9403,21741,1027,2558
VIP_089,3:00,-73,-8,5.5,1.27,6.54,6.3,677136,4,2.84,11.93,487697,8760,25533,509,222
VIP_090,3:00,-115,-13,4.11,2.59,8.81,12.8,312072,5.48,4.11,1.77,815613,5569,18333,1112,2302
VIP_091,3:00,-119,-11,2.51,5.16,9.34,8,439794,0.05,1.65,5.48,445487,46329,2330,2418,1729
VIP_092,3:00,-91,-6,0.61,3.24,10.66,14.5,761048,4.98,1.92,4.97,331193,7469,20891,4202,1502
VIP_093,3:00,-66,-12,0.21,2.24,1.58,4.6,457382,1.4,4.74,10.01,437758,17935,4734,4664,2665
VIP_094,3:00,-76,-16,0.64,1.53,0.4,16.7,138838,4.93,4.45,7.68,692263,10254,48086,2607,2387
VIP_095,3:00,-87,-14,0.07,3.63,9.72,19.1,656277,2.67,4.23,2.18,690133,19791,30588,3864,2852
VIP_096,3:00,-119,-9,1.44,0.56,11.89,8,786755,1.35,2.42,9.04,163132,32511,28642,4245,1036
VIP_097,3:00,-60,-13,3.28,3.17,8.17,6.8,778810,0.16,4.7,3.46,708592,38045,21455,1903,1431
VIP_098,3:00,-97,-15,1.97,2.37,9.66,17.9,327362,1.27,4.7,11.81,427239,33819,30405,4169,1461
VIP_099,3:00,-100,-14,1.01,2.08,3.59,13.6,480686,0.83,2.86,8.93,321403,20477,19836,2820,1408
VIP_100,3:00,-78,-14,5.03,0.14,9.76,7.8,258647,3.96,3.48,4.68,413472,40350,1941,3534,299
VIP_101,3:00,-117,-16,3.4,1.4,8.79,14.9,783282,3.96,0.88,8.59,777739,26915,49788,543,1235
VIP_102,3:00,-115,-14,1.35,4.88,1.61,7.7,621326,4.04,4.52,11.47,825942,25170,31347,3335,3000
VIP_103,3:00,-78,-12,3.77,4.86,7.11,4.7,192747,0.61,3.37,7.99,377124,2912,11244,1154,1842
VIP_104,3:00,-109,-10,2.39,4.98,9.21,15.2,340665,0.17,1.76,5.29,106465,17763,13163,2689,2175
VIP_105,3:00,-64,-9,0.54,4.56,4.3,16.9,781726,5.28,1.86,7.37,216936,24699,43677,1546,1264
VIP_106,3:00,-76,-6,2.19,2.05,5.89,3.5,223510,4.56,1.03,2.09,178792,15050,17172,2962,2335
VIP_107,3:00,-72,-12,0.91,4.15,0.38,1.4,460020,0.2,1.9,1.73,121798,1376,48124,3214,1892
VIP_108,3:00,-60,-11,4.54,2.75,4.5,16.3,422789,0.98,4.58,1.92,936062,8331,6356,1636,1533
VIP_109,3:00,-72,-10,4.29,2.11,3.24,5.5,177946,4.33,1.85,8.34,408107,5998,39708,1461,1535
VIP_110,3:00,-61,-7,1.71,4.72,7.81,0.7,346934,3.86,0.52,9.3,686525,15034,7323,3674,287
VIP_111,3:00,-91,-12,1.04,2.7,2.99,11.1,682472,0.3,0.21,11.29,245271,13447,12396,453,2437
VIP_112,3:00,-87,-16,2.77,5.17,2.9,19.6,647076,2.78,2.58,12,274677,17140,35872,3453,69
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,4:00,-79,-13,1.51,3.39,10.13,5.4,944829,5.16,4.05,8.72,759144,11658,8140,1301,1051
VIP_002,4:00,-120,-11,2.66,2.88,2.21,2,202846,0.81,0.71,10.54,541701,9841,9856,1864,70
VIP_003,4:00,-69,-16,4.98,2.23,1.37,1.7,969387,5.5,3.96,2.91,713884,20764,18357,4361,842
