,,,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
Vietnam,Viettel,452/04,1:00,-82,-14,3.35,5.03,6.3,15.4,842049,3.03,4.91,8.05,990811,45024,22925,3304,1879
Vietnam,Vinaphone,452/02,1:00,-115,-14,0.32,2.67,9.11,4.5,162761,1.36,4.11,6.04,371612,29050,36695,575,1556
Vietnam,Vietnam Mobile Telecom (VMS),452/01,1:00,-68,-10,0.47,4.7,5.76,17.2,663417,3.69,4.39,3.53,563543,6003,2598,3316,2930
Hongkong,CSL (C&W),454/00,1:00,-77,-7,0.89,3.68,9.37,5.8,978166,2.47,3.71,6.86,824904,41143,27811,1775,240
Hongkong,PCCW-HKT Telephone Limited,454/19,1:00,-62,-14,1.73,2.86,9.72,19.9,602823,0.85,0.93,5.22,796618,23759,18631,2335,2196
Hongkong,China Mobile - Peoples,454/12,1:00,-106,-7,3.41,4.58,4.9,4.8,271311,1.9,4.66,4.33,397659,20502,25381,2059,1703
Hongkong,H3G(HONG KONG),454/03,1:00,-60,-13,4.21,4.5,1.35,8.4,339974,3.9,0.09,5.57,751784,35977,11736,2392,521
Macao,Hutchison 3,455/03,1:00,-68,-7,1.47,0.43,6.11,18.9,878501,5.05,1.09,11.21,155993,18766,48198,3561,1540
Macao,CTM,455/01,1:00,-61,-16,0.67,3.08,7.09,7.6,121664,3.97,2.25,10.18,781752,36233,16369,3383,1047
CAMBODIA,CamGSM Mobitel,456/01,1:00,-104,-10,4.65,4.86,8.12,15.4,440375,2.26,0.79,9.71,504082,46581,15047,2014,2490
CAMBODIA,Viettel,456/08,1:00,-99,-10,3.17,5.17,7.9,5.3,833918,3.08,3.81,11.93,403569,28432,41963,3410,1913
CAMBODIA,Latelz Co. Ltd,456/06,1:00,-87,-6,4.87,3.71,9.96,18.1,109578,1.65,0.97,10.09,687575,13128,1031,1937,2103
China,China Mobile,460/00,1:00,-96,-8,1.95,2.15,8.12,18.4,496744,1.64,0.35,1.3,916978,35770,2184,2211,2385
China,China Mobile,460/07,1:00,-84,-16,2.68,3.04,2.31,2,739035,0.26,3.85,8.92,160326,18192,42941,4801,1196
China,China Mobile,460/02,1:00,-93,-13,3.8,1.3,5.86,2.2,986276,0.99,1.86,7.77,569495,35587,38462,2092,139
China,China Unicom,460/01,1:00,-64,-13,1.16,2.9,3.8,2.8,735291,3.39,0.97,10.34,910422,1104,2664,2130,1792
Taiwan,Taiwan Mobile (ex TCC),466/97,1:00,-67,-6,1.99,4.16,10.11,15.6,647605,2.88,2.8,6.56,756076,7180,12628,1320,2923
Taiwan,Chunghwa Telecom,466/92,1:00,-115,-9,4.23,4.27,7.33,10.7,362391,3.75,5.18,11.39,116442,28945,39953,3847,1541
Taiwan,Fareastone,466/01,1:00,-107,-6,5.38,4.85,8.67,17.9,716782,3.89,1.92,10.04,110287,32908,47063,1340,2926
Malaysia,Maxis,502/12,1:00,-74,-6,3.93,1.35,1.61,1.1,202881,1.84,2.51,2.42,104794,24006,3308,838,2087
Malaysia,Celcom,502/19,1:00,-114,-8,4.32,0.48,2.88,1.4,591704,3.14,1.28,10.64,556973,29941,48790,4661,1881
Malaysia,U Mobile Sdn Bhd,502/18,1:00,-98,-12,3.38,4.06,10.08,6.7,238686,0.49,2.38,3.52,867919,34465,35554,4494,518
Malaysia,DiGi  Telecommunication,502/16,1:00,-71,-12,1.33,1.87,8.48,12.8,971044,2.26,5.42,1.59,302040,42282,7480,398,1032
Australia,Optus,505/02,1:00,-78,-7,1.02,1.93,1.53,11.8,277019,5.04,0.47,6.57,977462,33839,46764,2542,854
Australia,Telstra,505/01,1:00,-70,-9,3.51,1.44,1.42,7.7,851071,4.9,0.59,8.85,857183,16998,8205,1195,1346
Indonesia,Telkomsel,510/10,1:00,-98,-9,1.25,4.07,9.26,16,267863,2.64,1.91,7.67,724807,37054,44682,3477,2710
Indonesia,Hutchison,510/89,1:00,-93,-7,3.97,2.55,10.89,5.5,246578,2.39,1.17,0.99,438978,24415,34050,147,1034
Indonesia,Excelcom Indo,510/11,1:00,-73,-9,1.61,4.47,11.28,12.3,840330,2.29,2.48,6.94,976450,2520,20780,66,2104
Philippines,Globetel,515/02,1:00,-101,-14,1.34,1.47,9.21,8.6,532657,4.77,3.2,2.33,303500,27873,32493,882,1010
Philippines,Digitel (Sun Cellular),515/05,1:00,-115,-10,3.11,0.66,0.98,19.7,593031,0.09,0.74,0.77,789371,17108,39407,3268,381
Thailand,Advanced Wireless Network Company Ltd.,520/03,1:00,-65,-11,1.49,1.08,5.07,16,742347,2.07,2.5,4.85,201010,30837,10085,969,2620
Thailand,True Move  HSPA,520/00,1:00,-78,-14,1.99,3.78,11.07,9,180133,4.72,4.5,5.2,538043,25110,1892,716,2396
Thailand,Total Access (DTAC),520/05,1:00,-94,-7,2.95,1.41,2.29,16.2,134969,1.7,2.44,0.6,113805,25586,20886,3771,157
Singapore,Starhub,525/05,1:00,-106,-16,0.93,2.13,10.76,19.3,681148,3.02,3.22,0.2,900497,14246,41035,2384,165
Singapore,Mobile One,525/03,1:00,-110,-16,1.34,0.44,8.47,8,962277,3.88,0.56,8.87,870350,21023,42891,1521,1061
Brunei,B-Mobile,528/02,1:00,-62,-9,4.03,4,10.37,14.4,768271,5.49,2.59,11.93,327277,1524,40804,2622,2877
Brunei,DST,528/11,1:00,-92,-10,1.95,0.36,0.39,1.4,809658,0.97,5.35,4.98,223021,15595,38545,4251,687
New Zealand,Telecom New Zealand,530/05,1:00,-91,-7,5.37,3.06,1.64,6.4,318599,3.39,1.34,10.19,296788,26721,32158,3489,2330
New Zealand,Vodafone(NEW ZEALAND),530/01,1:00,-115,-16,4.55,4.05,3.44,3.6,778600,2.1,0.93,4.2,275076,20036,28063,4394,1131
New Zealand,Two Degrees (NZ Communications),530/24,1:00,-103,-14,2.48,0.83,5.3,12.6,898758,5.42,5.08,3.8,894031,17262,35908,3421,2734
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,1:00,-90,-6,2.23,4.82,11.76,12.2,788368,4.76,2.92,10.66,779345,9081,25727,228,2872
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,2:00,-117,-14,2.93,4.42,1.56,6.2,337162,1.88,0.31,8.08,992001,10613,21399,2158,1317
Netherlands,T-mobile (ex Ben),204/16,2:00,-72,-15,0.86,4.8,11.72,10.8,638124,0.36,1.52,5.25,220987,28888,20942,1868,2921
Netherlands,KPN (iBasis),204/08,2:00,-71,-9,4.4,4.45,10.71,2.5,964533,4.18,1.28,7.21,398323,7654,27959,1615,1722
Belgium,Belgacom Mobile,206/01,2:00,-113,-9,1.7,0.39,7.28,6.3,560242,4.38,1.97,5.63,880857,37371,21252,2877,1967
France,Bouygues,208/20,2:00,-112,-11,5.28,0.38,9.48,16.6,545532,3.33,4.4,2.67,109555,12050,46078,4970,355
France,Free Mobile,208/15,2:00,-72,-9,0.26,0.68,7.81,15.6,621052,4.97,1.92,4.66,175462,15805,6112,1747,1758
France,SFR (Cegetel),208/10,2:00,-81,-9,2.35,1.68,2.86,1.8,143730,3.89,3.57,6.44,868552,48893,24086,1970,1299
Andorra,Mobiland/STA,213/03,2:00,-61,-8,0.94,1.12,6.78,9.2,859212,0.71,2.5,2.41,861435,45507,20100,4577,1554
Spain,Telefonica Moviles(SPAIN),214/07,2:00,-118,-14,4.23,2.99,2.73,10.9,116969,4,1.01,9.23,842349,24471,32405,3277,520
Spain,Vodafone (AirTel),214/01,2:00,-70,-12,3.15,3.38,11.54,12.5,122886,4.99,3.39,4.52,538967,25600,19547,1195,354
Italy,TIM (Telecom Italia),222/01,2:00,-79,-6,1.4,1.24,3.29,6,278166,0.72,1.65,4.43,349280,10747,13629,3525,411
Italy,H3G(ITALY),222/99,2:00,-68,-12,3.36,4.16,6.04,3,819666,1.24,4.68,4.89,546727,37063,36623,3453,916
Italy,Vodafone Omnitel,222/10,2:00,-90,-15,0.41,3.22,0.73,19.2,954593,4.62,1.05,9.27,880486,43194,26383,3782,2203
Switzerland,Swisscom,228/01,2:00,-99,-8,1.69,4.67,6.41,12.5,323377,4.72,4.31,1.01,570112,17700,9385,573,1562
Switzerland,Sunrise DiAx,228/02,2:00,-110,-12,1.9,1.76,6.01,3.8,117889,2.98,1.41,3.44,926530,32346,25735,3456,2914
United Kingdom,Everything Everywhere,234/30,2:00,-88,-13,0.81,5.09,6.02,10.3,372916,5.09,1.94,3.83,725247,25693,44972,2927,969
United Kingdom,Telefonica O2 (CellNet),234/10,2:00,-87,-8,1.38,0.65,2.41,2,481961,0.76,5.01,11.04,852528,39458,47353,4568,1935
United Kingdom,Jersey Telecom (JT-Wave),234/50,2:00,-61,-8,1.39,2.69,8.74,7.2,179306,1.1,4.97,2.21,156519,7085,45419,4493,2899
United Kingdom,Everything Everywhere (ex-Orange),234/33,2:00,-61,-11,2.26,3.27,9.11,19.8,350694,1.47,1.86,2.28,733452,41530,41203,2858,2232
Sweden,Tele2 - Comviq,240/07,2:00,-75,-16,2.55,1.64,10.93,5.5,275548,1.13,5.47,11.23,317607,48875,18392,4522,735
Sweden,"Telenor (Vodafone,Europolitn)",240/08,2:00,-62,-14,2.88,1.05,0.9,8.5,178388,4.94,5.45,9.96,265868,18531,22078,2164,958
Norway,NetCom TeliaSonera,242/02,2:00,-114,-8,0.74,0.19,7.05,5.3,998520,4.82,2.53,6.1,191720,10153,34353,2537,2432
Estonia,EMT,248/01,2:00,-99,-16,1.65,0.85,4.88,6.7,318818,1.21,5.21,9.42,985408,12417,11072,2239,799
Russia,Vimpelcom Beeline (KB Impuls),250/99,2:00,-112,-9,3.52,0.5,11.58,15.9,541726,0.36,5.17,3.69,328348,9499,26810,4241,1907
Poland,P4 Play,260/06,2:00,-109,-8,4.64,2.84,6.21,19.9,138254,3.78,1.36,4.88,578211,8947,41343,823,2713
Germany,E-Plus,262/03,2:00,-81,-14,0.83,5,5.77,11.7,258184,3.96,4.13,2.42,188758,1517,1161,2485,2148
Germany,Telekom Deutschland (T-Mobile),262/01,2:00,-99,-16,0.97,4.19,0.26,0.5,622856,1.83,0.91,10.19,725602,28521,4340,771,1765
Germany,Telefonica O2/viag,262/07,2:00,-114,-7,2.95,5.01,7.71,18.7,788616,1.54,2.89,1.32,846167,18259,35772,423,1169
Portugal,TMN,268/06,2:00,-105,-9,5.44,2.6,7.79,11.7,854214,2.15,5.08,7.76,918992,23462,4169,3492,2566
Turkey,AVEA (IS-TIM Aria),286/03,2:00,-105,-12,5.26,0.45,6.29,4,962337,3.51,3.86,11.59,394754,45576,3080,2856,2271
MACEDONIA,T-Mobile (Mobimak),294/01,2:00,-107,-9,4.69,0.1,3.09,6.4,812905,3.85,1.38,6.89,263740,25137,18306,3389,1694
Canada,Rogers Wireless,302/61,2:00,-118,-13,0.16,1.96,9.58,14.8,590191,2.85,4.1,0.19,285750,17622,6189,2637,2468
Canada,Rogers Wireless,302/22,2:00,-83,-8,3.45,1.67,7.94,18.6,275384,0.83,0.39,11.35,718560,42675,20205,3217,1611
United States of America ,AT&T,310/41,2:00,-112,-10,3.35,1.96,5.58,19.8,673746,2.12,2.72,1.55,426435,17709,36117,1433,94
United States of America ,T-Mobile,310/26,2:00,-92,-10,3.5,0.77,4.34,6.4,152193,3.15,1.29,11.8,374661,1742,18285,2132,2440
United States of America ,Southern Communications dba Southern LINC,310/15,2:00,-109,-6,2.55,5.02,0.76,2.4,887562,1.29,4.9,7.74,127254,25052,32770,4354,1738
Unted States,Verizon Wireless,311/48,2:00,-90,-9,4.1,4.59,1.86,7.3,147624,2.43,5.15,3.87,772757,48105,39960,2859,2092
India,Airtel (Kolkata),404/31,2:00,-85,-8,3.71,0.11,3.64,7.6,821175,4.64,3.65,0.51,184824,21992,5756,580,2586
India,Airtel (Andhra Pradesh),404/49,2:00,-95,-13,1.43,1.11,11.87,1.1,175529,0.68,2.34,9.5,800437,21188,3187,1174,125
India,Airtel (Mumbai),404/92,2:00,-108,-6,3.77,5.28,5.46,2.8,532474,4.13,1.86,8.65,274478,5499,39330,3168,2641
India,Airtel (Kerala),404/95,2:00,-103,-6,3.49,1.15,11.01,11.2,193936,0.69,2.84,1.7,225126,19701,16957,1175,1775
India,AirTel (Chennai),404/03,2:00,-109,-11,4.59,0.72,2.36,7.6,847203,1.91,4.44,5.61,954953,32224,6260,3449,437
India,Vodafone India (Mumbai) Hutchison Orange,404/20,2:00,-110,-10,4.43,0.89,7.93,13.9,594226,0.84,5.41,8.43,375172,11733,43782,3552,71
India,Airtel (Karnataka),404/45,2:00,-73,-9,5.17,4.65,4.77,14.2,117951,4.09,4.55,0.93,187982,12576,38392,4690,2231
India,Airtel (Maharashtra & Goa),404/90,2:00,-81,-8,3.74,3.78,11.04,14.3,157048,5.11,0.52,5.85,252323,5798,10565,2107,1457
India,India(404),404/94,2:00,-106,-15,3,5.03,1.11,1.9,429333,2.76,4.33,2.82,475222,22357,38348,1351,2389
India,AirTel (Chennai),404/02,2:00,-112,-16,2.12,1.53,6.48,17.6,290976,0.9,4.83,5.68,844342,24955,35211,279,2201
India,Airtel (Uttar Pradesh W),404/97,2:00,-76,-13,3.62,5.45,2.31,18.2,296978,3.87,2.3,10.38,643397,48454,10816,2357,733
India,Vodafone (New Delhi) Hutchision Essar,404/11,2:00,-104,-13,4.46,0.72,5.73,16,499450,3.78,2.5,3.25,108614,1495,13603,1033,1603
India,AirTel (Chennai),404/40,2:00,-87,-8,2.89,3.56,5.56,6.5,244916,3.42,1.28,9.74,782521,44043,1560,4330,184
India,"Airtel (Rajasthan),Hexacom",404/70,2:00,-85,-14,3.87,0.75,4.95,17.9,576709,3.77,4.03,1.29,948889,23367,1848,4917,2022
India,Airtel (Madhya Pradesh),404/93,2:00,-72,-11,1.23,2.6,5.09,7.5,346114,3.58,0.73,7.04,229651,39957,49604,4310,375
India,Airtel (Haryana),404/96,2:00,-68,-10,2.11,3.72,8.41,5.1,242795,0.68,4.76,2.09,884868,49511,24158,2110,2561
India,Airtel (Delhi),404/10,2:00,-108,-6,2.85,3.32,5.33,7,116409,2.28,1.83,8.13,929108,33257,24769,2139,1734
India(405),,405/52,2:00,-110,-9,2.27,4.85,0.18,7.4,492920,3.07,0.25,6.99,227837,34806,24938,4280,898
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,2:00,-101,-11,0.11,1.66,1.2,12.8,232381,2.75,3.25,3.23,539561,19231,5463,1298,1646
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,2:00,-97,-12,1.15,2.64,3.11,1.2,377766,2.02,5,9.48,828180,13444,19003,3646,2586
Sri Lanka,Bharti Airtel,413/05,2:00,-93,-8,3.35,2.36,10.05,8.2,883948,4.68,3.71,1.1,911760,12618,47741,3030,371
Sri Lanka,Dialog Axiata (ex MTN),413/02,2:00,-118,-10,0.64,4.16,0.76,9.1,170858,1.61,4.11,2.94,362106,4331,2165,2016,719
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,2:00,-74,-11,5.27,4.91,0.56,6.4,313368,1.81,4.11,7.96,608483,19374,35215,4309,2373
Myanmar,Ooredoo Myanmar,414/05,2:00,-83,-7,4.52,2.73,2.04,1,156314,4.28,1.41,4.27,990644,49303,24706,4422,1134
Myanmar,Myanmar Post and Telecommunication,414/01,2:00,-108,-11,1.43,4.73,4.41,13.4,439082,0.56,4.71,3.07,635226,16119,6851,4568,1860
Saudi Arabia,Mobily,420/03,2:00,-86,-7,0.55,4.27,1.94,15.7,800283,5,1.69,2.55,448235,13309,26135,1481,1542
Saudi Arabia,Saudi Telecom Company,420/01,2:00,-81,-13,3.67,0.26,8.99,11.9,730442,1.36,3.59,3.37,441603,34943,2454,4449,547
United Arab Emirates,Etisalat(UAE),424/02,2:00,-120,-12,4.71,3.7,1.74,16.4,351771,3.71,4.12,3.37,499066,19164,9804,344,2077
Bahrain,Batelco,426/01,2:00,-67,-13,5.39,4.41,5.34,5.7,891243,1.2,2.14,8.86,962017,2343,29602,4398,824
Qatar,Q-Tel,427/01,2:00,-67,-10,2.06,3.58,8.55,6.8,903067,1.8,2.74,1.78,237347,41309,17550,2568,1752
Japan,NTT Docomo,440/10,2:00,-69,-7,0.74,5.07,7.87,9.7,557310,3.28,2.91,10.03,793583,15956,6159,690,2373
Japan,Soft Bank (Vodafone KK),440/20,2:00,-63,-8,2.96,2.13,4,2.8,614005,4.66,3.99,9.14,577654,26954,6750,4409,2293
South Korea,LGT Telcom,450/06,2:00,-76,-6,2.88,1,1.6,3.4,278076,4.93,3.12,9.44,714110,42713,20469,278,2720
South Korea,SK Telecom,450/05,2:00,-109,-10,0.99,0.58,3.61,7.1,117203,1.54,2.4,6.68,411222,46374,10508,737,1535
Vietnam,Viettel,452/04,2:00,-79,-16,4.18,2.43,0.11,15,484864,2.62,3.5,6.77,921458,24351,26125,3134,2089
Vietnam,Vinaphone,452/02,2:00,-90,-16,4.85,4.65,3.8,4.4,467612,4.04,3.43,0.85,792776,29291,39904,522,402
Vietnam,Vietnam Mobile Telecom (VMS),452/01,2:00,-78,-13,3.13,1.84,6.91,6.1,235881,4.63,0.23,3.55,491562,20781,28725,1182,252
Hongkong,CSL (C&W),454/00,2:00,-69,-11,5.34,1.93,2.18,9.4,610989,3.81,4.59,0.16,158132,38736,47160,1339,969
Hongkong,PCCW-HKT Telephone Limited,454/19,2:00,-73,-12,1.98,4.03,8.03,8.4,273707,0.75,2.07,4.58,826769,13780,16678,2641,2978
Hongkong,China Mobile - Peoples,454/12,2:00,-111,-8,0.63,0.76,6.64,7.4,297978,1.22,2.96,9.11,644403,9666,44185,1980,136
Hongkong,H3G(HONG KONG),454/03,2:00,-93,-11,2.13,0.73,7.7,19,156295,3.17,3.7,4.61,588841,49471,1194,2738,1239
Macao,Hutchison 3,455/03,2:00,-66,-16,1.48,0.14,7.57,14.5,356665,3.78,3.1,5.04,378219,26028,49533,967,2884
Macao,CTM,455/01,2:00,-67,-14,4.19,0.25,0.55,5.5,756655,1.74,5.06,3.62,358818,33815,39623,2970,2965
CAMBODIA,CamGSM Mobitel,456/01,2:00,-62,-12,3.38,1.43,9.47,6.6,335512,2.83,1.97,4.11,776744,23405,14447,3624,759
CAMBODIA,Viettel,456/08,2:00,-76,-12,0.82,1.58,2.17,17.6,832475,2.6,1.13,3.39,236067,2008,14153,2788,1237
CAMBODIA,Latelz Co. Ltd,456/06,2:00,-102,-7,0.95,2.12,11.38,4.9,208163,2.63,0.59,11.2,919813,28112,4684,310,2256
China,China Mobile,460/00,2:00,-113,-14,0.82,3.26,9.12,17.4,410659,3.53,0.11,11.4,634628,15443,17804,1130,1702
China,China Mobile,460/07,2:00,-61,-7,1.23,0.95,9.81,11.4,513905,4.42,1.97,8.39,329771,4745,16584,4966,1543
China,China Mobile,460/02,2:00,-92,-16,0.96,3.01,6.16,8.9,701417,4.3,2.71,3.02,259018,1530,36670,4044,2861
China,China Unicom,460/01,2:00,-95,-6,0.73,2.54,2.95,10.3,863703,1.51,1.33,11.98,324940,29628,35505,4339,742
Taiwan,Taiwan Mobile (ex TCC),466/97,2:00,-60,-9,1.18,2.71,2.25,12.1,818115,0.93,5.5,9.62,419905,8463,24384,1589,705
Taiwan,Chunghwa Telecom,466/92,2:00,-105,-14,3.15,0.92,5.07,13.8,659363,1.46,3.86,9.64,445974,13547,48126,4330,2791
Taiwan,Fareastone,466/01,2:00,-104,-15,1.51,3,6.96,17.5,675724,1.8,0.95,11.41,822165,37403,19031,2949,1503
Malaysia,Maxis,502/12,2:00,-62,-15,0.17,0.69,3.36,8.8,182054,0.14,1.17,7.41,308756,20985,6053,2373,1157
Malaysia,Celcom,502/19,2:00,-80,-14,1.35,5.27,6.58,7.4,338256,1.36,4.1,0.12,440309,31922,11696,2945,1665
Malaysia,U Mobile Sdn Bhd,502/18,2:00,-90,-13,1.23,2.85,3.32,5.8,405681,0.86,4.37,4.16,628106,41338,41970,87,317
Malaysia,DiGi  Telecommunication,502/16,2:00,-61,-12,5.34,3.76,10.16,18.7,133217,1.82,2.21,10.25,705195,5047,32913,1014,2053
Australia,Optus,505/02,2:00,-81,-16,5.31,3.99,7.98,3.9,203506,5.33,0.92,6.88,148938,10613,17231,1363,784
Australia,Telstra,505/01,2:00,-118,-13,2.13,3.66,10.94,11.9,396067,2.9,2,7.95,244022,27587,13680,3266,2754
Indonesia,Telkomsel,510/10,2:00,-73,-13,4.72,2.79,2.09,18.1,407478,2.51,4.43,4.16,172356,16358,14923,2620,2108
Indonesia,Hutchison,510/89,2:00,-60,-8,1.09,1.17,8.84,13.8,585402,3.16,0.16,11.72,474032,29873,8974,14,1913
Indonesia,Excelcom Indo,510/11,2:00,-62,-10,3.15,2.64,4.02,2.6,165866,4.62,4.73,5.7,512741,32131,39367,3291,134
Philippines,Globetel,515/02,2:00,-111,-13,3.65,1.47,2.6,18.6,849847,4.53,0.61,8.71,889450,41826,46047,1910,1178
Philippines,Digitel (Sun Cellular),515/05,2:00,-78,-15,1.7,3.58,0.51,11,881020,1.03,4.08,10.24,869517,35842,39534,4023,156
Thailand,Advanced Wireless Network Company Ltd.,520/03,2:00,-84,-10,0.41,0.92,3.23,6.6,586285,2.51,4.49,6.34,439200,8681,39668,646,1264
Thailand,True Move  HSPA,520/00,2:00,-108,-7,1.53,2.72,7.48,9.8,615776,3.5,3.19,8.65,144561,17121,38095,2404,1297
Thailand,Total Access (DTAC),520/05,2:00,-68,-6,2.55,1.46,11.29,12.5,320392,3.97,5.12,9.29,253099,25127,45035,3218,995
Singapore,Starhub,525/05,2:00,-76,-6,0.96,3.9,8.82,5.5,681426,1.32,2.54,6.49,486564,38228,16709,2004,2800
Singapore,Mobile One,525/03,2:00,-97,-7,0.77,2.86,1.18,4.7,917543,0.23,2.05,6.21,570137,33831,38308,227,1486
Brunei,B-Mobile,528/02,2:00,-89,-12,5.38,1.82,11.74,9.1,949735,0.18,5.16,9.24,441802,27138,48321,3336,2043
Brunei,DST,528/11,2:00,-87,-6,2.36,3.26,7.53,1.4,276330,2.45,1.9,6.58,435914,23344,28991,2308,2345
New Zealand,Telecom New Zealand,530/05,2:00,-111,-14,1.67,0.92,9.24,16.7,565887,5.17,2.11,0.31,491105,38362,44808,4191,2146
New Zealand,Vodafone(NEW ZEALAND),530/01,2:00,-82,-10,0.49,5.04,11.89,4.4,652002,2.38,1.11,1.68,931327,45861,42109,3419,197
New Zealand,Two Degrees (NZ Communications),530/24,2:00,-82,-9,0.47,4.92,4.33,15.3,576395,4.87,1.84,5.73,111253,19819,13651,510,2194
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,2:00,-78,-16,0.47,2.69,4.84,6.3,461966,3.21,2.58,5.28,811956,41125,5447,1674,2302
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,3:00,-104,-7,4.74,4.03,7.87,5,704230,5.17,1.97,6.91,883275,32572,3849,1116,639
Netherlands,T-mobile (ex Ben),204/16,3:00,-67,-15,4.59,1.53,7.98,5.6,231804,0.22,1.86,1.97,134453,36258,29473,3675,1952
Netherlands,KPN (iBasis),204/08,3:00,-72,-6,2.43,1.12,2.7,18.4,638499,1.78,5.12,2.61,439686,8477,49032,1344,402
Belgium,Belgacom Mobile,206/01,3:00,-113,-6,1.9,4.54,2.75,3.7,181676,4.41,5.32,2.24,139273,12133,25387,4595,1862
France,Bouygues,208/20,3:00,-119,-14,2.55,5.15,4.58,0.5,140275,4.93,0.23,0.74,452731,12878,33702,3114,687
France,Free Mobile,208/15,3:00,-72,-9,3.74,4.18,10.95,8.1,532329,3.47,4.84,5.76,470403,31571,3473,398,1444
France,SFR (Cegetel),208/10,3:00,-96,-9,5.4,1.3,2.47,13.4,608317,4.78,0.35,11.53,938695,30607,6401,1768,2929
Andorra,Mobiland/STA,213/03,3:00,-115,-14,4.89,3.66,0.12,0.7,779942,4.09,4.09,3.46,390243,27906,41971,4891,1493
Spain,Telefonica Moviles(SPAIN),214/07,3:00,-110,-11,1.9,1.92,9.86,13.4,439527,4.55,0.92,0.26,535376,42282,22057,2714,2267
Spain,Vodafone (AirTel),214/01,3:00,-117,-13,3.7,2.37,4.9,15.3,188187,0.51,2.84,4.6,429086,25761,14265,806,1198
Italy,TIM (Telecom Italia),222/01,3:00,-85,-9,0.73,4.14,10.09,11.1,435924,1.2,0.51,9.97,857442,47334,18945,918,1336
Italy,H3G(ITALY),222/99,3:00,-78,-12,4.77,0.83,3.47,8.5,375564,2.41,0.65,9.82,949971,49604,15149,627,1951
Italy,Vodafone Omnitel,222/10,3:00,-111,-16,2.06,2.13,9.92,4.6,597609,4.85,3.43,11.71,628839,32691,37800,3942,2140
Switzerland,Swisscom,228/01,3:00,-62,-6,0.26,0.33,9.74,17.1,547190,1.2,0.36,7.03,888464,30339,23061,4184,1663
Switzerland,Sunrise DiAx,228/02,3:00,-74,-6,2.16,1.91,5.76,8.1,880901,2.5,0.09,3.26,934268,21702,12329,427,2353
United Kingdom,Everything Everywhere,234/30,3:00,-91,-14,4.34,0.78,2.72,7.6,754420,0.22,3.05,10.85,747661,23514,7422,749,603
United Kingdom,Telefonica O2 (CellNet),234/10,3:00,-83,-7,2.34,4.47,11.08,0.9,230746,4.21,0.29,8.73,562218,25142,47326,1252,2495
United Kingdom,Jersey Telecom (JT-Wave),234/50,3:00,-110,-11,3.99,0.39,8.11,19.7,256741,2.68,1.7,9.29,984220,15808,5533,4943,494
United Kingdom,Everything Everywhere (ex-Orange),234/33,3:00,-61,-7,4.43,2.31,6.16,12.3,325128,4.82,1.67,2.79,292223,37683,8175,1682,1940
Sweden,Tele2 - Comviq,240/07,3:00,-91,-6,5.12,0.16,1.55,12.3,839463,2.67,0.81,2.65,448783,34440,21688,4642,2676
Sweden,"Telenor (Vodafone,Europolitn)",240/08,3:00,-63,-7,2.99,3.21,1.97,14.8,205205,1.14,2.31,11.45,607749,49406,1661,660,2290
Norway,NetCom TeliaSonera,242/02,3:00,-79,-9,1.43,5.47,2.51,4.9,388220,5.29,1.69,4.16,218444,47641,29340,2620,182
Estonia,EMT,248/01,3:00,-115,-10,1.75,2.52,6.32,16.2,130751,4.03,1.57,6.89,392635,36468,29459,1151,663
Russia,Vimpelcom Beeline (KB Impuls),250/99,3:00,-103,-9,1.74,0.79,9.33,15,367161,3.71,0.39,1.53,757908,12939,36206,937,35
Poland,P4 Play,260/06,3:00,-96,-14,0.54,2.85,11.94,2.8,470819,2.7,0.99,2.59,923594,6723,38312,4723,1940
Germany,E-Plus,262/03,3:00,-62,-14,4.03,2.94,5.23,2.8,934489,2.07,5.24,2.99,108769,41438,35461,919,2871
Germany,Telekom Deutschland (T-Mobile),262/01,3:00,-111,-9,4.67,0.87,4.48,10,182765,3.34,5.2,5.15,714637,48558,15844,4299,2971
Germany,Telefonica O2/viag,262/07,3:00,-90,-6,1.97,4.46,9.92,7.7,728680,2.69,3.17,10.36,515496,44931,32903,57,2627
Portugal,TMN,268/06,3:00,-119,-6,1.93,2.1,3.16,7.2,345719,2.47,2.98,10.37,656183,47562,1185,3024,697
Turkey,AVEA (IS-TIM Aria),286/03,3:00,-75,-11,4.46,4.2,6.08,1.6,994437,4.13,2.46,8.84,751760,11652,16406,1012,2533
MACEDONIA,T-Mobile (Mobimak),294/01,3:00,-83,-6,2.05,1.15,11.55,15.8,885365,1.01,3.41,8.8,718239,15571,13620,181,1818
Canada,Rogers Wireless,302/61,3:00,-74,-8,3.05,1.39,2.98,7.9,701085,0.7,1.42,1.36,321539,19914,22488,1446,1453
Canada,Rogers Wireless,302/22,3:00,-104,-10,2.75,0.37,8.74,8,149024,2.28,2.61,11.62,475528,13104,30456,1392,2415
