,,,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
South Korea,SK Telecom,450/05,9:30,-109,-13,3.39,3.34,4.74,0.7,956569,0.87,0.92,5.81,574403,30885,42943,4660,2414
Vietnam,Viettel,452/04,9:30,-90,-15,3.02,4.61,7.32,20,859794,0.79,2.59,2,613096,12440,34970,2927,1444
Vietnam,Vinaphone,452/02,9:30,-96,-12,0.56,1.96,10.51,14.4,614613,4.2,0.08,5.78,739390,26288,45908,2584,1575
Vietnam,Vietnam Mobile Telecom (VMS),452/01,9:30,-86,-7,1.75,4.47,9.71,15.5,278879,5.04,0.36,6.74,813384,42037,8279,299,1119
Hongkong,CSL (C&W),454/00,9:30,-88,-12,1.33,5.04,3.44,11.8,355529,0.37,4.39,0.12,594913,37029,35151,3256,914
Hongkong,PCCW-HKT Telephone Limited,454/19,9:30,-65,-11,4.03,0.92,11.58,1.9,869575,4.95,4.06,9.49,435548,4800,46864,4959,638
Hongkong,China Mobile - Peoples,454/12,9:30,-61,-12,3.9,2.59,10.18,11.9,168250,2.1,3.3,5.57,689882,26071,7058,4470,2269
Hongkong,H3G(HONG KONG),454/03,9:30,-66,-15,2.43,3.2,7,16.9,922720,1.21,0.15,6.2,319047,14282,42451,1760,295
Macao,Hutchison 3,455/03,9:30,-73,-14,3.39,4.23,8.81,19.8,876129,4.75,2.98,10.71,243665,1373,49208,1193,1558
Macao,CTM,455/01,9:30,-72,-6,4.48,1.23,3.65,7.8,558435,4.41,2.99,5.97,180615,10450,19674,774,1134
CAMBODIA,CamGSM Mobitel,456/01,9:30,-71,-10,4.17,0.47,1.22,18.9,131551,0.61,0.38,1.47,920099,12010,18178,2908,294
CAMBODIA,Viettel,456/08,9:30,-112,-13,2.08,3.85,9.55,4.3,453061,0.58,2.36,9.94,995558,19170,5110,2031,39
CAMBODIA,Latelz Co. Ltd,456/06,9:30,-100,-8,1.98,2.09,7.38,16.9,907736,1.16,5.21,5.94,857346,2174,10459,1802,2785
China,China Mobile,460/00,9:30,-90,-16,0.17,5.45,3.19,16.4,734777,4.87,1.02,4.56,995261,26892,9457,1174,1152
China,China Mobile,460/07,9:30,-90,-13,1.56,4.34,9.8,14,917162,2.82,5.27,2.51,978323,19115,9698,1941,2457
China,China Mobile,460/02,9:30,-62,-11,2.7,5.11,5.86,19,537982,3.31,2.7,0.48,715358,11393,44952,1187,1246
China,China Unicom,460/01,9:30,-79,-16,4.58,0.57,10.1,17.7,788935,0.06,0.69,2.11,873013,5867,32103,579,1605
Taiwan,Taiwan Mobile (ex TCC),466/97,9:30,-69,-8,1.76,1.3,9.62,1,142310,4,2.03,5.11,438242,38885,33726,2912,2829
Taiwan,Chunghwa Telecom,466/92,9:30,-94,-11,3.97,1.67,8.24,4.6,343197,4.47,3.97,11.12,343396,3435,2433,4181,2206
Taiwan,Fareastone,466/01,9:30,-64,-13,2.03,5.25,4.81,11.4,932713,0.49,4.37,11.11,294487,45809,36236,1971,1779
Malaysia,Maxis,502/12,9:30,-100,-14,2.18,1.62,8.77,14.8,782586,2.39,3.35,5.59,157291,37453,19443,2393,852
Malaysia,Celcom,502/19,9:30,-102,-6,2.36,4.12,1.11,16.1,241937,3.48,2.79,6.07,516557,40845,33038,2694,2629
Malaysia,U Mobile Sdn Bhd,502/18,9:30,-60,-7,2.66,3.61,8.92,9.6,705450,4.36,1.23,5.91,975255,16608,34847,2538,868
Malaysia,DiGi  Telecommunication,502/16,9:30,-119,-7,2.07,4.19,11.48,16.7,940569,0.22,0.78,3.41,588322,49144,12090,4613,524
Australia,Optus,505/02,9:30,-110,-16,4.7,0.57,3.21,13,619414,2.59,0.99,10.87,354431,26179,29149,4653,2458
Australia,Telstra,505/01,9:30,-118,-12,2.35,3.35,4.32,12.6,175322,4.39,0.28,9.89,586705,12111,10620,1734,968
Indonesia,Telkomsel,510/10,9:30,-96,-11,1.24,1.12,1.36,1.5,825801,4.06,3.94,4.02,310194,41866,37763,4386,2683
Indonesia,Hutchison,510/89,9:30,-104,-10,1.06,3.05,6.58,7.7,735935,3.5,4.61,7.48,901818,40876,36367,4921,1304
Indonesia,Excelcom Indo,510/11,9:30,-114,-14,3.02,0.07,5.5,9.9,803600,2.74,0.55,0.83,988822,42149,20883,2344,830
Philippines,Globetel,515/02,9:30,-117,-8,1.64,1.74,2.01,11.3,820655,2.6,2.64,1.11,593655,12666,47796,2869,2204
Philippines,Digitel (Sun Cellular),515/05,9:30,-102,-14,1.73,3.7,5.28,5.4,177118,3.73,0.37,7.88,773251,24646,18442,2670,2354
Thailand,Advanced Wireless Network Company Ltd.,520/03,9:30,-86,-10,4.67,3.45,10.65,0.9,485089,5.38,4.46,5.79,876157,25395,23240,4842,2207
Thailand,True Move  HSPA,520/00,9:30,-61,-6,4.5,0.53,8.61,7,974198,2.79,1.39,9.47,586903,32185,43371,4604,2424
Thailand,Total Access (DTAC),520/05,9:30,-61,-13,1.87,1.27,11.23,7.7,875092,1.73,5.04,8.53,632603,42796,33658,3982,1406
Singapore,Starhub,525/05,9:30,-75,-14,1.87,2.67,6.54,13.7,228687,0.33,2.21,10.34,357745,1416,3575,4169,2821
Singapore,Mobile One,525/03,9:30,-89,-6,4.88,4.74,9.01,19.8,959060,2.05,3.87,9.02,752162,35597,42205,2902,685
Brunei,B-Mobile,528/02,9:30,-84,-8,2.38,0.62,8.17,15.3,729719,0.57,4.54,8.56,973841,12375,8199,3086,1208
Brunei,DST,528/11,9:30,-67,-9,4.37,1.52,10.63,5.4,283994,4.48,3.73,10.66,370098,4469,5599,4031,813
New Zealand,Telecom New Zealand,530/05,9:30,-66,-6,1,2.19,9.5,20,800831,0.63,3.81,9.63,883105,36503,28437,1290,941
New Zealand,Vodafone(NEW ZEALAND),530/01,9:30,-64,-6,1.5,4.38,4.54,12.7,629622,1.92,4.03,9.66,324574,14793,12702,4099,1654
New Zealand,Two Degrees (NZ Communications),530/24,9:30,-88,-16,3.51,1.92,5.26,14.7,948560,4.09,2.83,3.54,237343,23787,26238,1347,2586
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,9:30,-71,-12,2.2,2.98,2.66,5.4,915821,0.9,0.5,11.18,372124,36985,15986,1683,2621
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,9:35,-107,-14,0.29,0.2,3.26,1.6,674627,2.74,2.32,5.68,372445,27702,3629,4542,2234
Netherlands,T-mobile (ex Ben),204/16,9:35,-94,-10,0.1,5.1,2.03,13.5,159927,3.86,4.05,0.56,521144,6352,17499,698,2589
Netherlands,KPN (iBasis),204/08,9:35,-106,-13,4.22,5.41,9.93,3.5,821341,1.39,5.31,9.59,284650,8963,21342,61,649
Belgium,Belgacom Mobile,206/01,9:35,-73,-15,4.59,0.79,0.07,8.1,532443,5.29,1.8,0.32,586482,14513,37682,2294,992
France,Bouygues,208/20,9:35,-98,-15,4.48,1.89,9.54,6.4,657183,0.44,4.2,1.37,724570,33864,27945,4664,2211
France,Free Mobile,208/15,9:35,-104,-16,0.77,4.19,8.69,15.2,657466,1.11,1.49,2.16,819689,40303,42795,1422,1034
France,SFR (Cegetel),208/10,9:35,-102,-9,4.74,2.55,8.27,18.4,864783,2.83,4.98,1.46,765085,10792,46425,3741,253
Andorra,Mobiland/STA,213/03,9:35,-89,-9,1.81,1.33,8.24,16.1,456724,2.11,2.39,10.5,974613,15535,41273,1967,249
Spain,Telefonica Moviles(SPAIN),214/07,9:35,-83,-12,2.99,2.8,8.21,16.2,969408,3.95,5.38,4.68,396398,25900,25446,4244,72
Spain,Vodafone (AirTel),214/01,9:35,-117,-15,0.7,1.25,6.75,15,848412,0.11,3.56,8.85,903750,26845,30978,4300,1905
Italy,TIM (Telecom Italia),222/01,9:35,-69,-8,5,1.65,7.42,3.8,499166,4.51,1.99,7.22,938287,33723,4310,835,583
Italy,H3G(ITALY),222/99,9:35,-60,-6,4.17,1.9,7.99,16.4,772828,4.39,4.89,7.88,393992,47721,45649,73,1463
Italy,Vodafone Omnitel,222/10,9:35,-117,-11,1.03,0.09,8.82,0.9,867052,4.64,4.49,11.3,717121,40848,44445,4642,537
Switzerland,Swisscom,228/01,9:35,-97,-6,1.74,3.73,0.53,11.8,414011,2.61,0.11,4.62,665173,9164,41873,68,1342
Switzerland,Sunrise DiAx,228/02,9:35,-86,-8,4.26,5.34,3.57,3.9,132524,3.4,4.76,7.77,839612,43689,13370,690,1781
United Kingdom,Everything Everywhere,234/30,9:35,-89,-10,3.86,4.81,8.61,11.7,434610,1.06,2.72,1.99,995025,10090,49591,2684,331
United Kingdom,Telefonica O2 (CellNet),234/10,9:35,-96,-8,4.78,4.8,6.93,2.4,364906,2.07,1.68,5.09,972398,4891,29903,4875,1261
United Kingdom,Jersey Telecom (JT-Wave),234/50,9:35,-89,-13,0.14,0.36,8.21,1,414954,1.62,4.9,5.74,200548,16304,31959,1069,769
United Kingdom,Everything Everywhere (ex-Orange),234/33,9:35,-64,-14,2.83,0.41,11.39,2.7,104220,5.39,0.56,5.62,251920,28706,39413,4909,2733
Sweden,Tele2 - Comviq,240/07,9:35,-76,-7,2.72,1.79,10.72,1.1,979981,3.43,0.97,3.05,678721,48501,46458,2943,1218
Sweden,"Telenor (Vodafone,Europolitn)",240/08,9:35,-85,-9,0.53,0.55,5.92,19,223936,4.24,4.69,10.21,954729,42401,26639,499,1008
Norway,NetCom TeliaSonera,242/02,9:35,-68,-13,2.92,4.33,3.59,17,957524,3.12,2.74,8.95,146705,33306,11676,4905,2246
Estonia,EMT,248/01,9:35,-112,-12,2.77,5.24,10.36,12.3,916555,3.8,3.13,0.83,361343,17669,12315,82,363
Russia,Vimpelcom Beeline (KB Impuls),250/99,9:35,-74,-15,4.49,0.55,0.16,20,647563,2.83,1.52,9.1,993227,18348,34943,2282,1532
Poland,P4 Play,260/06,9:35,-109,-15,5.01,4.98,4.26,11.9,180113,2.9,1.59,2.63,574856,16604,8634,930,59
Germany,E-Plus,262/03,9:35,-69,-6,5.37,2.81,3.45,19.1,167297,2.05,0.99,6.45,976330,28863,12036,3990,886
Germany,Telekom Deutschland (T-Mobile),262/01,9:35,-86,-11,4.63,1.76,7.67,3.4,567032,2.53,1.94,1.94,113043,17811,15964,1308,1592
Germany,Telefonica O2/viag,262/07,9:35,-100,-7,2.47,4.93,2.77,13.8,643127,4.36,4.59,6.61,756033,20470,47426,4596,1978
Portugal,TMN,268/06,9:35,-99,-10,0.92,5.48,6.58,1.1,344661,5.19,2.66,8.56,399837,12313,39536,62,1196
Turkey,AVEA (IS-TIM Aria),286/03,9:35,-116,-16,5.5,0.22,9,13.6,890153,1.49,4.73,6.76,632922,35693,15442,1907,524
MACEDONIA,T-Mobile (Mobimak),294/01,9:35,-64,-11,0.69,1.75,1.71,16.6,194268,0.64,2.46,6.46,606950,48060,15352,357,582
Canada,Rogers Wireless,302/61,9:35,-114,-7,2.18,0.64,9.96,4.5,366261,4.92,2.25,2.5,759326,25680,13378,4673,1021
Canada,Rogers Wireless,302/22,9:35,-120,-8,0.8,1.89,4.96,1.5,256872,4.18,5.21,0.4,150983,9879,23652,1802,2514
United States of America ,AT&T,310/41,9:35,-67,-12,2.89,4.41,8.95,17.8,944800,5.37,4.19,5.68,117248,9532,14317,3964,258
United States of America ,T-Mobile,310/26,9:35,-63,-12,0.15,0.21,2.78,1.1,368765,4.42,0.82,10.07,924722,16506,32475,2432,185
United States of America ,Southern Communications dba Southern LINC,310/15,9:35,-61,-15,1.55,1,11.75,7.5,339723,2.77,1.12,3.26,218279,41676,13533,2212,791
Unted States,Verizon Wireless,311/48,9:35,-66,-6,4.67,4.35,1.35,11,299952,1.07,2.84,3.2,347514,47265,4416,1474,773
India,Airtel (Kolkata),404/31,9:35,-72,-12,2.32,3.97,4.48,16.4,783387,0.73,1.9,1.15,361278,32645,40172,2611,2740
India,Airtel (Andhra Pradesh),404/49,9:35,-81,-7,0.73,0.32,0.43,19.6,880361,0.7,4.59,10.87,486977,18219,34988,3105,2305
India,Airtel (Mumbai),404/92,9:35,-108,-11,4.75,4.71,7.26,16.7,934861,2.45,1.62,5.51,678379,5016,37491,3847,1637
India,Airtel (Kerala),404/95,9:35,-110,-15,2.3,1.45,6.51,6.4,351323,3.61,5.08,1.68,174937,42068,8689,4481,1044
India,AirTel (Chennai),404/03,9:35,-87,-14,2.07,0.88,9.55,12,781907,3.44,5.14,5.59,418636,1299,16625,2617,1683
India,Vodafone India (Mumbai) Hutchison Orange,404/20,9:35,-109,-8,0.38,4.19,2.19,6.3,610374,0.69,4.02,8.39,252168,5302,4860,1741,348
India,Airtel (Karnataka),404/45,9:35,-120,-12,4.27,0.57,1.25,17.1,299755,4.61,3.24,7.04,111668,12376,35814,2031,2590
India,Airtel (Maharashtra & Goa),404/90,9:35,-95,-7,1.78,5.32,5.01,0.8,649569,4.57,0.42,3.23,458231,36598,17757,1630,2611
India,India(404),404/94,9:35,-90,-7,3.62,0.43,3.83,4.3,743417,4.37,4.85,5.76,505323,5143,25772,1140,1395
India,AirTel (Chennai),404/02,9:35,-96,-15,0.81,2.94,0.39,4.1,455369,1.96,3.4,9.13,381591,42384,23164,2400,2508
India,Airtel (Uttar Pradesh W),404/97,9:35,-68,-9,3.64,5.35,4.11,7.3,747085,0.91,3.28,7.39,270748,37463,8237,2588,487
India,Vodafone (New Delhi) Hutchision Essar,404/11,9:35,-81,-9,5.37,1.78,4.02,10.4,747572,4.31,2.88,2.64,334705,25500,37911,1618,717
India,AirTel (Chennai),404/40,9:35,-92,-8,4.33,0.13,0.36,4,893614,1.4,0.14,0.87,415934,32132,3810,135,2195
India,"Airtel (Rajasthan),Hexacom",404/70,9:35,-72,-10,0.43,2.23,0.96,18.3,383307,2.1,1.18,10.82,771616,6771,16627,2761,576
India,Airtel (Madhya Pradesh),404/93,9:35,-108,-10,4.23,1.39,7.43,7.5,143191,3.69,5.06,7.75,717216,10802,21910,882,35
India,Airtel (Haryana),404/96,9:35,-113,-15,2.95,4.56,3.61,4,769822,5.44,4.94,2.69,307276,28814,14405,1730,643
India,Airtel (Delhi),404/10,9:35,-89,-11,4.78,1.28,1.72,16.8,100586,1.88,3.74,10.13,278601,31797,37212,755,2008
India(405),,405/52,9:35,-117,-15,1.78,4.34,10.32,9.4,434992,1.1,2.26,9.5,518663,49783,47256,895,614
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,9:35,-79,-9,2.53,4.19,1.04,2.5,220204,5.35,2.3,11.09,345261,21931,21292,4875,1790
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,9:35,-110,-15,2.08,0.83,11.45,15,524753,1.15,4.37,11.54,841960,34987,18049,2709,1626
Sri Lanka,Bharti Airtel,413/05,9:35,-110,-13,0.64,4.41,7.6,11.3,862733,0.38,0.13,6.72,676392,2402,18834,4378,2605
Sri Lanka,Dialog Axiata (ex MTN),413/02,9:35,-80,-11,2.23,3.41,8.99,12.3,396595,2.25,0.64,5.04,187595,12282,44265,1902,1470
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,9:35,-63,-13,2.81,0.16,6.96,18.3,812535,3.22,5,4.27,679639,38789,36047,2893,2365
Myanmar,Ooredoo Myanmar,414/05,9:35,-112,-15,0.18,2.14,9.1,11.9,691232,0.7,0.16,6.78,342055,8255,34748,2919,1041
Myanmar,Myanmar Post and Telecommunication,414/01,9:35,-100,-10,3.06,3.58,1.57,4.9,805918,2.88,5.24,7.61,618292,5443,18794,3125,2544
Saudi Arabia,Mobily,420/03,9:35,-87,-11,4,4.89,4.71,10.7,625651,3.96,4.27,1.04,392650,4122,22041,1413,2602
Saudi Arabia,Saudi Telecom Company,420/01,9:35,-115,-8,1.84,1.82,2.59,19.8,907836,1.39,0.56,7.49,837786,4376,25906,2186,2498
United Arab Emirates,Etisalat(UAE),424/02,9:35,-100,-12,4.47,1.59,11.43,11.6,627548,0.6,3.24,2.39,724395,14804,18144,4060,209
Bahrain,Batelco,426/01,9:35,-81,-11,2.93,0.79,4.68,6.1,436879,0.39,0.56,2.46,741617,27560,44169,2820,2440
Qatar,Q-Tel,427/01,9:35,-72,-16,4.89,1.08,9.04,13.8,555979,3.3,0.21,1.54,954977,24068,2892,287,332
Japan,NTT Docomo,440/10,9:35,-61,-12,3.85,3.58,1.72,9.1,528170,3.17,1.23,10.07,894377,31896,11088,3098,241
Japan,Soft Bank (Vodafone KK),440/20,9:35,-117,-10,3.43,1.57,11.58,18.4,487404,1.94,5.33,4.3,624196,22212,24024,4876,178
South Korea,LGT Telcom,450/06,9:35,-70,-12,0.79,3.39,3.47,3,459347,1.08,2.35,11.71,491041,37514,45939,3622,484
South Korea,SK Telecom,450/05,9:35,-70,-12,4.04,4.62,2.53,17.5,939974,4.94,4.66,10.47,800733,23929,4344,14,2592
Vietnam,Viettel,452/04,9:35,-83,-13,0.44,5.27,7.11,9.7,168407,3.74,2.64,7.64,427219,49419,41737,40,429
Vietnam,Vinaphone,452/02,9:35,-95,-15,2.24,2.87,9.92,18.6,473635,0.61,2.52,1.74,581296,23230,32012,2230,2989
Vietnam,Vietnam Mobile Telecom (VMS),452/01,9:35,-115,-8,2.27,4.21,3.72,14.4,768819,2.04,5.5,2.91,384560,4952,7525,3865,2865
Hongkong,CSL (C&W),454/00,9:35,-76,-7,2.55,5.31,11.53,2.7,483744,4.14,4.32,4.35,188687,30874,14413,3393,317
Hongkong,PCCW-HKT Telephone Limited,454/19,9:35,-67,-9,0.25,4.76,0.4,9.1,120689,2.77,4.44,5.22,420683,46203,46548,1462,873
Hongkong,China Mobile - Peoples,454/12,9:35,-70,-14,2.9,1.93,7.01,15.5,967840,4.71,0.41,1.5,737183,35904,38686,2129,132
Hongkong,H3G(HONG KONG),454/03,9:35,-79,-15,2.22,3.14,0.87,17.7,245846,1.37,0.22,2.58,658990,19076,19836,4334,407
Macao,Hutchison 3,455/03,9:35,-84,-7,4.48,5.06,2.75,13.4,173564,4.24,0.26,10.73,830405,27618,47757,2712,537
Macao,CTM,455/01,9:35,-120,-6,5.06,2.09,10.35,7.3,951793,4.91,3.06,9.75,323873,28248,35057,2800,367
CAMBODIA,CamGSM Mobitel,456/01,9:35,-76,-16,0.7,1.87,7.34,14.7,770741,1.96,4.18,3.15,886422,31409,44090,526,2189
CAMBODIA,Viettel,456/08,9:35,-115,-15,2.94,1.26,7.9,15.4,655673,3.47,1.5,6.13,643853,36735,43580,558,373
CAMBODIA,Latelz Co. Ltd,456/06,9:35,-76,-15,4.94,1.01,2.7,6.1,645441,3.1,1.36,0.43,736061,35220,9533,928,69
China,China Mobile,460/00,9:35,-73,-8,0.17,4.78,10.68,11.9,587876,3.19,4.83,1.3,428754,11441,48329,366,1194
China,China Mobile,460/07,9:35,-70,-10,4.2,5.44,9.48,4.3,319415,2.14,1.59,7.87,461944,25781,21739,241,1705
China,China Mobile,460/02,9:35,-116,-8,3.5,2.5,8.32,10.3,220617,1.7,0.56,5.96,283656,39679,34039,2465,786
China,China Unicom,460/01,9:35,-111,-13,5.05,1.07,8.32,15.6,686259,0.27,1.82,7.39,800715,19855,22057,4064,2503
Taiwan,Taiwan Mobile (ex TCC),466/97,9:35,-70,-11,2.79,5.06,10.89,13.9,515654,2.52,2.51,1.69,876216,32797,12028,3577,2683
Taiwan,Chunghwa Telecom,466/92,9:35,-81,-8,3.71,2.47,4.97,11.4,504929,1.66,2.48,5.94,838100,23620,12787,2455,1683
Taiwan,Fareastone,466/01,9:35,-71,-10,3.17,0.11,2.63,16.2,889558,1.36,0.73,0.22,756074,3033,42771,1609,2206
Malaysia,Maxis,502/12,9:35,-100,-14,0.57,3.3,6.54,18.1,373448,0.9,0.51,11.98,751425,37802,3636,4968,784
Malaysia,Celcom,502/19,9:35,-105,-6,4.79,2.3,6.73,6.1,237868,4.03,1.57,8.61,969524,34319,43059,3829,1516
Malaysia,U Mobile Sdn Bhd,502/18,9:35,-86,-7,4.91,4.96,1.36,4.5,614855,2.45,1.3,8.1,657257,10847,39660,2963,2688
Malaysia,DiGi  Telecommunication,502/16,9:35,-81,-15,3.74,4.22,11.11,3,868311,1.65,3.91,4.62,620316,26420,32843,3912,44
Australia,Optus,505/02,9:35,-109,-9,0.73,0.18,2.33,7.3,215461,0.3,2.95,8.05,981306,35739,15280,3804,207
Australia,Telstra,505/01,9:35,-119,-8,2.77,2.61,9.85,19.2,847310,0.74,1.7,6.74,111118,36456,14060,4087,1300
Indonesia,Telkomsel,510/10,9:35,-65,-10,1.29,4.22,9.13,4.8,631633,0.1,4.57,4.95,698523,49139,43132,3983,2429
Indonesia,Hutchison,510/89,9:35,-106,-13,0.79,3.74,11.45,12.9,256947,2.78,1.7,0.15,606425,27421,16866,4987,1838
Indonesia,Excelcom Indo,510/11,9:35,-105,-9,1.58,3.49,3.97,18.9,363564,5.39,2.59,0.21,188465,27991,37103,1263,94
Philippines,Globetel,515/02,9:35,-85,-13,3.25,2.36,4.99,14.5,502959,0.52,2.26,8.96,739734,38251,17138,1318,2293
Philippines,Digitel (Sun Cellular),515/05,9:35,-90,-6,0.92,5.38,10.08,14.1,385733,1.81,2.06,1.78,161488,8320,2783,1814,2673
Thailand,Advanced Wireless Network Company Ltd.,520/03,9:35,-89,-6,1.88,1.87,9.36,6.8,829057,3.28,5.2,1.13,404745,42945,48537,2992,2031
Thailand,True Move  HSPA,520/00,9:35,-107,-15,3.39,3.25,10.08,7.2,565364,4.03,1.74,5.33,209022,29781,26084,4664,2276
Thailand,Total Access (DTAC),520/05,9:35,-117,-16,4.79,1.02,8.68,5.2,694234,4.34,1.54,5.98,728303,25679,1581,3587,2342
Singapore,Starhub,525/05,9:35,-61,-12,3.22,2.86,9.31,18.5,108652,2.08,2.73,7.53,594981,16935,23895,1875,81
Singapore,Mobile One,525/03,9:35,-90,-7,2.26,1.2,11.84,12.1,617078,3.99,3.16,10.26,989460,12112,32906,3242,2995
Brunei,B-Mobile,528/02,9:35,-93,-12,4.36,1.14,5.85,9.2,306229,4.9,0.32,4.29,351489,48519,47030,1678,2860
Brunei,DST,528/11,9:35,-102,-8,4.82,3.38,10.56,19.3,173048,0.33,5.09,1.44,256669,10265,22323,598,2334
New Zealand,Telecom New Zealand,530/05,9:35,-83,-9,5.05,4.52,11.44,2.1,785545,5.23,2.06,8.26,313205,34032,10957,4909,1223
New Zealand,Vodafone(NEW ZEALAND),530/01,9:35,-90,-13,0.24,1.24,11.92,3.5,435162,4.44,4.59,10.49,513968,22798,47223,4442,233
New Zealand,Two Degrees (NZ Communications),530/24,9:35,-63,-12,2.57,5.17,3.72,16.9,897518,3.95,3.41,0.97,876135,26925,22803,521,2108
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,9:35,-63,-15,1.67,4.71,10.64,6.3,552806,5.03,2.65,9.05,437927,25359,38849,1761,1818
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,9:40,-113,-12,1.54,0.19,10.84,3.1,809374,2.33,5.14,6.59,356796,4405,37323,1547,1548
Netherlands,T-mobile (ex Ben),204/16,9:40,-114,-15,4.16,2.57,11.42,4.5,635274,3.26,3.09,5.72,357182,23670,29778,1577,792
Netherlands,KPN (iBasis),204/08,9:40,-111,-6,2.86,2.7,5.41,3,178963,2.83,4.96,7,926511,17304,8805,1406,2577
Belgium,Belgacom Mobile,206/01,9:40,-103,-14,1.67,4.82,7.54,8.9,930729,1.38,1.45,7.92,816792,6775,21037,3768,674
France,Bouygues,208/20,9:40,-69,-16,5.2,2.59,4.1,10.8,293969,2.36,0.88,4.07,383610,4682,1470,2359,1325
France,Free Mobile,208/15,9:40,-68,-16,0.94,2.84,9.43,17.3,478853,5.09,1.42,6.02,478184,35125,21860,4566,885
France,SFR (Cegetel),208/10,9:40,-79,-12,0.98,4.16,2.07,9.6,940658,2.41,4.33,5.73,559808,1198,36705,995,1574
Andorra,Mobiland/STA,213/03,9:40,-99,-6,3.81,0.15,9.87,15.8,891786,3.3,5.13,4.84,707788,3435,4041,886,2731
Spain,Telefonica Moviles(SPAIN),214/07,9:40,-60,-15,1.03,4.69,10.82,11,517893,3.02,3.66,0.41,575303,32177,30200,612,636
Spain,Vodafone (AirTel),214/01,9:40,-76,-8,1.41,3.58,2.89,16.8,207860,2.9,2.98,4.59,430757,4872,39765,1719,2109
Italy,TIM (Telecom Italia),222/01,9:40,-110,-16,3.07,5.43,0.76,15.5,656730,1.45,4.81,4.74,506800,31268,3791,1079,1038
Italy,H3G(ITALY),222/99,9:40,-120,-10,1.96,3.26,3.16,14.7,858794,1.16,3.42,4.35,353070,48584,13649,219,1516
Italy,Vodafone Omnitel,222/10,9:40,-118,-13,1.02,3.9,3.38,4.9,240763,1.81,0.62,5.17,393401,5474,44700,3846,2896
Switzerland,Swisscom,228/01,9:40,-77,-8,4.44,1.7,6.7,15.9,668403,5.44,0.06,10.69,943354,12547,29935,1175,1479
Switzerland,Sunrise DiAx,228/02,9:40,-119,-11,0.18,0.14,0.4,4.1,474830,4.7,3.22,6.16,540283,16405,36187,2707,2477
United Kingdom,Everything Everywhere,234/30,9:40,-90,-12,0.58,0.94,3.41,10.5,737841,2.88,4.48,1.23,966674,23449,22699,2331,2067
United Kingdom,Telefonica O2 (CellNet),234/10,9:40,-109,-16,0.77,3.5,1.08,3.2,151704,1.21,0.54,9.45,709721,9819,19512,4781,1809
United Kingdom,Jersey Telecom (JT-Wave),234/50,9:40,-93,-16,3.09,2.86,9.16,8.4,601887,1.77,3.47,5.75,236271,17402,40258,546,2714
United Kingdom,Everything Everywhere (ex-Orange),234/33,9:40,-104,-10,2.2,4.89,0.87,10.5,226908,1.4,5.42,7.35,152349,34599,38102,4442,600
Sweden,Tele2 - Comviq,240/07,9:40,-117,-14,0.05,1.98,9.31,9.9,691712,2.44,1.14,10.92,506184,41087,19535,4258,1996
Sweden,"Telenor (Vodafone,Europolitn)",240/08,9:40,-112,-13,1.31,2.57,10.49,19.5,271704,1.95,2.31,10.83,224302,31040,3666,1170,1462
Norway,NetCom TeliaSonera,242/02,9:40,-75,-12,4.07,1.09,4.36,13.2,672163,4.84,1.15,3.05,392091,18800,48169,2229,1146
Estonia,EMT,248/01,9:40,-61,-8,4.7,0.69,11.8,10.4,695566,2.06,4.53,0.62,276465,43587,43961,3161,2234
Russia,Vimpelcom Beeline (KB Impuls),250/99,9:40,-82,-8,4.65,3.24,9.91,2.9,839885,0.48,1.59,10.77,372492,48507,4695,4554,848
Poland,P4 Play,260/06,9:40,-70,-9,2.79,3.61,10.1,12.7,814786,0.98,0.39,5.08,608781,28537,28064,378,1060
Germany,E-Plus,262/03,9:40,-103,-14,3.12,4.81,5.88,2.6,857749,4.92,4.16,10.39,633393,23689,45214,355,2042
Germany,Telekom Deutschland (T-Mobile),262/01,9:40,-89,-11,1.3,2.32,1,18.3,752399,3.11,1.31,0.36,551821,12991,26580,1902,2334
Germany,Telefonica O2/viag,262/07,9:40,-78,-16,3.24,2.51,10.27,0.5,532613,0.46,5.45,8.8,645767,28477,1553,35,806
Portugal,TMN,268/06,9:40,-77,-6,1.19,4.12,6.83,7.4,219382,5.39,3.67,6.46,872735,4632,40131,797,1677
Turkey,AVEA (IS-TIM Aria),286/03,9:40,-61,-6,2.33,1.07,7.23,15.5,752949,2.05,1.7,6.13,506389,37491,31413,437,2230
MACEDONIA,T-Mobile (Mobimak),294/01,9:40,-87,-6,5.1,4.16,8.05,11.6,473663,1.95,2.51,3.58,963287,4247,38867,520,2140
Canada,Rogers Wireless,302/61,9:40,-113,-14,1.32,3.96,4.64,19.7,680851,1.78,0.57,1.99,455495,1531,43382,1701,2699
