Countries,States,Time,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (KB),Data UL Throughput (KB)
Orange,California,2/1,-98,-13,4,0.12,9.97,5.6,188149,3.14,3.85,8.38,591593,42635,31907,1625
Placer,California,2/1,-73,-10,0.71,3.63,7.54,15.7,982448,4.46,0.65,2.36,224260,34749,1901,4152
Plumas,California,2/1,-96,-7,4.69,4.48,2.17,9.9,981328,0.05,0.57,11.85,223656,16324,4252,221
Riverside,California,2/1,-106,-12,5.45,2.3,3.94,7.7,847775,3.08,2.24,10.92,248327,5096,43225,4394
Sacramento,California,2/1,-116,-11,5.21,0.27,6.38,4.7,119050,4.8,5.46,1.5,323283,13207,40864,3355
San Benito,California,2/1,-82,-16,2.57,1.88,11.9,13.3,395370,3.56,2.8,1.99,120056,36942,31990,717
San Bernardino,California,2/1,-85,-8,1.4,1.72,11.99,20,560793,4.4,2.37,8.95,358090,19567,22167,1119
San Diego,California,2/1,-64,-10,1.86,3.22,2.27,7.8,490097,0.05,3.53,6.75,201884,1584,9773,1795
"San Francisco, City and of",California,2/1,-112,-14,5.05,4.88,7.38,19,274401,0.2,4.62,6.05,950929,14140,37752,478
San Joaquin,California,2/1,-110,-16,4.69,0.17,4.69,12.8,205369,1.24,3.83,2.42,517296,39774,8315,4000
San Luis Obispo,California,2/1,-103,-9,4.91,2.82,3.47,15.1,569968,4.82,0.32,8.57,166648,10648,25348,1810
San Mateo,California,2/1,-86,-12,4.14,0.2,5.75,16.8,675155,4.91,4.93,7.45,144968,12024,43523,1415
Santa Barbara,California,2/1,-63,-7,2.91,0.75,6.68,16.1,484678,4.49,1.56,4.43,960236,45009,19550,1918
Santa Clara,California,2/1,-80,-15,1.41,3.57,7.33,16.6,713712,1.06,1.21,4.59,644165,36699,17339,3791
Santa Cruz,California,2/1,-115,-12,0.88,1.5,6.79,16.1,843728,2.66,2.54,1.52,572906,14869,41048,3452
Shasta,California,2/1,-96,-8,4.79,5.3,1.96,19.2,815091,2.82,0.28,0.62,318638,18887,48723,2945
Sierra,California,2/1,-81,-11,1.91,0.49,9.55,5.3,386880,4.15,4.78,2.37,957882,2670,47330,4030
Siskiyou,California,2/1,-120,-8,5.41,1.99,11.85,18.9,377770,3.03,4.66,5.87,985126,27551,35615,2186
Solano,California,2/1,-114,-7,2.49,3.01,11.28,11.5,186494,5.47,1.88,5.18,516670,25455,46318,2860
Sonoma,California,2/1,-105,-11,1.34,1.18,3.63,2.1,684145,4.6,5.26,7.53,743265,8947,4339,4735
Stanislaus,California,2/1,-113,-7,2.43,0.36,10.5,2.7,609909,3.59,3.74,3.63,801924,19689,33181,599
Sutter,California,2/1,-64,-9,3.11,1.24,3.4,12.4,277429,4.94,0.76,4.99,205295,34354,43801,426
Tehama,California,2/1,-104,-13,1.53,4.01,0.57,19.8,323835,1.43,1.35,8.47,278225,11713,19956,4137
Trinity,California,2/1,-78,-12,1.35,2.36,9.51,9.1,124358,5.15,2.67,0.37,652423,39085,34986,1953
Tulare,California,2/1,-94,-13,3.46,0.81,4.79,1.2,323975,0.61,5.42,1.86,578354,13426,35444,779
Tuolumne,California,2/1,-86,-6,1.68,1.25,0.92,5.2,531741,3.77,2.1,8.12,972328,44810,43301,2844
Ventura,California,2/1,-98,-10,1.8,0.78,2.82,1.6,439751,0.08,0.05,10.17,226035,3955,49328,3045
Yolo,California,2/1,-96,-8,3.71,5.4,2.43,7.4,953824,1.88,4,5.46,265239,15966,6865,2404
Yuba,California,2/1,-76,-14,3.16,0.66,2.17,11.1,242498,0.46,3.84,4.98,393686,5620,11536,4110
Adams,Colorado,2/1,-92,-13,4.46,2.6,7.19,8.3,799575,3.8,5.13,9.6,749252,2284,27217,3865
Alamosa,Colorado,2/1,-72,-13,4.15,0.97,10.02,13.1,477002,3.17,5.08,4.97,683071,43357,10973,3354
Arapahoe,Colorado,2/1,-60,-9,3.52,1.35,5.84,1.1,185786,2.65,4.8,0.24,512883,24975,39302,2872
Archuleta,Colorado,2/1,-88,-11,1.98,0.71,8.54,7.2,264832,1.97,2.69,6.2,628153,25344,8168,2229
Baca,Colorado,2/1,-115,-11,0.24,2.3,0.57,11,560531,3.54,2.68,4.01,947542,28473,26012,3083
Bent,Colorado,2/1,-82,-12,2.63,5.08,0.18,10.3,789174,1.4,4.76,4.77,210056,29710,29205,869
Boulder,Colorado,2/1,-76,-14,4.47,4.08,5.18,19.3,656696,3.19,2.38,11.6,117319,49455,25788,4698
"Broomfield, City and of",Colorado,2/1,-95,-16,2.67,5.04,5.95,1.6,615654,1.73,2.41,4.6,149243,35665,23985,1143
Chaffee,Colorado,2/1,-60,-10,3.16,0.9,0.6,12.2,333419,4,3.52,10.61,680451,28977,4865,1890
Cheyenne,Colorado,2/1,-77,-12,4.7,4.48,4.9,10,402705,3.67,5.04,5.52,579157,31612,29971,281
Clear Creek,Colorado,2/1,-74,-11,4.17,0.91,7.23,15.8,740530,3.37,2.26,6.2,496282,31569,29495,2376
Conejos,Colorado,2/1,-71,-9,2.14,3.61,0.62,8,253970,2.74,4.83,7.28,730963,32883,3812,4448
Costilla,Colorado,2/1,-106,-6,2.51,0.38,10.76,5.1,887731,1.89,1.54,10.76,205989,20913,38869,3203
Crowley,Colorado,2/1,-89,-8,1.49,1.44,2.69,11,511919,1.64,4.45,3.67,248869,25071,15203,2100
Custer,Colorado,2/1,-61,-7,2.49,2.16,3.08,3.2,442958,3.46,4.85,9.81,574189,49380,47531,2687
Delta,Colorado,2/1,-99,-14,2.57,1.28,7.51,1.1,167166,0.38,2.06,10.49,924997,33680,37616,582
"Denver, City and of",Colorado,2/1,-108,-10,4.58,1.16,7.22,17.6,878281,4.32,2.88,10,522022,47627,44746,2323
Dolores,Colorado,2/1,-61,-6,4.88,0.71,6.47,6.5,549878,4.54,0.26,5.68,371980,25488,23958,1338
Douglas,Colorado,2/1,-113,-6,1.84,0.44,5.23,10.9,255169,0.22,3.64,11.81,215148,6918,36840,3246
Eagle,Colorado,2/1,-68,-6,0.72,1.58,7.5,0.8,643727,1.95,1.89,2.19,651236,42303,3362,4759
Elbert,Colorado,2/1,-117,-15,4.79,2.64,5.17,15.6,914994,0.89,0.57,2.33,177869,1449,13304,2605
El Paso,Colorado,2/1,-95,-10,5.31,2.14,0.43,5.5,536745,0.94,3.22,1.12,877191,49315,14463,4109
Fremont,Colorado,2/1,-116,-14,4.6,2.91,7.13,5.6,562985,3.57,3.29,2.14,431561,25166,12930,4484
Garfield,Colorado,2/1,-104,-12,3.67,2.79,8.31,2.1,967653,5.47,4.52,7.89,657504,17247,3394,4241
Gilpin,Colorado,2/1,-118,-12,0.59,2.48,2.99,4.3,953764,0.21,2.55,10.24,690970,42528,7833,2777
Grand,Colorado,2/1,-107,-10,1.76,4.43,0.24,14.7,575447,1.13,4.17,11.27,734066,23248,29341,4274
Gunnison,Colorado,2/1,-71,-15,4.56,4.76,8.06,14.6,366834,2.34,2.94,4.6,657328,31677,27771,518
Hinsdale,Colorado,2/1,-106,-10,0.65,4.79,11.49,3.1,882049,2.36,2.64,8.71,133179,45705,18894,216
Huerfano,Colorado,2/1,-119,-11,2.94,0.89,2.09,8.6,808225,4.75,0.7,9.48,122538,27826,4379,4611
Jackson,Colorado,2/1,-72,-12,3.43,3.5,1.86,9.7,621264,5.1,4.42,0.82,898630,17944,41386,4703
Jefferson,Colorado,2/1,-87,-12,1.03,2.86,8.93,9.7,944081,4.87,3.2,9.5,501967,27339,24117,2130
Kiowa,Colorado,2/1,-91,-13,1.96,4.87,1.94,18.4,893291,4.48,1.7,6.66,612091,21614,41073,1694
Kit Carson,Colorado,2/1,-86,-13,2.94,1.93,5.97,17.3,617779,3.78,1.76,3.99,644513,1537,37827,3945
Lake,Colorado,2/1,-71,-7,2.47,2.32,7.41,11.1,564912,3.11,1.85,0.13,385076,16505,30693,2192
La Plata,Colorado,2/1,-74,-11,3.09,2.36,1.2,6.5,729742,1.86,3.89,7.15,245981,46426,32957,4750
Larimer,Colorado,2/1,-97,-12,4.32,5.45,0.46,5,407492,0.32,0.67,10.26,831195,11029,32612,1878
Las Animas,Colorado,2/1,-72,-7,4.39,2.43,0.45,17.2,846586,3.6,1.6,7.98,923499,29915,16646,2647
Lincoln,Colorado,2/1,-64,-14,4.84,4.32,5.32,15.7,816291,2.03,2.52,9.01,653488,28627,12155,992
Logan,Colorado,2/1,-104,-6,0.86,0.65,9.49,17.7,518552,5.5,0.63,6.91,990928,11534,39429,4769
Mesa,Colorado,2/1,-80,-13,5.46,0.64,1.12,10.4,750455,4.05,5.02,1.47,495637,16778,20609,4998
Mineral,Colorado,2/1,-118,-7,1.36,5.17,5.25,16.5,888683,2.7,4.94,2.63,835114,12180,17013,995
Moffat,Colorado,2/1,-60,-13,5.36,1.68,8.57,16.9,614901,2.53,2.18,10.87,329413,35991,11185,662
Montezuma,Colorado,2/1,-120,-14,3.67,5.48,2.05,16.1,866072,0.31,0.17,4.08,524859,7777,18211,3062
Montrose,Colorado,2/1,-94,-16,2.17,0.23,0.6,11.7,558706,2.06,1.93,5.92,282452,23302,10420,3157
Morgan,Colorado,2/1,-104,-6,3.61,3.13,0.79,9.9,147396,4.14,1.43,8.23,559984,19657,4670,4386
Otero,Colorado,2/1,-71,-10,5.34,3.25,8.74,18.3,583225,5.03,1.01,1.58,945516,13012,47865,1649
Ouray,Colorado,2/1,-95,-7,1.28,2.24,10.86,14,655210,0.23,4.21,5.4,366201,24031,29365,3792
Park,Colorado,2/1,-76,-8,4.7,0.3,1.2,1.5,502130,1.73,3.1,9.01,306878,17388,14338,4411
Phillips,Colorado,2/1,-81,-9,2.23,1.05,6.76,15.5,850845,5.42,0.56,3.07,903929,34526,4611,2364
Pitkin,Colorado,2/1,-120,-6,5.1,4.21,5.2,19.3,247790,4.7,3.23,11.53,265517,3043,33848,3159
Prowers,Colorado,2/1,-66,-14,4.02,5.03,2.39,4,282163,5.03,4.17,2.46,249487,30426,41467,1363
Pueblo,Colorado,2/1,-114,-11,3.4,4.63,3.01,9.7,137980,0.05,1.97,0.32,615009,28965,11882,2587
Rio Blanco,Colorado,2/1,-73,-8,1.07,0.29,5.96,17.9,961767,5.12,3.89,6.98,623336,8352,12118,4991
Rio Grande,Colorado,2/1,-112,-7,4.39,2.53,10.89,9.1,986540,2.16,1.37,9.6,353267,46426,17854,751
Routt,Colorado,2/1,-117,-11,4.49,0.65,0.9,0.7,551573,1.07,4.48,5.6,348860,42329,33378,4001
Saguache,Colorado,2/1,-95,-7,3.87,3.81,9.28,2,426990,4.25,2.53,0.71,752765,15681,22016,4859
San Juan,Colorado,2/1,-64,-12,2.89,5.09,0.64,16.2,821577,1.69,2.11,11.77,345269,7916,20749,2530
San Miguel,Colorado,2/1,-74,-13,0.05,0.71,5.03,8.2,721271,1.72,4.36,2.51,951410,26266,16844,2728
Sedgwick,Colorado,2/1,-118,-9,1.51,1.6,3.96,10.9,600832,4.51,1.11,3.22,244717,35454,18964,3266
Summit,Colorado,2/1,-98,-9,5.14,3.97,7.39,16.8,617604,1.51,2.32,2.81,956257,21664,43828,3117
Teller,Colorado,2/1,-92,-9,4.67,1.95,5.04,3.2,836208,2.1,3.48,0.51,874255,33385,6827,1673
Washington,Colorado,2/1,-74,-16,1.46,4.67,10.56,15.3,478456,2.48,0.16,4.04,689361,14256,39493,2533
Weld,Colorado,2/1,-107,-9,2.4,5.44,3.69,19.7,937009,2.62,5.25,7.31,477699,43655,2567,730
Yuma,Colorado,2/1,-80,-14,3.38,1.92,10.85,11.9,742561,4.19,0.72,2.13,901657,6503,11343,3287
Fairfield,Connecticut,2/1,-93,-16,2.41,1.35,8.43,17.3,379239,2.77,0.16,4.02,543931,35255,38022,803
Hartford,Connecticut,2/1,-67,-16,1.61,3.68,3.04,3.9,360805,1.99,4.76,1.59,153929,40869,5549,549
Litchfield,Connecticut,2/1,-99,-10,5.08,1.06,10.32,9.1,966695,0.11,4.26,0.4,976727,43112,6388,3833
Middlesex,Connecticut,2/1,-82,-13,2.95,2.73,8.42,1.6,113332,3.35,0.22,6.56,725587,6159,16166,1921
New Haven,Connecticut,2/1,-76,-8,3.62,3.89,3.27,3.2,249318,5.04,4.94,5.84,251157,9349,25233,1678
New London,Connecticut,2/1,-103,-12,3.15,0.52,3.7,12.6,657991,3.28,3.76,5.54,211925,6511,30822,3850
Tolland,Connecticut,2/1,-110,-10,3.64,4.02,2.3,2,478533,3.18,3.91,9.47,144671,43666,42551,516
Windham,Connecticut,2/1,-86,-7,1.83,3.71,7.57,1.8,219367,3.11,1.92,2.83,974720,25328,15494,1318
Kent,Delaware,2/1,-88,-12,0.18,3.86,3.98,4.7,848149,0.34,3.56,7.68,561617,2170,32693,2326
New Castle,Delaware,2/1,-89,-13,3.17,4.18,8,9.8,944786,4.77,0.13,0.65,630403,36537,33998,2097
Sussex,Delaware,2/1,-84,-14,3.87,2.7,0.1,5.6,504315,1.16,2.87,1.3,114328,2795,17428,1627
District of Columbia,District of Columbia,2/1,-73,-13,1.05,3.35,6.1,18.7,736747,2.97,2.86,10.47,391410,46514,31366,322
Alachua,Florida,2/1,-81,-12,4.02,1.68,6.79,9.5,180380,4.63,3.31,1.07,408670,32112,8322,1462
Baker,Florida,2/1,-116,-11,0.41,5.42,2.93,2,191896,1.98,1.31,8.87,557915,14720,16398,3856
Bay,Florida,2/1,-70,-10,2.74,3.18,2,5.4,213126,2.18,4.03,9.81,263067,21451,5576,3752
Bradford,Florida,2/1,-117,-10,1.09,5.04,10.81,5.3,107217,0.22,3.3,5.91,751693,39023,19852,1717
Brevard,Florida,2/1,-72,-7,2.15,3.89,4.47,19.1,921838,1.95,1.33,5.3,280104,28433,18798,1268
Broward,Florida,2/1,-64,-7,2.31,5.23,8.08,2.5,919791,1.46,4.15,7.44,731397,6450,22425,391
Calhoun,Florida,2/1,-108,-15,4.32,4.28,0.67,5,470043,4.82,5.02,10,531700,18604,26615,1163
Charlotte,Florida,2/1,-103,-16,4.84,4.89,6.77,10,697110,4.59,3.95,4.54,819720,39817,43149,787
Citrus,Florida,2/1,-74,-15,4.84,5.03,7.81,19.2,778244,2.42,0.05,7.25,776956,21526,44113,4625
Clay,Florida,2/1,-81,-6,5.1,1.38,7.03,10.5,449718,3.32,4.92,6.34,966544,44944,44257,2147
Collier,Florida,2/1,-61,-6,0.69,0.76,1.84,9.9,730622,3.85,1.58,12,281409,15888,26466,3877
Columbia,Florida,2/1,-96,-9,3.55,1.74,2.19,16.6,758436,3.59,5.41,5.35,820826,46864,10831,2095
DeSoto,Florida,2/1,-119,-7,1.59,2.71,2.52,5.4,670883,3.95,0.28,11.14,780077,34566,32469,281
Dixie,Florida,2/1,-95,-15,4.53,0.15,0.96,8.7,595432,3.07,4,11.91,459964,22573,32243,3652
Duval,Florida,2/1,-102,-15,1.47,3.16,10.28,12.1,418325,0.11,4.23,9.91,888481,19007,39154,388
Escambia,Florida,2/1,-63,-14,1.23,2.34,3.24,16.5,997744,0.31,2.42,5.49,818354,18034,29266,2830
Flagler,Florida,2/1,-60,-11,2.31,1.85,3.3,8.5,823759,4.92,2.97,9.34,382225,27609,33525,2790
Franklin,Florida,2/1,-92,-13,1.05,2.85,0.45,2.1,730956,3.5,1.1,7.93,742543,33414,33314,2306
Gadsden,Florida,2/1,-111,-10,3.82,2.28,4.37,8.1,740940,4.31,4.45,2.67,719796,20403,15814,3566
Gilchrist,Florida,2/1,-105,-7,1.89,1.04,3.7,3.1,426582,0.42,1.65,7.32,213265,8363,10687,1176
Glades,Florida,2/1,-106,-7,0.85,4.49,3.5,8.5,316618,0.62,0.16,3.68,592448,41441,48975,3268
Gulf,Florida,2/1,-94,-16,2.83,2.73,1.21,13.9,655196,3.13,2.56,9.68,543755,29558,34146,4245
Hamilton,Florida,2/1,-65,-13,1.66,2.1,10.91,17.4,495214,3.7,4.19,7.95,183107,49063,7374,4344
Hardee,Florida,2/1,-86,-11,1,1.57,4.86,4.8,388292,0.56,3.79,4.27,752692,6881,38947,3912
Hendry,Florida,2/1,-94,-7,3.57,2.6,4.48,1.9,303096,0.45,1.58,3.48,281055,46754,19049,356
Hernando,Florida,2/1,-118,-10,0.13,4.03,5.51,4.8,437395,2.2,3.11,4.78,533331,3271,44954,3838
Highlands,Florida,2/1,-82,-15,4.4,3.2,5.59,19.4,599315,4.28,4.02,0.39,123187,37804,6437,679
Hillsborough,Florida,2/1,-107,-14,1.76,3.78,9.76,12,435182,5.02,1.63,0.49,714102,1527,32980,2663
Holmes,Florida,2/1,-81,-13,0.83,0.23,8.42,10.1,366649,0.25,3.94,11.41,526444,43791,31870,231
Indian River,Florida,2/1,-116,-9,2.04,4.43,11.81,12.3,376007,4.3,5.24,4.21,485664,47601,36834,651
Jackson,Florida,2/1,-119,-9,0.51,4.33,1.22,4.6,968713,4.13,5.21,3.83,461257,15435,12863,1468
Jefferson,Florida,2/1,-86,-9,3.9,0.45,6.18,8.7,136526,1.6,3.63,2.01,341956,9773,6523,4148
Lafayette,Florida,2/1,-95,-8,3.54,4.36,11.97,15.7,449927,4.19,1.74,6.25,403982,45691,49331,2189
Lake,Florida,2/1,-104,-16,3.89,2.91,10.11,20,343080,0.11,4.32,5.87,374321,29236,45969,977
Lee,Florida,2/1,-67,-12,1.01,3.39,2.57,18.6,462677,1.34,4.46,4.3,146244,19672,48533,162
Leon,Florida,2/1,-112,-14,0.54,2.18,8.57,11,761386,5.28,1.92,3.16,455782,25526,1485,3164
Levy,Florida,2/1,-89,-7,0.82,1.36,9.86,8.8,588085,3.46,1.48,2.83,389607,22193,16567,4211
Liberty,Florida,2/1,-89,-7,0.51,3.26,11.93,4.2,819684,0.93,5.47,1.89,860626,17228,15303,1733
Madison,Florida,2/1,-118,-15,3.02,1.34,10.76,17.1,883236,0.52,1.63,9.1,503470,10388,12799,3636
Manatee,Florida,2/1,-113,-7,4.57,2.26,5.17,10.1,280070,2.71,1.66,2.31,959582,39123,11316,3791
Marion,Florida,2/1,-113,-11,0.28,0.32,11.46,13.3,447967,0.92,0.79,1.54,939338,10953,35663,872
Martin,Florida,2/1,-89,-8,0.31,4.72,5.7,16.9,994159,0.91,2.95,4.56,805167,17855,4121,3338
Miami-Dade,Florida,2/1,-77,-8,4.14,0.11,6.07,18.1,447027,1.84,1.82,1.07,480212,30416,11596,3253
Monroe,Florida,2/1,-72,-7,2.03,4.54,7.61,19.7,305750,0.85,4.99,2.62,964846,17700,48838,3052
Nassau,Florida,2/1,-67,-14,4.68,4.43,6.67,8.3,184181,2.58,2.57,7.13,278582,25835,15125,41
Okaloosa,Florida,2/1,-69,-8,3.67,4.63,4.26,8.6,138017,3.37,3.97,7.24,451460,29139,5247,4502
Okeechobee,Florida,2/1,-118,-14,5.08,2.12,0.73,1,311838,4.24,0.46,1.8,364047,34514,21899,1085
Orange,Florida,2/1,-109,-9,4.41,3.22,1.27,16.7,702996,2.29,3.45,0.97,187092,42381,33131,1115
Osceola,Florida,2/1,-63,-16,4.54,2.75,3.68,8.4,466230,0.51,4.25,4.81,813865,5787,25276,1757
Palm Beach,Florida,2/1,-87,-6,5.43,1.29,7.75,7.1,493798,0.13,0.68,11.37,758042,24113,48368,205
Pasco,Florida,2/1,-115,-15,1.84,4.78,8.28,15.7,984956,4.09,2.38,2.92,363217,36840,24559,3802
Pinellas,Florida,2/1,-74,-15,2.65,0.53,9.64,18.2,270615,3.14,3.82,11.2,209722,45019,1321,3049
Polk,Florida,2/1,-114,-9,0.68,0.45,8.12,14.8,784419,2.03,3.76,5.54,595646,13410,3187,4902
Putnam,Florida,2/1,-89,-14,0.53,2.21,8.56,1.5,824118,0.28,1.97,5.78,529276,28177,40686,4468
St. Johns,Florida,2/1,-118,-14,4.9,0.3,10.54,7.5,363840,5.05,1.34,4.58,483362,21550,41841,221
St. Lucie,Florida,2/1,-103,-15,1.65,1.03,0.94,12.2,422007,0.17,0.55,11.67,343069,8315,39481,3236
Santa Rosa,Florida,2/1,-91,-11,2.63,4.14,11.57,19.1,176025,3.2,2.71,8.67,936757,15273,39012,3906
Sarasota,Florida,2/1,-80,-6,1.61,3.38,10.93,13.1,787589,3.88,3.06,3.4,316568,13994,27217,568
Seminole,Florida,2/1,-75,-13,4.64,1.21,0.25,19.4,869502,3.42,4.4,1.49,153949,46479,44107,4137
Sumter,Florida,2/1,-95,-7,4.5,2.37,2.03,10.6,562299,3.93,0.36,7.79,547766,43318,17837,3427
Suwannee,Florida,2/1,-100,-14,3.99,4.82,10.38,11.8,183189,3.78,4.68,0.85,700402,3107,37044,3890
Taylor,Florida,2/1,-104,-6,4.88,1.73,3.19,10.3,546623,3,0.07,2.44,290722,33150,34472,258
Union,Florida,2/1,-64,-10,3.28,2.35,5.68,11.8,587908,1.86,1.17,6.58,362951,49780,41534,1361
Volusia,Florida,2/1,-63,-16,0.29,4.44,3.65,11.1,805632,1.71,0.12,8.34,961684,9795,33646,1523
Wakulla,Florida,2/1,-72,-14,5.39,2.89,6.08,1.3,953865,1.56,2.25,11.22,250745,4410,27259,2431
Walton,Florida,2/1,-61,-15,3.69,0.52,8.23,17.4,272753,3.57,1.71,1.2,196006,9576,37434,3355
Washington,Florida,2/1,-99,-12,1.57,2.54,4.92,1.3,838536,3.45,0.81,9.6,438361,6533,41222,725
Appling,Georgia,2/1,-96,-13,2.68,2.69,3.09,11.6,569527,4.54,5.28,7.36,699436,26651,30116,3676
Atkinson,Georgia,2/1,-112,-10,4.38,1.59,6.09,20,584211,3.08,3.15,9.87,837415,24694,6122,3478
Bacon,Georgia,2/1,-97,-15,2.91,3.46,0.88,18.1,869142,0.56,0.06,8.33,113443,18060,15050,3619
Baker,Georgia,2/1,-69,-10,0.64,4.3,4.46,17.9,466770,4.73,1.61,2.32,903790,28910,29766,1027
Baldwin,Georgia,2/1,-94,-8,2.71,1.59,10.8,17.4,307663,0.87,4.06,9.46,632904,16743,29615,2426
Banks,Georgia,2/1,-77,-15,3.95,1.59,11.43,0.8,335164,3.44,2.33,2.77,505455,39973,20994,4951
Barrow,Georgia,2/1,-99,-10,5.25,4.93,5.2,10.2,315961,4.48,4.98,5.81,939467,49712,15213,730
Bartow,Georgia,2/1,-65,-16,5.36,3.33,6.82,9.5,793304,2.81,2.29,7.6,465655,16763,32303,1280
Ben Hill,Georgia,2/1,-82,-12,1.08,0.78,11.35,3.3,611044,0.24,5.37,8.5,126303,3494,45972,2283
Berrien,Georgia,2/1,-89,-11,3.46,0.25,3.41,8.9,925941,2.97,2.74,8.25,617773,34168,22463,3526
Bibb,Georgia,2/1,-63,-10,0.37,4,4.76,16.3,418721,0.21,2.68,1.67,562235,20722,42594,3353
Bleckley,Georgia,2/1,-63,-8,0.68,4,4.03,5.8,732779,0.56,2.24,0.29,727231,10070,44956,4551
Brantley,Georgia,2/1,-120,-6,0.1,3.23,9.23,4.2,133415,4.4,0.47,4.23,266384,24488,48460,2347
Brooks,Georgia,2/1,-79,-12,0.69,2.33,8.54,19.5,275692,0.58,2.61,4.75,995186,12966,43761,2327
Bryan,Georgia,2/1,-100,-11,2.6,2.83,3.28,3,784668,4.12,0.85,3.81,483594,29223,49337,4075
Bulloch,Georgia,2/1,-69,-10,0.55,5.22,6.28,16.8,712167,1.26,2.54,10.68,128732,48872,16531,659
Burke,Georgia,2/1,-85,-8,0.33,2.3,5.82,12.9,201999,0.12,4.57,0.43,749366,16132,49931,2394
Butts,Georgia,2/1,-88,-13,1.9,4.71,2.16,11.3,859356,2.66,2.38,1.37,585349,47699,10820,2802
Calhoun,Georgia,2/1,-83,-6,0.85,2.97,8.93,18.9,871350,0.91,2.86,8.18,230605,4355,15582,2118
Camden,Georgia,2/1,-109,-16,0.79,5.31,9.3,16.9,548406,2.86,1.71,10.78,903391,19670,7268,389
Candler,Georgia,2/1,-108,-15,0.39,3.95,3.5,10.6,498995,2.86,4.29,0.73,351206,49480,1899,3716
Carroll,Georgia,2/1,-60,-14,3.21,4.83,4.65,6.5,970097,1.56,3.51,9.74,847684,15447,17832,2835
Catoosa,Georgia,2/1,-86,-8,4.15,4.38,6.17,11.8,222449,5.27,4.43,3.24,993509,14639,9062,4248
Charlton,Georgia,2/1,-115,-16,0.43,1.03,9.87,2.3,567387,3.05,3.59,1.27,650263,23833,16978,1239
Chatham,Georgia,2/1,-84,-12,3.68,3.23,0.93,17.2,246610,0.53,3.86,3.35,416097,22703,15179,4471
Chattahoochee,Georgia,2/1,-79,-14,3.95,0.22,7.17,6.5,283590,0.31,3.45,10.81,937739,28742,30445,3152
Chattooga,Georgia,2/1,-88,-15,0.78,5.01,1.04,10.7,421269,0.97,1.24,8,386325,14170,9599,2424
Cherokee,Georgia,2/1,-88,-12,5.4,4.26,11.87,7.1,617291,5.1,0.79,5.79,702091,7579,6795,3581
Clarke,Georgia,2/1,-109,-6,4.07,4.1,0.51,15.7,911164,3.61,3.64,1.45,541163,10277,39259,1232
Clay,Georgia,2/1,-111,-10,0.86,1.21,8.19,9.2,991574,0.68,5.34,10.46,101338,48299,12187,59
Clayton,Georgia,2/1,-113,-13,3.17,4.96,8.53,6.9,470364,2.9,1.26,2.94,878032,29718,12223,2293
Clinch,Georgia,2/1,-98,-14,2.07,4.4,0.77,4,101737,2.66,1.25,1.06,699870,8110,4364,614
Cobb,Georgia,2/1,-75,-15,1.49,1.22,11.92,3.1,175120,3.03,0.11,4.3,236038,20205,3210,663
Coffee,Georgia,2/1,-81,-10,3.67,1.09,2.57,3.7,677119,1.72,3.26,3.21,589305,36814,11092,4684
Colquitt,Georgia,2/1,-108,-8,5.15,5.4,9.67,1.8,493778,2.7,2.01,0.85,591978,5072,11472,1369
Columbia,Georgia,2/1,-114,-8,0.86,5.4,2.89,13.7,398918,1.67,1.41,1.08,278358,1285,1869,4033
Cook,Georgia,2/1,-120,-15,2.56,4.89,6.41,7.7,122485,2.8,2.05,2.02,501005,47867,10532,3663
Coweta,Georgia,2/1,-108,-6,0.36,0.13,1.89,13.3,935753,0.64,2.6,7.97,403535,16235,47955,4200
Crawford,Georgia,2/1,-119,-14,2.23,5.03,11.5,1.7,834951,2.31,3.68,11.77,103096,26509,37397,456
Crisp,Georgia,2/1,-118,-14,0.63,4.73,1.18,12.8,731586,3.53,1.08,0.49,255081,2933,37676,317
Dade,Georgia,2/1,-61,-11,4.61,3.93,9.6,12.8,529155,4.04,2.89,11.88,895861,46023,10905,1102
Dawson,Georgia,2/1,-74,-16,1.19,3.08,3.43,17.8,469642,1.39,2.82,8.8,297144,37313,15646,911
Decatur,Georgia,2/1,-100,-11,4.21,3.59,9.53,12.1,622441,0.74,4.05,5.44,743198,5208,35320,474
DeKalb,Georgia,2/1,-102,-7,2.39,1.86,1,0.9,389569,5.13,4.53,4.85,423143,36707,44036,660
Dodge,Georgia,2/1,-96,-14,4.46,1.61,7.8,17.8,631941,2.62,3.45,8.53,873232,47305,32839,875
Dooly,Georgia,2/1,-71,-13,3.23,3.94,2.15,15.1,661360,2.35,2.26,3.2,597895,19924,14492,2606
Dougherty,Georgia,2/1,-109,-9,4.67,3.46,8.58,12.2,125530,4.23,4.28,8.23,944921,38035,1324,4626
Douglas,Georgia,2/1,-84,-14,5.09,2.89,11.07,15.5,343401,2.92,0.88,6.14,964155,31655,38379,505
Early,Georgia,2/1,-110,-14,0.73,0.18,4.18,17.6,807222,3.58,3.16,6.3,115788,40349,12569,1237
Echols,Georgia,2/1,-118,-7,0.54,0.77,2.36,1.6,821813,5.37,5.42,10.99,546062,6449,43948,4098
