Countries,States,Time,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (KB),Data UL Throughput (KB)
Kings,California,9:00,-74.47,-7.27,1.62,0.87,0.29,3.85,337324,0.14,0.1,0.04,8772364,1163,43515,811
Lake,California,9:00,-68.8,-7.86,1.8,1.6,0.27,5,365859,0.6,0.06,0.04,3590448,2221,49475,104
Lassen,California,9:00,-73.87,-7.31,0.6,1.33,0.13,2.02,962361,0.27,0.05,0.03,7208382,6809,69907,605
Los Angeles,California,9:00,-72.94,-7.98,1.45,0.72,0.31,4.68,820530,0.38,0.06,0.05,8654810,1354,46820,823
Madera,California,9:00,-60.95,-6.9,1.41,0.77,0.36,4.85,646274,0.47,0.07,0.01,3191633,7181,37827,457
Marin,California,9:00,-62.92,-7.89,1.68,1.73,0.46,2.68,237377,0.53,0.09,0.08,4042104,9876,34900,546
Mariposa,California,9:00,-74.01,-6.71,1.58,1.75,0.21,2.73,496082,0.32,0.01,0.05,3070405,4345,59209,801
Mendocino,California,9:00,-73.58,-7.76,0.95,1.05,0.34,4.6,956580,0.13,0.07,0.04,8282512,7266,43293,887
Merced,California,9:00,-70.94,-7.21,1.28,0.68,0.34,4.96,419892,0.58,0.1,0.1,3109552,2470,79758,309
Modoc,California,9:00,-64.96,-6.78,0.79,0.8,0.47,3.89,699750,0.17,0.01,0.07,6442919,5977,29507,581
Mono,California,9:00,-60.23,-6.2,1.68,1.67,0.26,2.2,445899,0.17,0.01,0.02,6647944,8125,12541,587
Monterey,California,9:00,-65.94,-7.99,0.67,1.92,0.22,2.68,475642,0.38,0.07,0.03,7717207,2924,73401,777
Napa,California,9:00,-75.69,-7.78,0.9,0.64,0.13,3.63,951092,0.53,0.07,0.07,8175640,9048,58358,660
Nevada,California,9:00,-74.5,-6.82,1.82,1.4,0.33,2.96,626212,0.33,0.04,0.01,8808408,3074,60144,555
Orange,California,9:00,-64.87,-6.76,0.97,1.61,0.31,4.92,475275,0.38,0.09,0.09,3464930,2968,44359,624
Placer,California,9:00,-61.67,-6.67,1.25,1.48,0.37,4.97,797112,0.11,0.08,0.04,5775580,6107,10989,428
Plumas,California,9:00,-69.67,-7.38,0.84,1.94,0.43,2.47,158623,0.31,0.08,0.01,3987965,1535,28839,134
Riverside,California,9:00,-69.04,-7.27,1.49,0.81,0.45,2.46,230244,0.28,0.1,0.01,7756556,7689,21439,542
Sacramento,California,9:00,-64.44,-7.87,1.51,1.24,0.25,2.15,108367,0.51,0.01,0.01,8585174,3259,10150,578
San Benito,California,9:00,-64.38,-6.17,1.11,1.97,0.27,4.94,725494,0.42,0.08,0.02,7065239,3971,23049,645
San Bernardino,California,9:00,-64.49,-6.35,0.97,1.63,0.5,2.49,714776,0.56,0.04,0.1,7429478,4726,61431,894
San Diego,California,9:00,-73.86,-7,1.59,0.63,0.21,4.8,975980,0.25,0.01,0.08,5842464,6532,54607,418
San Francisco,California,9:00,-65.22,-6.76,1.86,2,0.19,4.15,964415,0.51,0.07,0.08,5544594,7168,51961,718
San Joaquin,California,9:00,-74.89,-7.92,0.7,0.83,0.26,2.9,904759,0.48,0.04,0.05,4961555,1888,36088,350
San Luis Obispo,California,9:00,-63.94,-6.35,1.27,1.86,0.38,3.26,911762,0.28,0.07,0.02,3791631,2007,51723,445
San Mateo,California,9:00,-66.06,-6.32,1.04,1.45,0.39,4.33,701915,0.55,0.05,0.07,3118887,5962,43326,722
Santa Barbara,California,9:00,-68.06,-6.79,2,1.3,0.29,3.25,447401,0.34,0.07,0.08,8024626,6399,56948,630
Santa Clara,California,9:00,-64.89,-7.23,0.8,1.85,0.3,4.82,392417,0.33,0.06,0.04,6428793,7701,65353,891
Santa Cruz,California,9:00,-69.29,-7.63,1.14,0.64,0.32,3.67,519962,0.28,0.08,0.09,5870886,4472,60074,630
Shasta,California,9:00,-60.5,-6.77,0.62,1.63,0.39,2.69,442556,0.29,0.07,0.05,8667247,1405,66520,128
Sierra,California,9:00,-67.37,-6.05,1.27,1.97,0.26,2.85,326786,0.35,0.01,0.02,5075968,2372,46457,523
Siskiyou,California,9:00,-62.14,-6.35,1.39,1.48,0.42,2.8,841560,0.44,0.09,0.07,6351709,6887,36587,727
Solano,California,9:00,-65.68,-7.49,1.72,1.32,0.4,2.19,299247,0.33,0.09,0.08,4424665,7293,43162,207
Sonoma,California,9:00,-68.71,-6.66,0.89,1.59,0.16,2.7,272037,0.2,0.1,0.01,6883702,4119,76415,395
Stanislaus,California,9:00,-69.74,-6.64,1.18,1.57,0.17,4.21,947267,0.16,0.08,0.02,4714231,7075,16093,501
Sutter,California,9:00,-66.24,-6.43,1.05,1.65,0.29,2.91,236717,0.19,0.07,0.06,5131578,8643,41941,620
Tehama,California,9:00,-75.32,-7.15,0.98,1.55,0.4,3.44,762576,0.53,0.02,0.08,4614065,7942,22529,841
Trinity,California,9:00,-73.3,-7.83,0.62,1.95,0.45,3.42,685439,0.58,0.06,0.07,8139295,1835,14414,765
Tulare,California,9:00,-68.95,-6.87,1.65,1.79,0.39,2.36,350395,0.29,0.1,0.04,6606501,5592,57439,411
Tuolumne,California,9:00,-71.74,-6.5,1.83,0.95,0.15,3.36,944721,0.14,0.04,0.02,3661495,7989,45408,796
Ventura,California,9:00,-70.8,-6.46,0.83,1.91,0.23,4.67,378701,0.19,0.04,0.09,6475409,1713,49244,424
Yolo,California,9:00,-67.57,-6.03,0.76,1.12,0.13,4.59,338712,0.23,0.05,0.02,7961477,1998,11415,147
Yuba,California,9:00,-73.89,-7.65,0.89,0.75,0.29,2.27,742920,0.28,0.03,0.04,6949223,9867,79059,505
Adams,Colorado,9:00,-73.85,-6.44,1.19,1.88,0.25,4.39,720279,0.35,0.02,0.09,3722957,3558,8927,859
Alamosa,Colorado,9:00,-65.07,-7.3,1.69,0.83,0.49,2.96,735955,0.34,0.04,0.06,3362222,6535,4368,861
Arapahoe,Colorado,9:00,-74.99,-7.81,1.76,1.4,0.34,4.39,325228,0.21,0.1,0.04,5171721,6990,62887,700
Archuleta,Colorado,9:00,-70.75,-6.75,1.78,0.67,0.45,3.36,678201,0.17,0.02,0.07,8134324,4737,54105,255
Baca,Colorado,9:00,-60.86,-7.91,0.9,1.99,0.37,4.58,624138,0.19,0.07,0.06,8834450,3628,10711,811
Bent,Colorado,9:00,-66.04,-7.37,0.76,0.81,0.28,3.76,235523,0.23,0.05,0.06,4716454,4363,13801,805
Boulder,Colorado,9:00,-69.72,-7.16,1.26,1.58,0.16,3.76,415803,0.51,0.05,0.09,6689223,4253,18898,727
Broomfield,Colorado,9:00,-67.48,-6.88,1.09,1.18,0.21,3.5,366604,0.12,0.1,0.05,5670120,5019,21451,383
Chaffee,Colorado,9:00,-74.7,-6.28,0.6,1.55,0.11,3.25,495012,0.34,0.02,0.03,8263740,7228,36703,266
Cheyenne,Colorado,9:00,-63,-7.82,1.24,1.49,0.42,3.67,524136,0.49,0.02,0.01,4925971,3449,66597,433
Clear Creek,Colorado,9:00,-71.65,-7.12,0.6,1.6,0.19,3.02,234261,0.38,0.01,0.07,8215170,6813,68256,279
Conejos,Colorado,9:00,-65.34,-6.05,1.53,1.8,0.32,3.42,673855,0.23,0.05,0.07,3823268,4255,11604,124
Costilla,Colorado,9:00,-74.69,-6.08,0.94,1.62,0.3,3.84,486270,0.4,0.02,0.1,5656073,7190,32180,861
Crowley,Colorado,9:00,-65.92,-7.49,1.77,0.64,0.24,4.93,949990,0.37,0.01,0.08,5615145,5288,58127,566
Custer,Colorado,9:00,-69.4,-6.4,0.68,1.87,0.48,4.94,681323,0.58,0.1,0.03,4777190,2928,56973,652
Delta,Colorado,9:00,-65.64,-6.3,0.8,0.83,0.2,3.56,891039,0.46,0.04,0.03,6615105,7814,73714,750
Denver,Colorado,9:00,-63.04,-7.88,0.98,0.76,0.35,4.86,702346,0.37,0.02,0.07,3773255,7597,42152,702
Dolores,Colorado,9:00,-68.01,-7.98,1.18,1.62,0.13,4.69,293722,0.42,0.02,0.01,7780555,8892,72598,263
Douglas,Colorado,9:00,-75.06,-6.14,1.37,1.65,0.42,3.52,936320,0.46,0.04,0.06,7587093,4102,76860,189
Eagle,Colorado,9:00,-69.48,-7.78,0.73,1.23,0.25,3.95,101932,0.59,0.09,0.08,5271092,9273,61247,350
Elbert,Colorado,9:00,-66.96,-7.04,1.24,1.18,0.27,2.85,269520,0.22,0.09,0.1,8543015,5221,78078,447
El Paso,Colorado,9:00,-62.64,-7.04,0.96,1.49,0.14,4.88,244390,0.32,0.05,0.02,4578369,3638,77785,177
Fremont,Colorado,9:00,-70.91,-6.75,0.65,1.65,0.17,2.03,863394,0.22,0.01,0.08,3655102,6021,58539,652
Garfield,Colorado,9:00,-61.13,-7.99,1.96,1.67,0.24,2.82,769188,0.57,0.03,0.04,7920953,9741,3239,126
Gilpin,Colorado,9:00,-62.33,-7.16,1.08,0.6,0.3,4.65,131209,0.46,0.06,0.03,7721473,4437,43244,887
Grand,Colorado,9:00,-60.09,-7.63,1.58,1.63,0.18,2.67,788886,0.46,0.07,0.02,4818553,5138,42705,260
Gunnison,Colorado,9:00,-73.51,-6.84,1.69,0.87,0.38,3.68,986945,0.48,0.07,0.08,4262168,7719,31350,768
Hinsdale,Colorado,9:00,-69.37,-7.46,1.4,1.89,0.15,2.48,500455,0.46,0.07,0.07,6390380,7565,69461,227
Huerfano,Colorado,9:00,-61.34,-6.82,0.92,0.75,0.27,3.4,822322,0.27,0.07,0.07,8217764,2206,12971,562
Jackson,Colorado,9:00,-66.17,-7.33,0.99,1.93,0.15,4.75,104065,0.37,0.01,0.1,3049199,9315,61535,409
Jefferson,Colorado,9:00,-73.54,-7.81,1.01,1.61,0.46,2.31,320464,0.59,0.07,0.04,5600930,1777,38092,870
Kiowa,Colorado,9:00,-61.91,-6.34,1.74,1.53,0.43,3.92,734748,0.55,0.08,0.1,5900272,7756,2597,485
Kit Carson,Colorado,9:00,-73.68,-6.01,1.98,1.45,0.33,3.09,446775,0.44,0.01,0.1,8511247,1430,71621,860
Lake,Colorado,9:00,-74.42,-7.04,1.35,1.56,0.4,3.76,185880,0.46,0.05,0.03,7310625,8927,24805,621
La Plata,Colorado,9:00,-75.65,-7.47,1.24,1.71,0.35,4.26,240480,0.21,0.03,0.05,8347689,8866,16793,537
Larimer,Colorado,9:00,-65.84,-7.21,1.31,1.67,0.11,2.37,587035,0.48,0.05,0.04,3411589,4232,26252,399
Las Animas,Colorado,9:00,-62.19,-7.92,0.98,0.74,0.38,4.74,161579,0.58,0.03,0.07,3663256,1441,78550,459
Lincoln,Colorado,9:00,-64.41,-6.08,1.19,1.94,0.26,2.59,133434,0.59,0.09,0.02,8510176,2625,49698,750
Logan,Colorado,9:00,-69.68,-6.07,0.91,0.87,0.45,4.82,587129,0.37,0.08,0.08,7067690,2469,3120,826
Mesa,Colorado,9:00,-63.85,-6.1,0.7,0.76,0.28,3.46,571298,0.18,0.08,0.07,6933920,6290,38763,893
Mineral,Colorado,9:00,-63.45,-7.6,1.54,1.4,0.33,4.93,456738,0.56,0.02,0.07,3392983,5672,40483,621
Moffat,Colorado,9:00,-63.87,-7.45,1.69,0.89,0.48,2.7,278060,0.38,0.1,0.05,5128802,9272,4392,623
Montezuma,Colorado,9:00,-70.54,-7.83,0.62,1.33,0.27,2.03,849552,0.26,0.05,0.01,5148423,8759,48217,713
Montrose,Colorado,9:00,-60.62,-6.13,0.95,1.58,0.32,3.7,588830,0.17,0.1,0.03,8197990,3321,31869,759
Morgan,Colorado,9:00,-60.78,-7.95,1.54,1.1,0.29,4.5,444703,0.27,0.09,0.04,3213291,1924,34918,335
Otero,Colorado,9:00,-65.07,-6.5,1.58,0.69,0.35,3.46,705139,0.14,0.07,0.1,5006252,4209,62256,836
Ouray,Colorado,9:00,-68.47,-7.47,0.87,1.83,0.14,4.4,271838,0.52,0.04,0.07,6239191,1561,11095,254
Park,Colorado,9:00,-68.63,-7.26,1.24,1.52,0.29,4.77,488700,0.37,0.08,0.09,7426646,3596,38279,691
Phillips,Colorado,9:00,-68.42,-7.96,2,1.56,0.41,3.24,123931,0.12,0.07,0.04,6425472,3861,30374,702
Pitkin,Colorado,9:00,-63.37,-7.1,1.84,1.53,0.26,3.66,949809,0.43,0.07,0.08,8367182,2773,16230,167
Prowers,Colorado,9:00,-71.7,-6.18,0.96,0.63,0.33,3.31,485043,0.16,0.07,0.09,5784824,1258,44495,157
Pueblo,Colorado,9:00,-71.87,-6.3,1.75,1.67,0.4,2.94,906679,0.48,0.1,0.04,5786394,9372,23783,822
Rio Blanco,Colorado,9:00,-66.62,-6.84,1.51,2,0.41,4.36,236052,0.46,0.1,0.03,4511695,1117,76064,186
Rio Grande,Colorado,9:00,-68.82,-6.19,0.63,0.71,0.23,3.64,866391,0.48,0.1,0.09,5484315,2118,42180,423
Routt,Colorado,9:00,-70.03,-6.09,0.8,0.84,0.31,2.29,256460,0.14,0.04,0.01,6717033,5125,31727,793
Saguache,Colorado,9:00,-72.5,-7.18,1.78,1.94,0.11,2.65,171272,0.12,0.05,0.03,6489985,6990,75379,898
San Juan,Colorado,9:00,-75.31,-7.21,1.67,1.15,0.22,3.31,903263,0.44,0.04,0.08,4369311,9559,15325,228
San Miguel,Colorado,9:00,-71.83,-6.91,1.11,0.67,0.33,2.84,763312,0.27,0.01,0.1,6986978,2219,28378,598
Sedgwick,Colorado,9:00,-73.11,-6.07,1.29,1.12,0.39,2.81,234629,0.25,0.04,0.09,6569802,8087,42613,681
Summit,Colorado,9:00,-75.31,-7.94,1.65,1.71,0.12,2.69,831298,0.15,0.04,0.01,6687931,6182,65566,163
Teller,Colorado,9:00,-61.84,-7.84,1.58,0.81,0.1,4.9,421269,0.4,0.04,0.06,6564887,3173,48370,729
Washington,Colorado,9:00,-71.62,-6.72,0.69,0.82,0.15,3.02,340187,0.52,0.03,0.06,6840448,5201,35520,695
Weld,Colorado,9:00,-61.52,-6.14,1.33,0.63,0.24,2.87,868628,0.52,0.1,0.09,3945744,4938,3812,817
Yuma,Colorado,9:00,-75.77,-7.74,1.11,1.26,0.44,3.17,164733,0.45,0.07,0.02,4262720,5892,51337,698
Fairfield,Connecticut,9:00,-74.16,-7.67,1.72,1.85,0.13,2.86,592247,0.11,0.06,0.09,3191905,6457,52743,456
Hartford,Connecticut,9:00,-71.67,-7.62,1.72,1.29,0.34,3.86,971789,0.38,0.09,0.04,8588426,6714,39744,427
Litchfield,Connecticut,9:00,-71.51,-7.7,1.44,0.91,0.34,4.48,344223,0.59,0.03,0.01,7583899,3758,19763,268
Middlesex,Connecticut,9:00,-72.88,-7.16,0.66,1.98,0.2,3.48,903802,0.57,0.04,0.03,5817322,3493,29535,699
New Haven,Connecticut,9:00,-68.76,-6.98,1.61,0.69,0.11,3.82,651284,0.43,0.05,0.08,6275988,6697,29856,851
New London,Connecticut,9:00,-72.79,-6.03,0.69,2,0.17,4.96,608818,0.37,0.01,0.03,6696967,6509,44252,610
Tolland,Connecticut,9:00,-71.54,-7.15,1.55,0.64,0.43,3.51,398561,0.52,0.01,0.02,4692803,4451,29898,712
Windham,Connecticut,9:00,-63.94,-7.46,1.91,0.85,0.17,3.54,683266,0.41,0.04,0.09,3292689,9420,37176,203
Kent,Delaware,9:00,-74.09,-7.48,1.14,1.96,0.17,2.95,107217,0.17,0.08,0.07,5195566,6916,67560,785
New Castle,Delaware,9:00,-64.34,-7.28,1.16,1.19,0.37,3.78,227872,0.12,0.02,0.1,7160241,7740,41580,282
Sussex,Delaware,9:00,-70.23,-7.13,1.82,0.86,0.37,3.81,453226,0.38,0.05,0.03,6846681,4828,48861,705
District,Columbia,9:00,-60.93,-7.06,1.83,1.84,0.2,3.42,247021,0.2,0.01,0.07,7848691,2057,16789,554
Alachua,Florida,9:00,-60.58,-6.16,0.76,1.41,0.45,4.11,431951,0.35,0.05,0.07,3405556,9223,66504,460
Baker,Florida,9:00,-72.84,-6.62,0.7,1.81,0.36,4.74,210211,0.32,0.01,0.06,5033655,4113,22875,384
Bay,Florida,9:00,-67.2,-7.18,1.92,1.19,0.13,4.01,509738,0.42,0.07,0.03,7924282,8786,38086,374
Bradford,Florida,9:00,-69.13,-6.97,1.11,1.37,0.49,2.57,545539,0.55,0.01,0.1,3259590,2299,3395,495
Brevard,Florida,9:00,-64.92,-7.91,1.37,1.31,0.19,2.96,531067,0.47,0.05,0.02,7151569,3702,77807,714
Broward,Florida,9:00,-64.67,-7.66,1.16,1.26,0.4,3.54,875354,0.45,0.07,0.04,5013618,4045,78983,382
Calhoun,Florida,9:00,-67.78,-6.75,1.27,0.7,0.39,3.37,355355,0.6,0.06,0.09,8456310,8901,25947,336
Charlotte,Florida,9:00,-66.46,-7.13,1.45,1.6,0.19,2.33,433433,0.14,0.05,0.06,3662852,4467,28896,805
Citrus,Florida,9:00,-70.13,-6.85,1.18,1.28,0.32,4.94,534498,0.57,0.1,0.05,4693577,8243,26285,184
Clay,Florida,9:00,-69.2,-6.83,0.85,1.33,0.1,3.21,171850,0.57,0.08,0.09,5425876,2966,36645,139
Collier,Florida,9:00,-70.14,-7.74,1.63,1.77,0.27,2.69,316190,0.16,0.01,0.02,3276970,7206,78079,726
Columbia,Florida,9:00,-66.02,-6.29,0.91,1.82,0.49,2.8,879092,0.51,0.03,0.02,4288083,6334,41437,576
DeSoto,Florida,9:00,-63.28,-8,1.57,0.98,0.13,4.49,405061,0.5,0.03,0.02,3134055,7787,17969,360
Dixie,Florida,9:00,-62.1,-7.07,1.29,0.66,0.5,4.68,813107,0.4,0.1,0.09,4019390,2347,62363,298
Duval,Florida,9:00,-69.08,-7.51,1.87,0.66,0.11,3.26,490089,0.44,0.06,0.06,4490202,3564,58944,233
Escambia,Florida,9:00,-62.7,-6.6,1.08,1.25,0.3,4.1,798322,0.45,0.08,0.1,7667974,2962,34605,891
Flagler,Florida,9:00,-60.63,-6.52,1.63,1.82,0.19,2.06,337631,0.23,0.06,0.08,8554859,7076,7755,375
Franklin,Florida,9:00,-65.76,-6.48,1.63,1.34,0.46,2.26,986233,0.42,0.03,0.05,3627525,5391,37110,360
Gadsden,Florida,9:00,-73.21,-6,1.44,1.9,0.16,4.89,432214,0.26,0.05,0.03,6136952,1763,15669,808
Gilchrist,Florida,9:00,-69.84,-6.21,1.68,1.6,0.18,2.51,307113,0.14,0.09,0.05,3877976,7656,29792,135
Glades,Florida,9:00,-63.71,-6.87,1.02,1.62,0.41,4.64,781555,0.35,0.05,0.05,6606487,8592,48371,856
Gulf,Florida,9:00,-71.37,-7.37,0.77,1.98,0.13,4.49,524402,0.6,0.06,0.05,4451714,3582,79311,836
Hamilton,Florida,9:00,-73.95,-6.38,1.5,1.3,0.18,3.89,962852,0.27,0.03,0.01,8485930,3834,69459,809
Hardee,Florida,9:00,-70.66,-6.65,1.87,0.77,0.14,4.04,631901,0.16,0.02,0.09,4315680,9725,74440,127
Hendry,Florida,9:00,-72.86,-7.56,1.54,1.23,0.4,2.43,391882,0.49,0.07,0.08,7999437,4778,65382,877
Hernando,Florida,9:00,-61.9,-7.11,1.13,1.9,0.11,2.39,480244,0.4,0.05,0.04,6212238,3190,61223,349
Highlands,Florida,9:00,-63.08,-7.51,1.47,1.96,0.46,2.71,787567,0.3,0.08,0.04,5862403,4446,2321,727
Hillsborough,Florida,9:00,-71.05,-6.81,1.57,0.97,0.46,2.81,463750,0.38,0.03,0.01,6434197,6117,16453,509
Holmes,Florida,9:00,-64.59,-6.72,1.92,1.92,0.34,2.57,273959,0.44,0.08,0.01,3028082,7026,13715,169
Indian River,Florida,9:00,-71.42,-6.54,0.76,0.72,0.35,2.81,553022,0.41,0.09,0.03,8495616,9777,74928,885
Jackson,Florida,9:00,-69.86,-6.67,0.84,0.68,0.16,4.31,261292,0.35,0.02,0.07,3416873,8961,69123,244
Jefferson,Florida,9:00,-75.74,-7.12,1.78,0.63,0.22,2.22,438771,0.2,0.02,0.07,6929046,9724,12922,545
Lafayette,Florida,9:00,-74.14,-7.8,1.31,0.6,0.39,2.79,121168,0.54,0.03,0.05,6080385,6856,10231,284
Lake,Florida,9:00,-74.51,-6.08,1.67,0.77,0.48,4.6,967062,0.19,0.04,0.06,6842126,2686,21326,812
Lee,Florida,9:00,-60.84,-7.63,0.91,1.46,0.34,2.59,920889,0.34,0.04,0.04,3085281,2333,9981,289
Leon,Florida,9:00,-72.66,-7.87,1.93,0.65,0.26,4.11,396108,0.47,0.04,0.02,7099342,5827,67803,177
Levy,Florida,9:00,-65.96,-7.51,1.06,0.96,0.2,2.42,712993,0.49,0.01,0.03,7813148,6484,19161,317
Liberty,Florida,9:00,-67.21,-7.98,1.53,0.67,0.38,4.84,342172,0.29,0.09,0.07,3040348,6773,7106,618
Madison,Florida,9:00,-67.77,-7.64,1.52,1.25,0.35,2.31,635799,0.3,0.08,0.01,4700771,3577,69142,742
Manatee,Florida,9:00,-63.03,-7.85,0.92,1.24,0.38,3.57,815498,0.47,0.01,0.1,3881094,7538,14569,257
Marion,Florida,9:00,-75,-6.95,0.6,1.2,0.31,4.1,452623,0.33,0.06,0.02,6060213,1357,24931,310
Martin,Florida,9:00,-71.97,-7.69,1.41,1.61,0.19,4.95,316981,0.26,0.04,0.06,7864342,5002,59844,747
Miami-Dade,Florida,9:00,-66.37,-6.86,0.71,1.78,0.29,2.73,158313,0.39,0.1,0.07,7350804,4554,33189,446
Monroe,Florida,9:00,-63.27,-7.74,0.84,1.69,0.22,3.59,184874,0.1,0.08,0.03,6640372,5504,68475,464
Nassau,Florida,9:00,-75.5,-7.23,0.82,1.39,0.43,3.53,550884,0.26,0.04,0.03,3886282,6388,78114,812
Okaloosa,Florida,9:00,-62.46,-7.09,1.25,1.68,0.42,3.64,174825,0.53,0.1,0.1,8626445,4785,6071,754
Okeechobee,Florida,9:00,-75.81,-6.54,1.85,1.44,0.17,3.91,492492,0.5,0.1,0.1,4436185,2925,40292,832
Orange,Florida,9:00,-61.05,-6.75,1.78,1.24,0.35,4.62,375698,0.59,0.03,0.03,7027320,5179,50663,187
Osceola,Florida,9:00,-66.77,-6.91,0.75,1.58,0.3,2.36,745960,0.19,0.08,0.04,7015711,8751,36645,864
Palm Beach,Florida,9:00,-62.19,-6.77,0.8,0.61,0.11,4.43,535939,0.58,0.06,0.09,5477057,1752,9825,195
Pasco,Florida,9:00,-71.97,-6.53,1.87,1.55,0.2,2.81,222727,0.13,0.06,0.07,5160125,3482,33881,628
Pinellas,Florida,9:00,-72.23,-7.27,1.92,0.9,0.46,3.63,602153,0.31,0.03,0.1,5870444,9432,26137,135
Polk,Florida,9:00,-65.57,-7.62,1.33,0.95,0.29,2.33,685054,0.44,0.06,0.09,7736213,2064,77267,689
Putnam,Florida,9:00,-69.37,-6.3,1.41,1.92,0.14,2,633435,0.16,0.06,0.08,4465875,4280,75585,713
St. Johns,Florida,9:00,-63.96,-7.62,0.78,1.4,0.22,2.78,462712,0.21,0.02,0.04,4334830,1780,5527,108
St. Lucie,Florida,9:00,-73.97,-7.86,0.95,1.19,0.37,2,640051,0.59,0.02,0.07,7859070,5557,53881,421
Santa Rosa,Florida,9:00,-60.43,-7.96,0.71,0.84,0.29,4.22,329004,0.14,0.02,0.08,4332331,6758,34592,871
Sarasota,Florida,9:00,-67.88,-7.51,0.79,1.21,0.12,4.2,338927,0.31,0.05,0.01,3700277,9834,7553,516
Seminole,Florida,9:00,-62.73,-7.19,1.88,1.68,0.11,3.79,343134,0.48,0.05,0.07,7366890,1133,41889,265
Sumter,Florida,9:00,-66.16,-6.84,1.68,1.56,0.35,4.39,247428,0.13,0.01,0.02,5078446,3084,77120,527
Suwannee,Florida,9:00,-70.95,-6.07,1.39,1.96,0.23,2.3,141040,0.35,0.04,0.03,8442247,8848,51516,586
Taylor,Florida,9:00,-74.54,-6.29,1.44,1.3,0.39,2.21,890027,0.37,0.06,0.03,6959043,4657,40043,539
Union,Florida,9:00,-75.79,-7.97,1.72,1.84,0.47,4.67,704153,0.56,0.08,0.09,3448727,2185,55033,665
Volusia,Florida,9:00,-61.07,-6.6,1.81,2,0.29,2.94,619840,0.23,0.07,0.08,3377236,1595,59637,344
Wakulla,Florida,9:00,-62.09,-6.02,0.68,1.22,0.46,3.61,495076,0.59,0.01,0.08,6080084,8490,45380,505
Walton,Florida,9:00,-67.83,-7.93,0.96,1.72,0.48,2.38,130817,0.48,0.09,0.03,7181064,6143,12446,148
Washington,Florida,9:00,-61.72,-6.29,1.86,1.93,0.42,4.56,647386,0.2,0.02,0.02,7337156,1959,21612,672
Appling,Georgia,9:00,-62.43,-6.1,0.65,1.52,0.4,3.28,700966,0.12,0.04,0.05,6820575,8970,38869,819
Atkinson,Georgia,9:00,-60.91,-6.52,0.77,1.08,0.29,2.01,332138,0.12,0.1,0.06,6629910,9583,46481,276
Bacon,Georgia,9:00,-69.57,-6.11,1.42,1.8,0.39,3.56,228317,0.47,0.01,0.08,7411208,5506,71174,366
Baker,Georgia,9:00,-69.33,-6.2,1.59,1.5,0.49,4.25,344486,0.55,0.09,0.05,6005452,4736,28823,258
Baldwin,Georgia,9:00,-63.62,-7.02,1.01,1.54,0.38,2.93,831291,0.37,0.04,0.01,4588796,2021,74522,433
Banks,Georgia,9:00,-61.71,-7.04,0.63,1.92,0.21,4.66,708950,0.15,0.07,0.08,6354420,5923,42059,434
Barrow,Georgia,9:00,-61.34,-6.65,1.11,0.93,0.38,3.97,532502,0.19,0.02,0.03,5548797,8318,52791,516
Bartow,Georgia,9:00,-74.91,-7.85,1.27,1.91,0.12,2.91,904447,0.25,0.05,0.07,5223772,1650,72181,527
Ben Hill,Georgia,9:00,-73.46,-7.65,1.41,1.13,0.12,4.89,996907,0.54,0.03,0.01,4507365,5049,11257,797
Berrien,Georgia,9:00,-61.09,-6.27,1.25,1.4,0.27,2.77,689043,0.4,0.1,0.02,7440378,5019,43842,508
Bibb,Georgia,9:00,-66.49,-6.39,1.54,0.79,0.23,4.47,786111,0.5,0.08,0.06,8740105,6178,72460,679
Bleckley,Georgia,9:00,-65.64,-6.77,1.27,1.33,0.48,3.01,439934,0.56,0.05,0.1,4287212,9782,51721,180
Brantley,Georgia,9:00,-60.35,-7.59,1.56,1.06,0.29,3.5,860012,0.43,0.02,0.05,7069200,6303,48805,254
Brooks,Georgia,9:00,-66.05,-6.04,1.04,0.98,0.28,3.15,764433,0.59,0.04,0.08,7705466,5969,63020,303
Bryan,Georgia,9:00,-62.69,-6.7,0.72,0.6,0.17,4.03,916690,0.18,0.08,0.07,4562389,2933,4433,521
Bulloch,Georgia,9:00,-62.55,-7.92,0.83,1.43,0.49,4.26,844903,0.16,0.08,0.01,3880991,1412,26277,217
Burke,Georgia,9:00,-70.99,-7.38,1.47,1.48,0.32,3.13,509698,0.2,0.06,0.02,3624093,8032,60598,275
Butts,Georgia,9:00,-63.76,-6.49,1.59,1.8,0.34,4.79,868153,0.51,0.08,0.1,3958805,8770,63098,551
Calhoun,Georgia,9:00,-63.9,-6.32,1.87,1.26,0.26,4.24,605537,0.55,0.01,0.1,7094380,1489,14819,625
Camden,Georgia,9:00,-64.52,-7.41,1.82,1.25,0.29,3.45,322977,0.46,0.02,0.09,5631312,7597,49423,437
Candler,Georgia,9:00,-75.68,-6.82,1.28,1,0.49,3.24,779390,0.6,0.09,0.08,3806061,4731,57542,668
Carroll,Georgia,9:00,-73.06,-7.93,1.36,1.57,0.12,2.06,496145,0.44,0.1,0.05,7370375,3157,13170,847
Catoosa,Georgia,9:00,-61.84,-6.11,0.86,1.44,0.31,2.04,435972,0.25,0.04,0.07,4250575,1768,15219,885
