Counties,States,Time,Subscriber,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Stone County,Arkansas,2017-1-1-0-0,75446289,-73,-16,1.43,3.58,10.36,1.9,333636,3.73,3.6,6.76,106048,14072,5073,178
Union County,Arkansas,2017-1-1-0-0,42746707,-87,-9,4.33,0.72,4.69,5.9,937249,3.13,2.96,11.96,975708,21412,14597,4328
Van Buren County,Arkansas,2017-1-1-0-0,25518475,-89,-8,0.82,2.91,3.2,0.9,747485,4.56,5.5,11.43,796097,17861,10551,4250
Washington County,Arkansas,2017-1-1-0-0,97006621,-117,-6,0.69,5.01,11.96,6.9,755187,0.98,2.31,4.73,121618,20380,4855,4884
White County,Arkansas,2017-1-1-0-0,61275042,-72,-11,0.4,1.69,1.57,6,907385,2.5,3.8,11.85,122545,19953,23225,1224
Woodruff County,Arkansas,2017-1-1-0-0,57069308,-76,-12,2.9,0.35,4.92,3.9,985760,5.02,5.45,3.88,524377,38223,16557,3672
Yell County,Arkansas,2017-1-1-0-0,98940906,-112,-7,0.07,5.34,6.46,3.1,474483,5.44,0.24,9.41,861002,42245,27868,4001
Alameda County,California,2017-1-1-0-0,44881895,-75,-14,2.63,1.2,1.73,9.7,673401,5.05,2.27,6.28,357375,35848,29078,172
Alpine County,California,2017-1-1-0-0,52605862,-88,-12,3.07,0.05,8.68,15.4,666684,2.3,4.41,7.63,444631,17981,11743,1505
Amador County,California,2017-1-1-0-0,21082854,-64,-13,2.89,4.68,7.85,16.2,303062,2.62,2.69,2.1,173392,37175,14789,2861
Butte County,California,2017-1-1-0-0,60701562,-108,-11,0.73,4.01,5.01,11.7,462327,3.44,1.73,1.07,183661,35197,38845,819
Calaveras County,California,2017-1-1-0-0,57812012,-118,-11,3.78,2.51,1.49,6.6,801300,4.51,1.82,7.35,841849,30331,14344,2416
Colusa County,California,2017-1-1-0-0,13192179,-76,-13,2.63,0.42,2.52,19.7,574149,4.19,4.87,3.33,865171,32709,5477,3397
Contra Costa County,California,2017-1-1-0-0,21021318,-104,-10,0.27,1.28,9.05,1,446563,1.36,4.01,1.36,295865,20959,30528,2930
Del Norte County,California,2017-1-1-0-0,13516466,-118,-9,5.27,4.69,10.62,10,499583,4.58,3.88,2.24,103844,10949,39508,188
El Dorado County,California,2017-1-1-0-0,28251124,-69,-12,0.06,3.49,0.34,18.3,586667,2.92,0.38,11.01,678048,16312,30231,2275
Fresno County,California,2017-1-1-0-0,20102748,-96,-14,2.24,4.37,4.21,9.4,361992,0.44,0.98,8.41,756122,35979,23400,4557
Glenn County,California,2017-1-1-0-0,39627792,-110,-13,0.8,0.97,11.21,2.8,609638,0.07,3.97,3.55,303744,12450,31226,4785
Humboldt County,California,2017-1-1-0-0,48435054,-113,-8,3.49,2.28,7.52,19.9,689748,1.94,2.7,11.88,278297,25844,15723,3597
Imperial County,California,2017-1-1-0-0,11863950,-117,-8,2.38,2.63,7.44,14.6,785831,1.76,2.64,1.65,722536,4933,45684,1979
Inyo County,California,2017-1-1-0-0,13433623,-112,-9,5.36,1.89,9.04,7.5,652304,3.36,4.21,3.99,677662,25537,2191,3231
Kern County,California,2017-1-1-0-0,10918696,-89,-16,1.72,0.75,2.64,12.1,477649,5.35,1.57,2.95,994797,29789,43139,4150
Kings County,California,2017-1-1-0-0,57147744,-102,-11,3.53,1.96,4.24,3.6,738420,3.21,3.2,11.4,237950,8167,48776,2567
Lake County,California,2017-1-1-0-0,56088048,-93,-12,5.24,2.66,2.47,0.6,609810,3.01,2.87,2.25,356234,10362,34447,3935
Lassen County,California,2017-1-1-0-0,48923326,-109,-11,1.68,5.05,7.13,6.3,760786,1.22,3.91,10.18,184780,25292,1242,1422
Los Angeles County,California,2017-1-1-0-0,79008299,-110,-15,5.15,0.86,6.29,16.4,171026,2.98,4.02,2.65,609567,4789,13120,3994
Madera County,California,2017-1-1-0-0,35821502,-85,-12,2.07,1.13,11.04,19,323382,1.84,3.6,6.02,641119,8692,38565,1669
Marin County,California,2017-1-1-0-0,86797270,-85,-11,3.16,1.45,2.84,6.7,975223,1.46,4.14,9.42,676269,20832,28931,2389
Mariposa County,California,2017-1-1-0-0,92729053,-66,-8,1.67,0.17,3.2,12.6,572456,5.19,1.06,2.42,472468,12557,15019,3483
Mendocino County,California,2017-1-1-0-0,65072701,-103,-14,2.8,5.08,3.56,12.5,557217,2.77,4.51,10.42,279428,6834,10902,3682
Merced County,California,2017-1-1-0-0,5773998,-75,-6,0.9,2.64,2.32,19.7,416787,2.26,3.1,5.69,312893,48137,15043,3141
Modoc County,California,2017-1-1-0-0,89815203,-101,-7,4.32,2.26,4.91,17.7,600509,5.44,4.94,2.89,228344,11116,30892,72
Mono County,California,2017-1-1-0-0,77174880,-97,-7,2.31,4.77,8.82,3,385346,3.94,2.01,3.78,855193,7660,2570,1726
Monterey County,California,2017-1-1-0-0,14923806,-75,-8,3.65,5.28,8.1,16.7,302389,4.69,1.81,7.63,562122,23709,17562,3183
Napa County,California,2017-1-1-0-0,31340104,-115,-10,4.94,3.13,9.6,14.3,659788,3.89,3.2,9.21,957588,45935,9175,4033
Nevada County,California,2017-1-1-0-0,76316756,-101,-6,5.17,3.38,2.9,9.3,307175,0.44,5.2,9.94,667854,22400,41957,1268
Orange County,California,2017-1-1-0-0,61570181,-113,-11,3.03,3.59,9.77,19.8,300276,1.61,2.5,8.69,312882,44017,15454,2307
Placer County,California,2017-1-1-0-0,77989415,-86,-14,0.8,3.37,8.4,11.1,453036,0.88,0.33,1.46,666854,24678,19205,1996
Plumas County,California,2017-1-1-0-0,64786488,-89,-15,3.02,5.18,1.8,8.5,508051,2.16,3.92,9.37,302774,22582,1954,853
Riverside County,California,2017-1-1-0-0,51889266,-78,-8,5.26,0.72,10.52,6.5,256172,0.28,4.35,2.47,894184,48707,37778,4202
Sacramento County,California,2017-1-1-0-0,68966162,-114,-16,0.16,0.07,1.38,13.7,564065,3.56,2.6,6.96,763014,44061,8680,3974
San Benito County,California,2017-1-1-0-0,74978808,-63,-13,3.99,0.99,10.98,1,783098,4.69,1.58,8.26,805937,48458,1631,4595
San Bernardino County,California,2017-1-1-0-0,63624794,-77,-9,2.77,4.04,2.78,10.3,394004,2.9,3.78,2.18,968034,16625,2420,1041
San Diego County,California,2017-1-1-0-0,9054971,-75,-14,5.3,4.5,11.5,9.4,464158,3.18,4.42,11.2,562590,31734,49885,1172
"San Francisco, City and County of",California,2017-1-1-0-0,53302746,-77,-9,3.11,3.98,0.88,0.8,485759,0.25,3.29,5.15,460018,22962,27402,4158
San Joaquin County,California,2017-1-1-0-0,75342726,-68,-14,1.66,5.34,3.86,14.1,391781,0.65,1.09,4.41,952795,21050,14281,4810
San Luis Obispo County,California,2017-1-1-0-0,66591300,-60,-11,2.13,0.46,7.83,14.7,569436,1.89,2.24,9.91,235003,4179,24588,998
San Mateo County,California,2017-1-1-0-0,40584301,-83,-6,1.32,0.32,6.36,19.4,920960,5.48,2.35,9.38,512123,21227,32896,4980
Santa Barbara County,California,2017-1-1-0-0,10279076,-119,-10,3.23,0.28,6.98,16.8,372693,2.65,3.25,9.59,499259,41586,45592,1275
Santa Clara County,California,2017-1-1-0-0,79897156,-102,-6,3.47,2.49,8.4,4.7,540327,3.73,2.42,8.71,404453,46972,23622,4267
Santa Cruz County,California,2017-1-1-0-0,77494233,-89,-10,0.46,4.12,7.51,13.1,655421,4.43,4.2,4.62,284920,45236,45112,162
Shasta County,California,2017-1-1-0-0,42504150,-113,-6,0.41,1.11,5.64,12.6,366760,4.89,0.37,2.49,546456,14784,23662,1112
Sierra County,California,2017-1-1-0-0,87309034,-91,-7,4.54,3.81,2.19,5.4,938665,3.83,3.46,3.87,468533,17458,47084,2342
Siskiyou County,California,2017-1-1-0-0,43398613,-63,-12,1.85,0.16,4.98,13.8,304610,4.76,3.32,5.87,121676,26744,5001,175
Solano County,California,2017-1-1-0-0,62395444,-65,-13,4.5,1.27,6.9,12,978569,4.97,1.35,5.85,952264,39473,38497,670
Sonoma County,California,2017-1-1-0-0,58330018,-79,-16,0.55,1.14,5.1,2.3,657107,1.05,2.52,6.53,596089,5483,40229,747
Stanislaus County,California,2017-1-1-0-0,80267951,-98,-9,4.79,2.4,10.08,11.6,468132,3.92,1.9,7.54,429852,38398,17630,2818
Sutter County,California,2017-1-1-0-0,48537090,-111,-9,1.69,2.7,3.74,3.5,678248,1.82,2.02,10.73,197263,7004,24315,2087
Tehama County,California,2017-1-1-0-0,26569622,-96,-11,5.35,4.32,11.61,6.1,925254,4.01,4.99,0.62,843545,26941,47485,2650
Trinity County,California,2017-1-1-0-0,31680496,-102,-13,0.4,0.07,1.41,13.6,630449,3.68,3.61,2.21,996123,24956,40320,4794
Tulare County,California,2017-1-1-0-0,2968123,-114,-16,1.69,1.7,8.35,17.9,942638,3.82,4.45,1.44,939622,19526,5689,1175
Tuolumne County,California,2017-1-1-0-0,86089776,-107,-14,2.56,4.47,11,6,732528,0.36,3.21,3.81,314791,16192,47439,969
Ventura County,California,2017-1-1-0-0,51452556,-115,-6,3.55,4.9,6.9,15.8,821066,0.74,2.06,7.65,736523,37767,2752,3232
Yolo County,California,2017-1-1-0-0,94768315,-112,-9,2.43,0.34,11.02,9.3,179930,1.42,1.5,2.73,274869,38569,7567,4493
Yuba County,California,2017-1-1-0-0,72048939,-67,-14,1.23,5.44,8.23,2.8,987366,3.47,3.75,7.36,492392,29344,31133,3022
Adams County,Colorado,2017-1-1-0-0,45439874,-96,-12,2.84,1.97,0.22,11,839866,3.58,0.9,5.74,670901,30612,1660,2633
Alamosa County,Colorado,2017-1-1-0-0,3939145,-88,-7,4.24,0.79,6.09,4.4,348636,4.05,4.64,8.43,170143,46324,1712,2379
Arapahoe County,Colorado,2017-1-1-0-0,24068589,-70,-13,2.23,0.58,10.59,10.1,970144,4.23,4.52,5.36,689959,21690,1595,4951
Archuleta County,Colorado,2017-1-1-0-0,40818196,-77,-10,4.62,4.85,11.61,19.3,475365,4.08,3.65,4.98,731583,15395,26781,207
Baca County,Colorado,2017-1-1-0-0,96073210,-73,-7,4.75,4.62,4.04,9.3,526800,1.01,2,10.73,725177,46556,42572,4637
Bent County,Colorado,2017-1-1-0-0,12062173,-99,-6,0.86,1.69,5.68,16.9,753937,4.73,0.91,8.1,610518,21722,41222,1572
Boulder County,Colorado,2017-1-1-0-0,33564196,-100,-7,3.88,0.49,4.14,6.9,581631,5.1,4.56,1.43,269006,5671,37895,2022
"Broomfield, City and County of",Colorado,2017-1-1-0-0,33948176,-100,-16,4.46,1.03,8.2,16.4,615476,0.99,5.34,3.16,673457,5324,2411,1434
Chaffee County,Colorado,2017-1-1-0-0,31089007,-94,-8,2.79,2.27,7.51,8.8,472416,0.82,3.9,1.27,449960,19802,35223,4435
Cheyenne County,Colorado,2017-1-1-0-0,52841959,-91,-9,3.89,2.82,4.45,16.5,433341,0.28,5.12,11.46,500471,17153,48873,278
Clear Creek County,Colorado,2017-1-1-0-0,9095598,-84,-10,1.8,1.29,6.75,15.3,749806,4.95,1.16,0.53,393075,15859,23900,2248
Conejos County,Colorado,2017-1-1-0-0,84893342,-61,-10,2.27,0.68,10.17,5.3,885171,5.22,4.59,0.7,146360,16662,46036,3216
Costilla County,Colorado,2017-1-1-0-0,5193615,-113,-15,1.16,3.41,2.97,17.4,130189,0.53,5.21,10.4,720313,18394,16046,4935
Crowley County,Colorado,2017-1-1-0-0,38828670,-71,-9,5.33,5.38,1.85,12.9,816359,1.79,4.93,0.62,401419,47205,11112,1468
Custer County,Colorado,2017-1-1-0-0,19436093,-97,-10,4.42,3.88,5.75,2.4,327674,3.48,1.22,8.57,210534,44517,26501,2362
Delta County,Colorado,2017-1-1-0-0,9753215,-88,-15,0.74,4.72,11.09,19.7,500402,1.67,5.22,10.62,531893,7333,9430,4313
"Denver, City and County of",Colorado,2017-1-1-0-0,63438623,-111,-9,5.42,1.02,8.54,7.6,878803,3.21,0.39,7.22,770324,14706,7269,3496
Dolores County,Colorado,2017-1-1-0-0,58014675,-97,-15,2.03,5.04,11.76,9.7,696398,3.28,2.26,11.26,904624,26813,10508,4358
Douglas County,Colorado,2017-1-1-0-0,48619356,-92,-11,3.23,3.18,7.05,14.2,520096,3.85,2.03,3.43,157664,17867,6104,1253
Eagle County,Colorado,2017-1-1-0-0,83712273,-63,-9,2.46,0.82,7.7,6.9,587896,1.03,2.85,9.15,231801,45815,49053,3535
Elbert County,Colorado,2017-1-1-0-0,82542989,-113,-11,4.19,2.92,6.02,4,438055,1.6,0.59,10.05,714412,23507,43840,2866
El Paso County,Colorado,2017-1-1-0-0,7746053,-84,-14,0.66,4.96,11.09,3.3,325867,1.44,0.32,2.71,711614,2889,13681,4570
Fremont County,Colorado,2017-1-1-0-0,15510513,-76,-14,4.67,4.44,2.17,7.4,112686,1.27,1.12,9.36,378052,20104,1159,3851
Garfield County,Colorado,2017-1-1-0-0,23992822,-114,-13,4.13,4.75,8.51,4.4,859880,3.58,5.16,2.82,773043,47293,34523,539
Gilpin County,Colorado,2017-1-1-0-0,70069316,-86,-7,3.68,3.73,6.32,17.8,221397,4.64,3.28,0.22,443002,26307,42559,4099
Grand County,Colorado,2017-1-1-0-0,94850316,-111,-8,5.44,2.4,8.26,10.7,953334,3.32,2.53,9.59,879340,38421,17743,1192
Gunnison County,Colorado,2017-1-1-0-0,94712390,-60,-15,0.12,2.01,7.29,17.4,197391,2.13,3.2,1.5,152562,42388,42238,1787
Hinsdale County,Colorado,2017-1-1-0-0,55480787,-66,-13,3.02,4.46,0.16,4.9,857452,4.37,4.82,11.21,971385,47886,23352,1956
Huerfano County,Colorado,2017-1-1-0-0,66102970,-78,-9,1,5.31,6.88,18.2,191712,0.57,1.79,3.41,920713,4957,2722,1166
Jackson County,Colorado,2017-1-1-0-0,4669727,-74,-7,4.45,0.76,0.05,13,700243,2.48,4.29,4.99,819761,42882,49630,4993
Jefferson County,Colorado,2017-1-1-0-0,68772703,-81,-14,4.28,1,8.28,2.5,453619,0.21,3.13,11.09,585449,41627,4108,2380
Kiowa County,Colorado,2017-1-1-0-0,1509571,-88,-14,3.73,3.85,11.69,9.4,813334,1.72,2.95,8.68,832461,34230,45231,2911
Kit Carson County,Colorado,2017-1-1-0-0,32424599,-101,-12,4.59,3.01,2.18,18.7,210771,0.62,1.37,1.99,143335,30269,28435,3172
Lake County,Colorado,2017-1-1-0-0,1297406,-70,-12,1.99,5.26,1.67,9.7,122377,2.57,4.06,4.43,309223,17224,7649,2709
La Plata County,Colorado,2017-1-1-0-0,80982711,-93,-8,5.23,4.94,3.12,11.5,442872,3.12,1.28,4.73,920481,39067,31785,4421
Larimer County,Colorado,2017-1-1-0-0,29724791,-103,-12,4.26,5.37,10.58,6.2,994747,3.24,3.03,10.31,932410,18323,6209,1585
Las Animas County,Colorado,2017-1-1-0-0,78008813,-97,-16,3.8,5.1,7.15,2.1,928242,4.82,5.13,1.83,438319,41150,1518,3996
Lincoln County,Colorado,2017-1-1-0-0,44552809,-112,-10,1.3,4.15,3.96,17.3,235035,2.69,1.05,4.42,787729,23177,3613,2962
Logan County,Colorado,2017-1-1-0-0,68332909,-67,-9,2.86,0.62,0.25,18.9,491918,2.93,0.15,1.58,671895,35454,19014,2963
Mesa County,Colorado,2017-1-1-0-0,38918133,-80,-14,4.04,3.39,8.53,14.4,980361,0.07,1.89,3.04,411513,6119,38007,3068
Mineral County,Colorado,2017-1-1-0-0,34083703,-106,-10,3.45,1.28,5.6,18.7,533018,0.29,2.28,11.9,724195,11778,8945,1069
Moffat County,Colorado,2017-1-1-0-0,25437118,-72,-7,2.25,4.66,6.39,5.2,816213,0.15,1.19,9.5,857354,23526,36490,3164
Montezuma County,Colorado,2017-1-1-0-0,26287769,-106,-12,1.16,2.15,6.95,13.2,122949,4.83,0.98,1.05,710933,38686,44972,875
Montrose County,Colorado,2017-1-1-0-0,87055606,-108,-9,3.72,2.1,7.64,3.5,308288,5.19,4.11,3.26,613101,1783,41006,2898
Morgan County,Colorado,2017-1-1-0-0,67514688,-116,-8,2.24,5.33,9.5,8.9,699309,0.76,1.99,3.61,794886,2117,1712,2904
Otero County,Colorado,2017-1-1-0-0,61803058,-118,-10,0.53,3.6,7.24,6.2,799031,0.47,0.75,10.06,980316,23827,40377,210
Ouray County,Colorado,2017-1-1-0-0,95600053,-87,-15,2.15,1.91,0.69,16.5,968824,4.98,0.53,0.12,897031,42691,21937,2093
Park County,Colorado,2017-1-1-0-0,12787016,-91,-11,0.44,0.49,5.9,7.2,347596,1.88,2.02,1.01,534704,19134,9680,3607
Phillips County,Colorado,2017-1-1-0-0,90315573,-93,-13,3.27,3.35,2.91,7.6,235078,0.73,4.55,8.94,704172,36053,15225,191
Pitkin County,Colorado,2017-1-1-0-0,21605947,-96,-13,1.93,1.73,4.6,16.9,465139,2.76,3.97,4.11,303458,19641,42956,1495
Prowers County,Colorado,2017-1-1-0-0,73343867,-63,-8,1.16,2.09,0.58,1,892354,5.39,2.85,10.69,786921,12288,36519,1402
Pueblo County,Colorado,2017-1-1-0-0,9287575,-69,-9,4.54,4.24,9.89,14.3,902674,4.83,2.29,2.43,443863,37686,6375,4648
Rio Blanco County,Colorado,2017-1-1-0-0,87563134,-96,-7,3.56,0.07,5.1,16.5,360102,2.71,4.66,8.18,762501,15041,20521,4577
Rio Grande County,Colorado,2017-1-1-0-0,92478062,-75,-16,4.91,3.65,1.78,4.2,590187,0.86,5.01,11.85,415104,45641,26540,1871
Routt County,Colorado,2017-1-1-0-0,33466107,-80,-10,2.87,1.76,5.12,6.7,661538,2.61,4.67,1.35,185455,37966,19595,3727
Saguache County,Colorado,2017-1-1-0-0,19527774,-92,-11,2.79,1.94,10.08,13.7,699665,5.17,2.2,7.75,281501,2332,25747,4431
San Juan County,Colorado,2017-1-1-0-0,16860878,-64,-12,2.96,2.62,11.97,2.4,162140,1.62,0.25,0.54,885981,38599,49487,3454
San Miguel County,Colorado,2017-1-1-0-0,11731894,-97,-15,4.35,1.05,8.1,18.1,846910,4.84,4.73,0.33,825640,46404,48936,4029
Sedgwick County,Colorado,2017-1-1-0-0,59445571,-106,-9,0.66,1.81,11,6.6,829860,4.18,0.9,10.53,798498,32706,13795,2469
Summit County,Colorado,2017-1-1-0-0,87754368,-94,-16,3.49,5.45,5.95,5.6,474565,3.1,0.32,4.16,330957,45069,24915,2650
Teller County,Colorado,2017-1-1-0-0,88531925,-61,-11,0.93,2.08,9.6,15.5,981564,2.33,3.79,2.3,549031,27857,13769,4042
Washington County,Colorado,2017-1-1-0-0,54163180,-67,-15,3.42,0.81,8.52,15.1,188986,4.27,3.77,3.88,626554,11636,13234,1343
Weld County,Colorado,2017-1-1-0-0,20580898,-70,-13,4.19,0.51,6.73,13.9,162493,3.14,2.4,4.21,859514,41961,5108,527
Yuma County,Colorado,2017-1-1-0-0,92221498,-103,-7,2.67,2.27,4.96,12.1,906689,4.86,2.02,9.97,444443,26339,33129,3725
Fairfield County,Connecticut,2017-1-1-0-0,72925878,-102,-7,2.59,0.98,1.39,6,268076,1.32,5.01,9.81,400976,38784,7023,4044
Hartford County,Connecticut,2017-1-1-0-0,63310000,-70,-15,1.16,2.59,9.95,10.4,788544,0.85,0.58,3.5,778446,25971,16458,4136
Litchfield County,Connecticut,2017-1-1-0-0,69202246,-105,-6,2.74,5.42,2.71,17.9,373795,2.86,3.59,4.79,729386,26322,11922,4488
Middlesex County,Connecticut,2017-1-1-0-0,63199834,-113,-12,0.99,3.38,9.81,12.9,768166,4.7,1.13,9.01,854589,49698,35838,4398
New Haven County,Connecticut,2017-1-1-0-0,51618277,-101,-12,2.69,2.08,1.33,3.3,625617,3.84,1.24,10.02,241071,47493,33021,4413
New London County,Connecticut,2017-1-1-0-0,27522102,-103,-9,5.21,2.07,6.04,16.1,315358,0.8,0.36,5.94,120974,9503,23127,3677
Tolland County,Connecticut,2017-1-1-0-0,31315445,-100,-14,2.06,1.54,1.95,3.2,448663,3.54,2.29,0.47,529371,46709,15447,3045
Windham County,Connecticut,2017-1-1-0-0,6254044,-101,-14,4.79,0.46,2.7,19.2,978750,0.89,2.4,8.36,634144,25623,32869,528
Kent County,Delaware,2017-1-1-0-0,73682351,-108,-14,2.84,0.91,4.94,16.3,443889,2.04,3.4,6.22,978218,23891,28754,516
New Castle County,Delaware,2017-1-1-0-0,64729426,-60,-7,3.18,1.82,11.43,7.1,563683,5.14,1.24,7.77,627748,40195,12280,3390
Sussex County,Delaware,2017-1-1-0-0,93002253,-110,-14,0.81,1.36,10.75,6.4,290913,5.28,4.79,11.7,966200,19941,18155,4341
District of Columbia,District of Columbia,2017-1-1-0-0,69577311,-67,-10,3.18,1.85,10.39,4.7,180184,3.36,4.65,5.81,797011,9530,37968,4037
Alachua County,Florida,2017-1-1-0-0,25771962,-86,-11,1.19,4.86,2.39,7.4,941802,3.27,3.82,6.3,802695,13915,10171,201
Baker County,Florida,2017-1-1-0-0,23181700,-92,-6,2.82,3.74,0.49,14.9,392478,0.23,5.18,10.72,647050,38420,41077,3305
Bay County,Florida,2017-1-1-0-0,31629689,-102,-16,2.18,0.66,4.65,6.4,729885,0.68,3.78,3.63,133134,7881,23745,783
Bradford County,Florida,2017-1-1-0-0,95603830,-105,-6,2.22,1.01,7.19,7.2,727653,0.24,1.09,10.5,217825,3607,26095,1859
Brevard County,Florida,2017-1-1-0-0,43800499,-106,-9,2.28,4.65,1.62,18,760481,3.3,0.22,4.32,112576,17554,21437,350
Broward County,Florida,2017-1-1-0-0,58186546,-78,-6,1.36,0.56,1.26,15.3,170204,2.01,5.13,3.42,848443,11176,4729,3899
Calhoun County,Florida,2017-1-1-0-0,52000780,-85,-12,2.35,1.56,0.81,7,637650,0.71,2.75,5.66,650913,5980,43486,1422
Charlotte County,Florida,2017-1-1-0-0,63203993,-108,-13,1.48,5.13,4.55,13.4,235918,1.38,0.65,0.64,350895,8573,17655,273
Citrus County,Florida,2017-1-1-0-0,6361577,-76,-14,4.58,0.39,4.18,8.8,363035,3.06,3.31,1.34,758155,29777,26277,4248
Clay County,Florida,2017-1-1-0-0,28643100,-101,-11,5.03,0.86,5.89,14,226329,1.9,3.86,9.04,324936,40832,7900,819
Collier County,Florida,2017-1-1-0-0,4233620,-99,-7,0.84,2.38,1.82,19.8,270659,3.03,0.5,1.62,657992,20025,16742,3965
Columbia County,Florida,2017-1-1-0-0,75081309,-91,-7,4.42,3.38,0.19,5.6,842869,2.41,4.4,2.46,307371,40975,18451,627
DeSoto County,Florida,2017-1-1-0-0,50311610,-77,-6,3.32,3.5,2.33,7.3,322962,0.36,0.77,11.71,140748,31308,7604,4494
Dixie County,Florida,2017-1-1-0-0,5811528,-82,-7,4.12,3.99,9.08,11.1,547608,2.93,0.73,6.01,976048,36952,9675,1282
Duval County,Florida,2017-1-1-0-0,15341119,-117,-12,3.19,2.23,1.09,1.1,649002,2.32,0.21,1.39,231400,39799,7042,2852
Escambia County,Florida,2017-1-1-0-0,88278052,-78,-15,0.44,3.99,10.25,9,553962,4.24,0.49,1.56,505134,32769,10918,3752
Flagler County,Florida,2017-1-1-0-0,68006124,-83,-14,5.39,4.49,7.56,6.1,613594,1.5,1.09,2.58,613667,24054,21814,2204
Franklin County,Florida,2017-1-1-0-0,44882962,-80,-8,1.49,0.19,5.07,19.3,731764,3.72,3.2,9.85,586872,5400,40219,4058
Gadsden County,Florida,2017-1-1-0-0,23656345,-83,-14,4.96,0.86,0.2,18.8,318413,3.75,3.71,9.19,292169,41452,47830,2669
Gilchrist County,Florida,2017-1-1-0-0,49004867,-80,-16,1.12,4.75,8.98,16.7,523775,0.17,1.55,9.15,291882,44112,1667,709
Glades County,Florida,2017-1-1-0-0,46469356,-83,-12,0.22,2.1,6.94,16.8,536153,2.41,5.5,11.54,648263,10891,12788,2986
Gulf County,Florida,2017-1-1-0-0,62681501,-65,-9,0.76,2.58,3.33,14.3,423228,3.23,4.96,6.48,606191,42857,4579,1203
Hamilton County,Florida,2017-1-1-0-0,64892738,-80,-10,4.84,2.15,6.87,9.9,509132,1.94,0.73,8.03,197752,35481,2762,2855
Hardee County,Florida,2017-1-1-0-0,26112574,-86,-8,1.19,4.19,1.89,14.7,959614,0.32,3.89,0.28,986756,14090,21045,1712
Hendry County,Florida,2017-1-1-0-0,42680222,-106,-6,2.35,0.91,7.14,18.5,447086,1.59,2.82,11.56,447699,47604,9862,1902
Hernando County,Florida,2017-1-1-0-0,12958751,-108,-15,0.76,2.75,10.09,19.4,166846,1,2.65,11.68,810939,11709,13274,3354
Highlands County,Florida,2017-1-1-0-0,78954202,-61,-9,1.52,3.67,3,3.1,554719,3.14,0.8,1.4,223240,35132,3850,4369
Hillsborough County,Florida,2017-1-1-0-0,55359136,-66,-11,3.32,4.85,10.84,17.6,501334,1.02,3.23,1.28,188004,47753,38858,1843
Holmes County,Florida,2017-1-1-0-0,61949116,-65,-6,4.93,5.49,0.25,9,575142,1.99,3.78,4.22,817593,41975,26062,3816
Indian River County,Florida,2017-1-1-0-0,89841951,-73,-6,1.32,5.41,9.81,18.9,189890,2.36,3.3,11.77,299386,44697,39147,4404
Jackson County,Florida,2017-1-1-0-0,44732944,-95,-6,2.78,4.05,4.36,2.8,739780,4.83,1.41,2.09,804161,19917,7812,81
Jefferson County,Florida,2017-1-1-0-0,27347573,-63,-8,5.43,2.7,6.87,13.7,201859,2.99,2,7.24,645251,30378,44921,761
Lafayette County,Florida,2017-1-1-0-0,62861996,-117,-8,3.95,0.83,6.17,2.7,244836,4.28,4.22,0.63,556119,31959,43637,1852
Lake County,Florida,2017-1-1-0-0,12535577,-102,-12,2.35,4.35,10.12,1.2,500192,1.17,2.7,6.95,259109,14309,30001,227
Lee County,Florida,2017-1-1-0-0,34389273,-102,-11,2.43,4.71,6.63,20,733345,0.23,3.29,10.5,737403,46304,18076,2804
Leon County,Florida,2017-1-1-0-0,87842601,-69,-12,2.15,2.88,3.95,14.5,709635,5.48,0.43,9.19,396564,17921,14821,1017
Levy County,Florida,2017-1-1-0-0,66828225,-93,-11,2.37,5.12,6.5,5,754796,2.78,2.78,6.09,934817,3827,48014,2041
Liberty County,Florida,2017-1-1-0-0,84313304,-87,-11,3.92,0.16,9.7,14.7,706773,1.27,1.64,9.68,252216,3779,24725,2622
Madison County,Florida,2017-1-1-0-0,40163959,-68,-6,0.92,0.64,5.96,12.5,387262,0.52,1.88,6.34,310303,24543,30930,2652
Manatee County,Florida,2017-1-1-0-0,15191441,-101,-11,0.11,4.95,10.95,13.1,142434,3.48,2.42,5.64,811556,28721,8475,2697
Marion County,Florida,2017-1-1-0-0,83506613,-94,-9,3.41,0.09,2.71,9.1,436238,2.71,1.71,3.69,238969,49914,43915,2937
Martin County,Florida,2017-1-1-0-0,88688164,-93,-13,0.9,0.65,11.15,0.6,873262,1.36,3.56,1.2,701195,21670,17050,3019
Miami-Dade County,Florida,2017-1-1-0-0,36739108,-86,-9,4.35,5.24,11.26,12.8,811827,1.24,4.88,4.81,973168,49231,23275,178
Monroe County,Florida,2017-1-1-0-0,22488582,-115,-6,5.07,3.38,11.1,14,228698,4.87,1.22,5.79,369032,25917,39004,664
Nassau County,Florida,2017-1-1-0-0,27708896,-89,-9,4.12,4.61,2.42,19.8,471187,3.33,4.3,6.87,751109,10552,43723,3731
Okaloosa County,Florida,2017-1-1-0-0,56182453,-112,-10,0.39,2.86,2.11,5.2,643572,4.09,5.28,0.17,107438,44133,43954,4647
