Country,Operator,MCC/MNC,TIME,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Italy,Vodafone Omnitel,222/10,2015-2,-102.22,-10.92,0.61,0.59,0.74,0.52,0.53,0.46,0.71,0.1,333857,4489,64580,5534
Italy,Wind,222/88,2015-2,-108,-9.42,0.69,0.78,0.48,0.26,0.76,0.57,0.73,0.52,886801,2584,91985,1227
Japan,KDDI Corporation,440/51,2015-2,-159.68,-13.98,0.73,0.51,0.61,0.01,0.05,0.55,0.07,0.44,399023,1006,40579,4665
Japan,Soft Bank (Vodafone KK),440/20,2015-2,-124.81,-10.17,0.71,0.37,0.05,0.07,0.63,0.16,0.67,0.35,183076,1895,43808,5984
Japan,KDDI,440/50,2015-2,-74.93,-12.47,0.42,0.5,0.53,1,0.48,0.95,0.26,0.72,450658,4872,12930,6550
Japan,NTT Docomo,440/10,2015-2,-65.85,-6.76,0.65,0.29,0.94,0.09,0.1,0.45,0.46,0.09,902964,1472,62015,1427
Jordan,Zain (Fastlink),416/01,2015-2,-153.05,-14.41,0.66,0.09,0.78,0.18,0.55,0.49,0.36,0.27,922591,9505,12752,9128
Jordan,Orange (MobileCom),416/77,2015-2,-106.51,-10.47,0.73,0.14,0.07,0.35,0.88,0.42,0.18,0.61,763774,3074,55857,4836
Kazakhstan ,K-Cell,401/02,2015-2,-76.82,-6.01,0.78,0.28,0.88,0.85,0.11,0.31,0.69,0.87,597559,4605,95289,5193
Kuwait,MTC/Zain,419/02,2015-2,-142.7,-12.58,0.13,0.48,0.88,0.34,0.49,0.15,0.15,0.01,172448,1539,29841,6945
Kuwait,Viva (KTC),419/04,2015-2,-111.26,-11.67,0.96,0.99,0.06,0.39,0.85,0.74,0.53,0.41,464067,4299,97144,1308
Lebanon,MTC (MIC 2 Touch),415/03,2015-2,-91.72,-7.13,0.29,0.92,0.75,0.55,0.79,0.33,0.37,0.99,497263,1202,39062,1771
Luxembourg,Tango,270/77,2015-2,-134.83,-6.12,0.77,0.44,0.94,0.63,0.61,0.86,0.73,0.32,522785,9880,14731,4110
Macao,CTM,455/01,2015-2,-140.36,-12.21,0.44,0.31,0.09,0.8,0.04,0.88,0.72,0.73,832054,5012,55670,7247
Macao,Hutchison 3,455/03,2015-2,-105.22,-14.72,0.06,0.31,0.73,0.99,0.32,0.12,0.71,0.38,537894,9841,97812,9015
Malaysia,Celcom,502/19,2015-2,-118.54,-6.48,0.97,0.37,0.43,0.39,0.22,0.67,0.34,0.76,992383,5354,19573,3453
Malaysia,DiGi  Telecommunication,502/16,2015-2,-88.52,-9.31,0.66,0.42,0.76,0.94,0.2,0.02,0.33,0.46,810960,6184,65068,8505
Malaysia,Maxis,502/12,2015-2,-129.78,-7.13,0.58,0.74,0.68,0.18,0.1,0.91,1,0.58,151344,3347,13482,4685
Malta,Vodafone(MALTA),278/01,2015-2,-100.29,-7.67,0.38,0.56,0.19,0.44,0.04,0.61,0.9,0.31,575705,2667,79499,3636
Mauritius,Cellplus Orange,617/01,2015-2,-64.14,-14.85,0.07,0.67,0.05,0.65,0.13,0.08,0.81,0.46,343711,9295,71307,1761
Netherlands,Vodafone(NETHERLANDS),204/04,2015-2,-121.73,-14.65,0.61,0.84,0.75,0.46,0.76,0.4,0.81,0.61,568025,3302,10488,4986
Netherlands,T-mobile (ex Ben),204/16,2015-2,-123.62,-14.78,0.99,0.11,0.79,0.24,0.37,0.42,0.91,0.17,811141,2988,63309,3668
New Zealand,Vodafone(NEW ZEALAND),530/01,2015-2,-72.27,-7.11,0.81,0.27,0.11,0.66,0.38,0.92,0.39,0.64,379539,4246,94615,4460
Nigeria,EMTS,621/60,2015-2,-148.64,-7.57,0.3,0.34,0.99,0.75,0.69,0.93,0.1,0.97,104866,9157,50572,7725
Norway,Telenor Mobile,242/01,2015-2,-79.23,-6.76,0.12,0.03,0.73,0.26,0.73,0.21,0.23,0.75,923990,1826,95139,5071
Norway,NetCom TeliaSonera,242/02,2015-2,-118.12,-11.97,0.65,0.96,0.45,0.47,0.63,0.55,0.53,0.61,356232,3575,57928,8772
Oman,Nawras,422/03,2015-2,-97.81,-12.36,0.78,0.48,0.2,0.97,0.73,0.58,0.6,0.7,531714,9986,55042,1178
Oman,Oman Mobile - GTO (Omantel),422/02,2015-2,-104.87,-11.86,0.14,0.54,0.82,0.57,0.13,0.25,0.95,1,975943,8859,97164,7148
Philippines,Smart,515/03,2015-2,-64.69,-13.36,0.57,0.9,0.5,0.9,0.93,0.55,0.13,0.77,598315,9502,16215,4023
Poland,"T-Mobile (ERA,PTC)",260/02,2015-2,-92.91,-6.39,0.86,0.37,0.48,0.14,0.31,0.73,0.68,0.6,221154,6801,18503,1775
Poland,Orange/Centertel,260/03,2015-2,-118.71,-9.39,0.99,0.28,0.01,0.92,0.1,0.78,0.36,0.71,111927,8075,28210,2193
Portugal,Vodafone(PORTUGAL),268/01,2015-2,-135.7,-13.83,0.58,0.35,0.4,0.31,0.96,0.56,0.57,0.12,305715,9762,12385,1552
Portugal,Optimus (Sonecom),268/03,2015-2,-124.92,-14.68,0.11,0.45,0.94,0.74,0.26,0.81,0.88,0.3,783346,9094,79568,3628
Qatar,Vodafone(QATAR),427/02,2015-2,-128.48,-13.52,0.28,0.29,0.28,0.15,0.96,0.06,0.77,0.27,428618,8604,72896,3324
Qatar,Q-Tel,427/01,2015-2,-103.6,-11.9,0.95,0.12,0.7,0.79,0.39,0.64,0.1,0.89,167097,6582,83793,4068
Romania,Orange (Mobilrom),226/10,2015-2,-108.36,-12.57,0.56,0.33,0.34,0.36,0.22,0.5,0.82,0.24,914696,6672,69214,3299
Russia,MTS(RUSSIA),250/01,2015-2,-70.92,-6.79,0.29,0.13,0.75,0.3,0.54,0.73,0.39,0.69,177626,8565,40371,1007
Russia,MegaFon,250/02,2015-2,-98.49,-6.64,0.53,0.95,0.98,0.88,0.45,0.63,0.83,0.15,206264,9095,26836,6808
Russia,Vimpelcom Beeline (KB Impuls),250/99,2015-2,-154.32,-9.15,0.27,0.6,0.17,0.82,0.45,0.58,0.3,0.31,876973,9700,89049,9746
Saudi Arabia,Saudi Telecom Company,420/01,2015-2,-101.46,-9.85,0.85,0.18,0.96,0.96,0.92,0.25,0.21,0.55,675723,1959,10012,2274
Saudi Arabia,Mobily,420/03,2015-2,-67.87,-7.32,0.39,0.71,0.54,0.51,0.27,0.04,0.82,0.51,122245,5268,11554,7230
SERBIA,Telenor Serbia,220/01,2015-2,-97.16,-13.65,0.67,0.93,0.79,0.66,0.93,0.54,0.48,0.6,747052,9894,74178,4578
Singapore,Mobile One,525/03,2015-2,-90.52,-8.85,0.44,0.04,0.93,0.09,0.75,0.51,0.69,0.13,829308,8993,18959,4057
Singapore,Starhub,525/05,2015-2,-132.53,-12.75,0.29,0.79,0.37,0.25,0.17,0.83,0.05,0.15,509848,8767,38243,3502
Singapore,SingTel,525/01,2015-2,-69.42,-11.5,0.17,0.12,0.67,0.62,0.63,0.32,0.19,0.44,871446,2561,47547,4682
Slovak Republic,Orange (ex Globtel),231/01,2015-2,-90.89,-7.87,0.55,0.37,0.14,0.12,0.07,0.33,0.67,0.57,818280,4462,44040,7817
Slovenia,SI Mobil,293/40,2015-2,-138.58,-13.61,0.61,0.81,0.86,0.89,0.54,0.7,0.61,0.03,637433,4771,23914,5456
South Africa,Vodacom(SOUTH AFRICA),655/01,2015-2,-69.51,-11.63,0.18,0.14,0.71,0.04,0.92,0.99,0.57,0.96,826905,2051,74881,5322
South Africa,MTN(SOUTH AFRICA),655/10,2015-2,-154.74,-11.72,0.75,0.29,0.95,0.87,0.21,0.73,0.43,0.61,642459,3518,37453,5667
South Korea,KT (KTF),450/08,2015-2,-81.88,-13.59,0.5,0.84,0.3,0.33,0.85,0.76,0.94,0.46,195106,4212,87299,9631
South Korea,SK Telecom,450/05,2015-2,-93.61,-7.69,0.59,0.91,0.96,0.21,0.96,0.34,0.21,0.64,619299,4025,19583,9086
Spain,Orange/Amena,214/03,2015-2,-126.54,-10.87,0.7,0.62,0.96,0.39,0.89,0.73,0.18,0.68,502667,2635,18422,8342
Spain,Vodafone (AirTel),214/01,2015-2,-64.93,-12.38,0.13,0.3,0.12,0.71,0.99,0.14,0.93,0.04,180976,6964,42615,7561
Spain,Xfera Yoigo,214/04,2015-2,-126.03,-13.78,0.3,0.58,0.07,0.39,0.1,0.83,0.02,0.6,743988,1783,92364,5318
Spain,Telefonica Moviles(SPAIN),214/07,2015-2,-140.04,-7.4,0.84,0.97,0.66,0.51,0.07,0.01,0.65,0.86,979586,5382,57690,5916
Sweden,Tele2 - Comviq,240/07,2015-2,-113.48,-10.31,0.9,0.52,0.3,0.03,0.17,0.14,0.73,0.49,599695,7665,49369,5380
Sweden,"Telenor (Vodafone,Europolitn)",240/08,2015-2,-110,-6.61,0.23,0.71,0.9,0.53,0.6,0.02,0.48,0.17,524763,4639,23353,3770
Sweden,TeliaSonera Mobile,240/01,2015-2,-78.43,-8.01,0.58,0.32,0.02,0.29,0.28,0.82,0.33,0.89,407151,9212,60454,3432
Switzerland,Swisscom,228/01,2015-2,-67.27,-8.38,0.27,0.81,0.34,0.54,0.02,0.35,0.91,0.17,816057,7634,37994,5976
Switzerland,Sunrise DiAx,228/02,2015-2,-113.49,-11.78,0.55,0.85,0.36,0.31,0.94,0.59,0.57,0.83,789347,7709,11234,5612
Switzerland,Orange(SWITZERLAND),228/03,2015-2,-155.92,-8.85,0.38,0.47,0.8,0.25,0.67,0.99,0.97,0.81,824125,6774,88236,8614
Thailand,True Move  HSPA,520/00,2015-2,-116.68,-8.91,0.19,0.77,0.21,0.02,0.04,0.88,0.36,0.6,720937,3580,24985,4546
Thailand, AIS,520/03,2015-2,-89.29,-12.05,0.26,0.65,0.09,0.13,0.08,0.06,0.93,0.87,326474,7737,82393,7966
Turkey,Vodafone (TelSim),286/02,2015-2,-113.93,-9.18,0.39,0.61,0.07,0.57,0.81,0.77,0.1,0.47,858003,3662,71562,9830
Turkey,Turkcel,286/01,2015-2,-75.46,-12.81,0.38,0.19,0.76,0.1,0.03,0.43,0.99,0.39,267343,4753,76004,5213
United Arab Emirates,Etisalat(UAE),424/02,2015-2,-110.49,-7.11,0.6,0.68,0.63,0.36,0.61,0.05,0.27,0.11,235528,5979,33655,1443
United Arab Emirates,Du,424/03,2015-2,-146.03,-14.27,0.5,0.7,0.84,0.77,0.48,0.65,0.17,0.37,923913,6457,66388,6961
United Kingdom,Vodafone(UK),234/15,2015-2,-79.15,-12.61,0.95,0.85,0.98,0.1,0.39,0.66,0.28,0.21,188789,3003,83544,6895
United Kingdom,Everything Everywhere,234/30,2015-2,-132.21,-12.31,0.78,0.4,0.78,0.84,0.18,0.84,0.41,0.46,204078,3232,54261,9720
United Kingdom,Telefonica O2 (CellNet),234/10,2015-2,-136.54,-12.34,0.66,0.95,0.54,0.78,0.3,0.13,0.33,0.03,763980,7755,91667,5645
United Kingdom,Everything Everywhere (ex-Orange),234/33,2015-2,-138.37,-14.31,0.23,0.43,0.1,1,0.63,0.34,0.6,0.85,699857,7797,85084,2711
Unted States,AT&T,310/410,2015-2,-144.51,-13.36,0.12,0.12,0.72,0.25,0.65,0.02,0.97,1,510995,3345,36719,3311
Unted States,Guamcell Cellular and Paging,310/370,2015-2,-129.56,-10.1,0.98,0.94,0.18,0.54,0.03,0.26,0.14,0.31,878011,6857,82399,4989
Unted States,T-Mobile,310/260,2015-2,-122.64,-12.68,0.04,0.64,0.51,0.63,0.94,0.26,0.57,0.33,700884,8770,18527,7942
Unted States,Verizon Wireless,311/48,2015-2,-114.78,-7.28,0.5,0.32,0.12,0.56,0.77,0.96,0.64,0.22,955520,5472,77316,3607
Albania,Vodafone(ALBANIA),276/02,2015-3,-105.68,-13.93,0.76,0.49,0.2,0.98,0.72,0.85,0.92,0.93,166004,9704,31539,8483
Australia,Vodafone Hutchison,505/03,2015-3,-115.89,-6.24,0.25,0.32,0.73,0.01,0.99,0.3,0.24,0.76,842575,9498,40215,1955
Australia,Optus,505/02,2015-3,-124.37,-7.1,0.79,0.23,0.4,0.71,0.61,0.07,0.57,0.92,353456,3946,67139,2302
Australia,Telstra,505/01,2015-3,-139.45,-13.85,0.54,0.95,0.73,0.09,0.35,0.93,0.44,0.31,984316,9121,97635,6442
Austria,A1 Austria Telekom (Mobilkom),232/01,2015-3,-62.26,-11.8,0.21,0.32,0.72,0.48,0.28,0.62,0.11,0.58,189034,9519,28016,2790
Austria,H3G(AUSTRIA),232/10,2015-3,-134.46,-12.3,0.38,0.54,0.04,0.15,0.7,0.15,0.82,0.11,558886,3066,37723,7126
Bahrain,Viva,426/04,2015-3,-139.45,-13.96,0.85,0.49,0.17,0.1,0.39,0.52,0.17,0.97,177332,1594,25772,9450
Bahrain,Batelco,426/01,2015-3,-94.08,-10.72,0.44,0.18,0.41,0.09,0.12,0.4,0.93,0.19,307754,9680,14875,1606
Bahrain,Zain/Vodafone/MTC,426/02,2015-3,-105.79,-9.81,0.17,0.89,0.8,0.39,0.82,0.36,0.89,0.45,483739,7677,22651,6170
Belgium,"Base (KPN,Orange)",206/20,2015-3,-121.44,-9.62,0.92,0.37,0.88,0.33,0.44,0.25,0.8,0.83,444546,5408,19367,4729
Belgium,Mobistar S.A.,206/10,2015-3,-93.08,-13.36,0.12,0.38,0.95,0.46,0.4,0.18,0.44,0.72,362768,4969,92805,1817
Belgium,Belgacom Mobile,206/01,2015-3,-140.25,-7.96,0.54,0.25,0.99,0.68,0.95,0.54,0.89,0.93,270099,6447,30645,3993
Brazil,Vivo S.A,724/10,2015-3,-155.04,-6.08,0.87,0.41,0.29,0.07,0.67,0.56,0.26,0.31,795695,7069,42979,1405
Brazil,TIM,724/04,2015-3,-118.47,-10.82,0.79,0.59,0.67,0.02,0.35,0.66,0.8,0.88,607028,7467,99376,1914
Bulgaria,Mobiltel,284/01,2015-3,-99.39,-7.12,0.71,0.48,0.97,0.32,0.08,0.78,0.07,0.41,279142,2642,89832,9279
Canada,Bell Mobility,302/610,2015-3,-131.45,-8.85,0.4,0.89,0.42,0.77,0.78,0.68,0.09,0.33,851455,9838,35428,7197
Canada,Telus Mobility,302/220,2015-3,-127.28,-8.79,0.25,0.21,0.15,0.89,0.57,0.54,0.09,0.02,924556,5525,71824,6039
China,China Mobile,460/07,2015-3,-107.16,-9.98,0.93,0.19,0.08,0.76,0.92,0.85,0.63,1,110886,5333,71479,8355
China,China Unicom,460/01,2015-3,-141.88,-12.42,0.51,0.42,0.79,0.15,0.58,0.91,0.3,0.02,767486,4498,23572,1999
China,China Mobile,460/02,2015-3,-120.61,-12.04,0.81,0.05,0.01,0.91,0.7,0.12,0.78,0.69,372443,6657,64806,5391
China,China Mobile,460/00,2015-3,-71.92,-8.68,0.58,0.6,0.97,0.82,0.81,0.06,0.21,0.65,349343,7072,89792,7384
Croatia,Croatian Telecom (ex T- Mobile),219/01,2015-3,-134.75,-13.46,0.26,0.44,0.29,0.88,0.92,0.82,0.97,0.64,641176,6539,59879,8548
Croatia,VIP-net,219/10,2015-3,-136.97,-8.58,0.63,0.64,0.33,0.53,0.81,0.09,0.84,0.06,402401,3128,46944,4425
Czech Republic,Telefonica O2 (Eurotel),230/02,2015-3,-134.82,-13.11,0.68,0.71,0.2,0.29,0.56,0.55,0.55,0.41,767718,5719,52782,5547
Denmark,Telenor (Sonofon),238/02,2015-3,-87.93,-12.44,0.26,0.42,0.29,0.84,0.39,0.32,0.7,0.92,558568,2238,69961,6209
Dominica Rep.,"Orange Dominicana, S.A.",370/01,2015-3,-149.72,-11.84,0.17,0.71,0.23,0.54,0.21,0.1,0.15,0.6,410317,3458,35260,6784
Egypt,Vodafone(EGYPT),602/02,2015-3,-111.11,-13.67,0.36,0.27,0.88,0.13,0.42,0.91,0.79,0.33,806626,4840,83200,7348
Egypt,Etisalat Misr,602/03,2015-3,-129.22,-6.57,0.68,0.7,0.26,0.04,0.87,0.47,0.53,0.77,715966,8114,25643,8429
Estonia,Tele2(ESTONIA),248/03,2015-3,-94.24,-11.99,0.63,0.93,0.86,0.61,0.49,0.34,0.7,0.61,636614,4764,90931,9650
France,SFR (Cegetel),208/10,2015-3,-109.61,-14.54,0.04,0.47,0.7,0.56,0.95,0.95,0.46,0.79,276227,7727,49014,2880
France,Orange (Iteneris),208/01,2015-3,-66.52,-7.12,0.5,0.67,0.33,0.17,0.96,0.99,0.61,0.7,847472,1412,12267,3445
France,Free Mobile,208/15,2015-3,-86.26,-11.78,0.69,0.28,0.97,0.65,0.56,0.31,0.3,0.11,234974,5362,99082,6476
France,Bouygues,208/20,2015-3,-89.94,-12.3,0.04,0.86,0.1,0.25,0.35,0.33,0.98,0.66,397394,2859,75857,7553
Germany,Telekom Deutschland (T-Mobile),262/01,2015-3,-82.63,-10.14,0.55,0.1,0.59,0.18,0.84,0.43,0.14,0.06,629098,9981,69694,3885
Germany,Vodafone(GERMANY),262/02,2015-3,-152.87,-8.81,0.25,0.52,0.96,0.35,0.78,0.96,0.48,0.02,448662,4749,99623,1040
Germany,Telefonica O2/viag,262/07,2015-3,-69.9,-6.15,0.33,0.98,0.48,0.86,0.69,0.83,0.6,0.49,408106,8614,50593,7311
Germany,E-Plus,262/03,2015-3,-119.06,-13.29,0.49,0.43,0.21,0.93,0.72,0.17,0.5,0.97,187384,7977,75515,5751
Hongkong,China Mobile - Peoples,454/12,2015-3,-140.3,-7.36,0.79,0.97,0.74,0.06,0.41,0.02,0.88,0.37,415185,2584,59478,8152
Hongkong,H3G(HONG KONG),454/03,2015-3,-121.77,-14.38,0.12,0.97,0.55,0.24,0.48,0.98,0.64,0.17,846476,3800,52664,5835
Hongkong,PCCW-HKT Telephone Limited,454/19,2015-3,-155.08,-14.48,0.5,0.25,0.91,0.75,0.18,0.7,0.61,0.23,297291,1546,98322,4424
Hongkong,SmarTone - Vodafone,454/06,2015-3,-130.16,-11.51,0.68,0.7,0.82,0.42,0.88,0.23,0.84,0.13,519986,7499,57540,7038
Hongkong,CSL (C&W),454/00,2015-3,-69.59,-7.33,0.24,0.17,0.61,0.75,0.38,0.73,0.12,0.26,120064,7490,42986,9450
Hungary,Vodafone(HUNGARY),216/70,2015-3,-84.72,-14.52,0.06,0.58,0.86,0.17,0.51,1,0.61,0.75,915393,8122,19118,7088
Hungary,T-Mobile(HUNGARY),216/30,2015-3,-100.71,-8.3,0.17,0.16,0.21,0.3,0.34,0.24,0.95,0.41,481701,1881,82802,4075
India,Airtel (Karnataka),404/45,2015-3,-71.88,-10.97,0.08,0.61,0.94,0.32,0.47,0.06,0.26,0.86,298911,1605,62014,2736
India,Airtel (Delhi),404/10,2015-3,-144.45,-13.76,0.02,0.53,0.95,0.26,0.66,0.63,0.85,0.7,529543,8221,37686,6982
Indonesia,Indosat (IDNSL),510/01,2015-3,-110.35,-7.41,0.49,0.12,0.87,0.01,0.84,0.97,0.45,0.98,462058,4779,55964,1905
Ireland,Vodafone(IRELAND),272/01,2015-3,-130.16,-12.37,0.33,0.59,0.67,0.86,0.12,0.44,0.3,0.07,448773,7834,45579,2197
Ireland,Meteor,272/03,2015-3,-81.68,-8.97,0.5,0.01,0.93,0.93,0.87,0.51,0.95,0.9,127496,7626,95737,5436
Ireland,Telefonica O2 (East DigiFone),272/02,2015-3,-104.27,-11.29,0.05,0.46,0.09,0.81,0.99,0.29,0.23,0.67,440416,3395,76816,6878
Italy,Vodafone Omnitel,222/10,2015-3,-81.66,-10.94,0.51,0.4,0.83,0.88,0.58,0.51,0.53,0.26,121625,5779,62931,9097
Italy,Wind,222/88,2015-3,-112.16,-7.04,0.22,0.45,0.66,0.52,0.5,0.74,0.76,0.15,396666,1779,32749,9891
Japan,KDDI Corporation,440/51,2015-3,-65.3,-13.36,0.62,0.73,0.65,0.71,0.22,0.55,0.65,0.38,141076,1782,49040,5145
Japan,Soft Bank (Vodafone KK),440/20,2015-3,-69.67,-8.6,0.83,0.2,0.95,0.41,0.48,0.66,0.52,0.53,517626,5579,95661,6682
Japan,KDDI,440/50,2015-3,-71.27,-7.07,0.22,0.42,0.38,0.37,0.76,0.71,0.22,0.79,383796,3453,44441,6348
Japan,NTT Docomo,440/10,2015-3,-66.61,-14.37,0.36,0.35,0.21,0.27,0.68,0.45,0.96,0.65,313595,8721,32410,8049
Jordan,Zain (Fastlink),416/01,2015-3,-116.49,-11.88,0.82,0.13,0.51,0.94,0.09,0.7,0.45,0.63,991665,1764,55806,4069
Jordan,Orange (MobileCom),416/77,2015-3,-133.33,-6.16,0.2,0.29,0.45,0.59,0.23,0.38,0.34,0.24,543743,9793,71706,1414
Kazakhstan ,K-Cell,401/02,2015-3,-60.1,-9.7,0.24,0.48,0.33,0.68,0.53,0.94,0.86,0.8,385377,2787,73019,3242
Kuwait,MTC/Zain,419/02,2015-3,-87.36,-14.61,0.22,0.8,0.33,0.76,0.91,0.08,0.09,0.78,772928,8677,79833,9492
Kuwait,Viva (KTC),419/04,2015-3,-96.46,-12.89,0.59,0.71,0.73,0.38,0.36,0.93,0.91,0.76,964131,8636,62325,7130
Lebanon,MTC (MIC 2 Touch),415/03,2015-3,-101.98,-10.79,0.27,0.47,0.97,0.01,0.27,0.02,1,0.71,125334,4039,61386,5039
Luxembourg,Tango,270/77,2015-3,-105.15,-13.21,0.67,0.54,0.66,0.35,0.27,0.79,0.17,0.96,119591,2805,76497,6367
Macao,CTM,455/01,2015-3,-158.49,-8.79,0.76,0.27,0.81,0.51,0.07,0.12,0.54,0.61,888186,7595,13791,9537
Macao,Hutchison 3,455/03,2015-3,-149.44,-9.66,0.19,0.58,0.2,0.09,0.75,0.45,0.84,0.36,174018,9336,48032,6935
Malaysia,Celcom,502/19,2015-3,-111.4,-7.05,0.69,0.33,0.21,0.82,0.23,0.76,0.89,0.75,116573,4143,38240,4372
Malaysia,DiGi  Telecommunication,502/16,2015-3,-129.01,-11.73,0.47,0.91,0.64,0.81,0.23,0.13,0.69,0.75,447395,2980,38342,2610
Malaysia,Maxis,502/12,2015-3,-129.4,-7.14,0.39,0.79,0.1,0.57,0.66,0.38,0.23,0.69,576753,5101,47658,2133
Malta,Vodafone(MALTA),278/01,2015-3,-82.37,-9.82,0.9,0.03,0.92,0.29,0.22,0.47,0.11,0.65,593318,2486,28768,9952
Mauritius,Cellplus Orange,617/01,2015-3,-158.04,-9.51,0.02,0.85,0.15,0.88,0.85,0.19,0.59,0.29,432916,4961,64144,7711
Netherlands,Vodafone(NETHERLANDS),204/04,2015-3,-87.75,-8.61,0.22,0.29,0.6,0.98,0.89,0.49,0.49,0.84,553400,6002,95707,1763
Netherlands,T-mobile (ex Ben),204/16,2015-3,-95.82,-8.69,0.68,0.35,0.24,0.95,0.57,0.09,0.92,0.59,862441,2644,98156,3445
New Zealand,Vodafone(NEW ZEALAND),530/01,2015-3,-99.78,-14.8,0.18,0.85,0.74,0.01,0.44,0.97,0.03,0.6,955199,2839,53289,1442
Nigeria,EMTS,621/60,2015-3,-132.63,-6.83,0.55,0.19,0.27,0.94,0.14,0.76,0.79,0.94,392749,9085,49051,4340
Norway,Telenor Mobile,242/01,2015-3,-97.14,-6.43,0.84,0.28,0.01,0.62,0.78,0.11,0.77,0.85,235157,3343,26288,3081
Norway,NetCom TeliaSonera,242/02,2015-3,-127.46,-10.16,0.88,0.1,0.64,0.56,0.33,0.69,0.92,0.22,668232,8292,77460,4989
Oman,Nawras,422/03,2015-3,-125.68,-10.07,0.69,0.44,0.4,0.8,0.39,0.9,0.89,0.35,171717,1449,10908,1287
Oman,Oman Mobile - GTO (Omantel),422/02,2015-3,-76.61,-12.2,0.8,0.47,0.23,0.58,0.08,0.86,0.58,0.98,969137,5659,76523,4422
Philippines,Smart,515/03,2015-3,-85.64,-14.01,0.03,0.99,0.83,0.29,0.04,0.75,0.34,0.97,780924,5226,17305,1783
Poland,"T-Mobile (ERA,PTC)",260/02,2015-3,-92.57,-8.15,0.17,0.12,0.11,0.87,0.48,0.32,0.24,0.75,929163,2050,73195,8914
Poland,Orange/Centertel,260/03,2015-3,-71.26,-7.19,0.64,0.14,0.44,0.33,0.16,0.1,0.52,0.27,559739,7165,19875,4376
Portugal,Vodafone(PORTUGAL),268/01,2015-3,-90.3,-13.95,0.75,1,0.93,0.26,0.88,0.54,0.5,0.65,193877,3054,81902,3231
Portugal,Optimus (Sonecom),268/03,2015-3,-114.32,-10.61,0.18,0.17,0.99,0.64,0.06,0.02,0.27,0.94,409536,7699,79519,6316
Qatar,Vodafone(QATAR),427/02,2015-3,-73.37,-10.51,0.97,0.88,0.5,0.17,0.33,0.65,0.14,0.77,503878,5819,19284,3611
Qatar,Q-Tel,427/01,2015-3,-87.66,-7.79,0.69,0.08,0.8,1,0.45,0.34,0.44,0.99,612074,3258,32671,9946
Romania,Orange (Mobilrom),226/10,2015-3,-80.97,-14.32,0.12,0.69,0.72,0.45,0.64,0.4,0.18,0.48,636658,2007,81725,6517
Russia,MTS(RUSSIA),250/01,2015-3,-127.94,-14.65,0.99,0.11,0.79,0.99,0.31,0.16,0.84,0.2,777919,9507,70841,9521
Russia,MegaFon,250/02,2015-3,-151.96,-9.36,0.23,0.25,0.1,0.6,0.66,0.3,0.55,0.11,338000,1965,28408,1634
Russia,Vimpelcom Beeline (KB Impuls),250/99,2015-3,-88.79,-12.28,0.58,0.64,0.61,0.64,0.72,0.31,0.8,0.67,471800,9731,96607,9774
Saudi Arabia,Saudi Telecom Company,420/01,2015-3,-105.28,-9.82,0.55,0.29,0.27,0.43,0.56,0.67,0.9,0.64,782296,3961,73642,9667
Saudi Arabia,Mobily,420/03,2015-3,-150.14,-9.42,0.23,0.44,0.48,0.25,0.79,0.95,0.64,0.05,231071,8512,68568,9350
SERBIA,Telenor Serbia,220/01,2015-3,-153.75,-10.54,0.22,0.18,0.66,0.42,0.14,0.61,0.93,0.82,622287,5100,28366,5651
Singapore,Mobile One,525/03,2015-3,-155.63,-12.72,0.98,0.98,0.08,0.88,0.28,0.62,0.68,0.77,894728,8242,85611,6880
Singapore,Starhub,525/05,2015-3,-130.32,-14.89,0.97,0.17,0.29,0.45,0.08,0.45,0.59,0.82,964262,1545,28011,8476
Singapore,SingTel,525/01,2015-3,-138.85,-6.63,0.88,0.35,0.23,0.56,0.27,0.56,0.45,0.09,208814,3421,78097,1967
Slovak Republic,Orange (ex Globtel),231/01,2015-3,-126.6,-14.98,0.54,0.51,0.74,0.46,0.56,0.17,0.07,0.71,721352,2977,29811,3813
Slovenia,SI Mobil,293/40,2015-3,-159.1,-13.84,0.04,0.55,0.11,0.5,0.33,0.96,0.39,0.21,210471,7943,78477,4448
South Africa,Vodacom(SOUTH AFRICA),655/01,2015-3,-112.62,-14.03,0.99,0.76,0.52,0.22,0.92,0.64,0.01,0.44,504231,9525,86576,1253
South Africa,MTN(SOUTH AFRICA),655/10,2015-3,-118.39,-9.8,0.02,0.8,0.06,0.99,0.79,0.69,0.82,0.04,917935,5568,61895,7001
South Korea,KT (KTF),450/08,2015-3,-127.56,-10.93,0.88,0.18,0.99,0.72,0.43,0.35,0.57,0.22,910415,2674,86595,4412
South Korea,SK Telecom,450/05,2015-3,-107.2,-9.6,0.24,0.61,0.2,0.16,0.59,0.69,1,0.29,143751,4926,87056,2858
Spain,Orange/Amena,214/03,2015-3,-156.64,-14.63,0.51,0.93,0.4,0.7,0.82,0.39,0.03,0.7,389320,7008,26739,7421
Spain,Vodafone (AirTel),214/01,2015-3,-140.65,-12.19,0.97,0.35,0.28,0.36,0.73,0.28,0.32,0.31,414926,6485,21511,3282
