2015-1,Operator,MCC/MNC,TIME,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Ireland,Meteor,272/03,2-Jul,-108.54,-13.81,0.29,0.07,0.96,0.54,0.93,0.4,0.14,0.04,194646,9226,98717,3541
Ireland,Telefonica O2 (East DigiFone),272/02,2-Jul,-111.14,-9.83,0.74,0.37,0.32,0.18,0.81,0.92,0.64,0.37,435104,4966,67453,2740
Italy,Vodafone Omnitel,222/10,2-Jul,-123.07,-14.17,0.28,0.79,0.43,0.33,0.85,0.78,0.64,0.35,652714,6451,83913,8940
Italy,Wind,222/88,2-Jul,-131.54,-6.19,0.86,0.01,0.91,0.33,0.26,0.42,0.33,0.01,901361,1050,97700,8939
Japan,KDDI Corporation,440/51,2-Jul,-104.99,-6.81,0.15,0.2,0.35,0.23,0.1,0.72,0.33,0.45,592029,6341,10070,3945
Japan,Soft Bank (Vodafone KK),440/20,2-Jul,-141.67,-6.77,0.51,0.6,0.07,0.74,0.56,0.72,0.75,0.01,204993,2743,79708,2383
Japan,KDDI,440/50,2-Jul,-115.8,-12.59,0.49,0.72,0.81,0.28,0.13,0.49,0.49,0.1,137156,9966,31435,5653
Japan,NTT Docomo,440/10,2-Jul,-63.6,-8.49,0.33,0.63,0.66,0.04,0.04,0.5,0.37,0.43,822567,5912,29508,9979
Jordan,Zain (Fastlink),416/01,2-Jul,-61,-11.52,0.34,0.5,0.03,0.01,0.03,0.79,0.56,0.46,719496,2899,54807,8623
Jordan,Orange (MobileCom),416/77,2-Jul,-150.66,-7.74,0.56,0.44,0.65,0.52,0.55,0.11,0.46,0.91,470799,7801,96829,1721
Kazakhstan ,K-Cell,401/02,2-Jul,-108.02,-11.55,0.15,0.46,0.14,0.86,0.08,0.04,0.71,0.23,189480,7928,81480,8381
Kuwait,MTC/Zain,419/02,2-Jul,-136.12,-10.98,0.46,0.38,0.43,0.51,0.9,0.76,0.39,0.42,745753,4915,11408,2808
Kuwait,Viva (KTC),419/04,2-Jul,-139.71,-6.4,0.88,0.44,0.92,0.32,0.74,0.68,0.59,0.1,683106,1211,22940,1812
Lebanon,MTC (MIC 2 Touch),415/03,2-Jul,-156.3,-9.09,0.79,0.79,0.91,0.75,0.91,0.02,0.14,0.92,912708,8734,78305,4000
Luxembourg,Tango,270/77,2-Jul,-71.97,-7.16,0.81,0.52,0.65,0.3,0.13,0.91,0.41,0.36,970978,3777,69686,1522
Macao,CTM,455/01,2-Jul,-116.67,-10.94,0.82,0.4,0.48,0.04,0.88,0.52,0.77,0.99,394847,3309,80480,2737
Macao,Hutchison 3,455/03,2-Jul,-133.16,-14.97,0.33,0.82,0.58,0.75,0.79,0.53,0.32,0.86,644597,1297,70157,5282
Malaysia,Celcom,502/19,2-Jul,-122.09,-8.88,0.47,0.47,0.07,0.82,0.71,0.69,0.08,0.19,599779,4373,20298,9427
Malaysia,DiGi  Telecommunication,502/16,2-Jul,-158.81,-8.03,0.89,0.45,0.49,0.83,0.35,0.89,0.04,0.5,936396,5775,53587,1523
Malaysia,Maxis,502/12,2-Jul,-86.69,-12.18,0.62,0.74,0.22,0.06,0.02,0.98,0.96,0.1,309202,4669,68212,2162
Malta,Vodafone(MALTA),278/01,2-Jul,-92.19,-8.8,0.47,0.65,0.21,0.72,0.41,0.54,0.35,0.29,694375,9342,35389,9574
Mauritius,Cellplus Orange,617/01,2-Jul,-85.14,-13.79,0.75,0.65,0.73,0.17,0.39,0.6,0.86,0.28,894585,3477,69141,6194
Netherlands,Vodafone(NETHERLANDS),204/04,2-Jul,-98.23,-13.76,0.92,0.85,0.19,0.59,0.74,0.81,0.39,0.81,890699,6156,49283,5645
Netherlands,T-mobile (ex Ben),204/16,2-Jul,-129.42,-13.18,0.26,0.69,0.86,0.32,0.69,0.25,0.69,0.11,269288,4518,14427,5616
New Zealand,Vodafone(NEW ZEALAND),530/01,2-Jul,-141.58,-13.65,0.81,0.77,0.79,0.89,0.51,0.41,0.75,0.64,246020,2296,42699,6658
Nigeria,EMTS,621/60,2-Jul,-67.67,-14.69,0.18,0.47,0.5,0.57,0.55,0.98,0.22,0.26,614844,6009,62299,5519
Norway,Telenor Mobile,242/01,2-Jul,-66.04,-11.22,0.08,0.41,0.72,0.71,0.44,0.92,0.02,0.01,795543,3340,54954,1611
Norway,NetCom TeliaSonera,242/02,2-Jul,-149.76,-11.73,0.41,0.32,0.57,0.48,0.61,0.04,0.49,0.81,142047,3018,14054,4410
Oman,Nawras,422/03,2-Jul,-127.13,-10.26,0.64,0.19,0.24,0.7,0.82,0.81,0.73,0.19,184089,3595,65271,5462
Oman,Oman Mobile - GTO (Omantel),422/02,2-Jul,-131.01,-8.57,0.13,0.2,0.96,0.27,0.07,0.69,0.36,0.16,826516,8596,70955,9456
Philippines,Smart,515/03,2-Jul,-116.59,-8.58,0.31,0.45,0.33,0.97,0.99,0.46,0.47,0.19,759673,4518,98299,9649
Poland,"T-Mobile (ERA,PTC)",260/02,2-Jul,-139.17,-10.01,0.61,0.6,0.63,0.54,0.4,0.89,0.6,0.35,614298,7131,98466,6443
Poland,Orange/Centertel,260/03,2-Jul,-125.18,-9.85,0.6,0.88,0.12,0.5,0.47,0.23,0.91,0.46,773774,1713,96320,4414
Portugal,Vodafone(PORTUGAL),268/01,2-Jul,-107.85,-10.96,0.45,0.38,0.02,0.77,0.53,0.2,0.25,0.89,146843,6757,75705,1278
Portugal,Optimus (Sonecom),268/03,2-Jul,-80.6,-11.34,0.28,0.5,0.07,0.84,0.21,0.08,0.24,0.68,379936,3411,42349,7945
Qatar,Vodafone(QATAR),427/02,2-Jul,-121.36,-9.13,0.36,0.54,0.5,0.44,0.8,0.53,0.02,0.92,755225,9344,30687,9714
Qatar,Q-Tel,427/01,2-Jul,-109.15,-12.95,0.16,0.2,0.79,0.27,0.26,0.64,0.03,0.82,836022,3130,48365,3287
Romania,Orange (Mobilrom),226/10,2-Jul,-76.13,-9.02,0.15,0.89,0.33,0.44,0.73,0.94,0.88,0.54,143363,4926,32488,8967
Russia,MTS(RUSSIA),250/01,2-Jul,-76.64,-8.99,0.13,0.17,0.94,0.9,0.55,0.46,0.41,0.67,885657,1488,53526,8276
Russia,MegaFon,250/02,2-Jul,-107.51,-9.5,0.71,0.72,1,0.65,0.53,0.57,0.14,0.66,422237,4757,99117,4779
Russia,Vimpelcom Beeline (KB Impuls),250/99,2-Jul,-145.18,-7.83,0.24,0.84,0.76,0.98,0.78,0.41,0.18,0.38,432864,4425,43349,3414
Saudi Arabia,Saudi Telecom Company,420/01,2-Jul,-130.76,-8.44,0.22,0.23,0.57,0.15,0.31,0.22,0.56,0.58,527612,2588,19386,3556
Saudi Arabia,Mobily,420/03,2-Jul,-101.61,-7.04,0.46,0.84,0.35,0.56,0.65,0.25,0.12,0.14,496413,5177,85465,8591
SERBIA,Telenor Serbia,220/01,2-Jul,-98.75,-9.24,0.46,0.07,0.75,0.97,0.5,0.12,0.53,0.07,124513,1937,71236,9764
Singapore,Mobile One,525/03,2-Jul,-148.85,-8.45,0.95,0.97,0.47,0.7,0.1,0.78,0.17,0.57,203433,2807,57283,3217
Singapore,Starhub,525/05,2-Jul,-91.72,-11.47,0.01,0.88,0.1,0.04,0.35,0.83,0.07,0.55,124934,2440,96785,7427
Singapore,SingTel,525/01,2-Jul,-90.32,-11.31,0.01,0.04,0.25,0.8,0.14,0.8,0.21,0.92,693496,1757,44980,7737
Slovak Republic,Orange (ex Globtel),231/01,2-Jul,-157.15,-14.11,0.19,0.02,0.07,0.56,0.87,0.01,0.76,0.86,526898,1855,45095,7550
Slovenia,SI Mobil,293/40,2-Jul,-94.92,-8.44,0.95,0.97,0.96,0.2,0.04,0.94,0.89,0.57,537722,9953,21279,7905
South Africa,Vodacom(SOUTH AFRICA),655/01,2-Jul,-131.11,-6.97,0.03,0.36,0.23,0.64,0.72,0.13,0.25,0.34,261941,5009,91141,3421
South Africa,MTN(SOUTH AFRICA),655/10,2-Jul,-72.96,-14.71,0.9,0.02,0.85,0.5,0.64,0.9,0.27,0.68,877936,9975,92582,5791
South Korea,KT (KTF),450/08,2-Jul,-122.96,-11.42,0.36,0.87,0.49,0.21,0.22,0.17,0.58,0.1,654371,7403,82122,5141
South Korea,SK Telecom,450/05,2-Jul,-111.4,-7.24,0.27,0.05,0.79,0.26,0.66,0.62,0.11,0.74,435239,9573,61147,5817
Spain,Orange/Amena,214/03,2-Jul,-148.49,-13.67,0.77,0.55,0.74,0.91,0.09,0.95,0.5,0.08,442935,2606,83983,8102
Spain,Vodafone (AirTel),214/01,2-Jul,-110.53,-12.24,0.32,0.79,1,0.01,0.96,0.71,0.6,0.07,153182,8270,35895,5331
Spain,Xfera Yoigo,214/04,2-Jul,-91.46,-7.88,0.23,0.43,0.68,0.93,0.79,0.46,0.84,0.16,951584,8249,21596,6600
Spain,Telefonica Moviles(SPAIN),214/07,2-Jul,-152.9,-13.79,0.84,0.99,0.85,0.6,0.46,1,0.95,0.61,365308,1036,86468,3754
Sweden,Tele2 - Comviq,240/07,2-Jul,-96.46,-13.33,0.32,0.64,0.98,0.61,0.29,0.23,0.36,0.19,303705,7336,11546,5400
Sweden,"Telenor (Vodafone,Europolitn)",240/08,2-Jul,-101.08,-12.24,0.27,0.12,0.77,0.5,0.11,0.24,0.1,0.27,105919,4391,59920,7139
Sweden,TeliaSonera Mobile,240/01,2-Jul,-107.08,-9.87,0.36,0.89,0.27,0.94,0.61,0.07,0.44,0.67,534024,5289,99473,3406
Switzerland,Swisscom,228/01,2-Jul,-145.49,-11.86,0.13,0.36,0.9,0.09,0.33,0.32,0.43,0.61,802404,3746,14797,9514
Switzerland,Sunrise DiAx,228/02,2-Jul,-120.9,-6.9,0.23,0.32,0.97,0.1,0.33,0.75,0.6,0.76,565924,3902,49647,9685
Switzerland,Orange(SWITZERLAND),228/03,2-Jul,-126.21,-6.51,0.2,0.59,0.93,0.58,0.62,0.86,0.32,0.46,923235,3265,92965,8741
Thailand,True Move  HSPA,520/00,2-Jul,-119.63,-7.68,0.05,0.42,0.52,0.87,0.67,0.14,0.83,0.3,393855,6200,16711,6641
Thailand, AIS,520/03,2-Jul,-83.01,-11.93,0.07,0.63,0.59,0.19,0.19,0.44,0.78,0.71,340410,2678,58554,2967
Turkey,Vodafone (TelSim),286/02,2-Jul,-77.62,-7.5,0.35,0.39,0.7,0.07,0.09,0.64,0.73,0.29,800244,8420,32581,3954
Turkey,Turkcel,286/01,2-Jul,-139.11,-8.26,0.13,0.73,0.1,0.87,0.11,0.93,0.95,0.44,553333,9713,35353,9058
United Arab Emirates,Etisalat(UAE),424/02,2-Jul,-67.15,-11.1,0.12,0.76,0.59,0.84,0.1,0.78,0.85,0.17,932516,1135,92893,8783
United Arab Emirates,Du,424/03,2-Jul,-85.32,-13.95,0.02,0.1,0.58,0.92,0.54,0.09,0.17,0.39,376258,7445,27726,5503
United Kingdom,Vodafone(UK),234/15,2-Jul,-109.19,-13.77,0.78,1,0.53,0.08,0.79,0.45,0.36,0.99,655202,5268,75384,1046
United Kingdom,Everything Everywhere,234/30,2-Jul,-104.04,-9.01,0.66,0.8,0.91,0.47,0.12,0.47,0.79,0.24,365054,8869,82854,4540
United Kingdom,Telefonica O2 (CellNet),234/10,2-Jul,-81.74,-7.42,0.08,0.21,0.03,0.02,0.42,0.48,0.56,0.62,305395,8194,27211,8715
United Kingdom,Everything Everywhere (ex-Orange),234/33,2-Jul,-84.15,-10.93,0.78,0.75,0.89,0.74,0.81,0.34,0.21,0.56,668123,2169,83572,8292
Unted States,AT&T,310/410,2-Jul,-126.8,-9.45,0.46,0.36,0.23,0.55,0.25,0.68,0.68,0.5,870046,4211,57592,9659
Unted States,Guamcell Cellular and Paging,310/370,2-Jul,-154.44,-7.51,0.16,0.47,0.79,0.52,0.84,0.68,0.17,0.58,907499,2539,87014,4555
Unted States,T-Mobile,310/260,2-Jul,-152.43,-7.78,0.38,0.81,0.37,0.99,0.91,0.28,0.28,0.27,693460,2757,33224,9886
Unted States,Verizon Wireless,311/48,2-Jul,-116.04,-6.3,0.59,0.15,0.14,0.8,0.56,0.34,0.93,0.8,246218,3057,98065,9762
Albania,Vodafone(ALBANIA),276/02,3-Jul,-67.82,-10.13,0.69,0.68,0.37,0.05,0.03,0.24,0.43,0.67,591176,4683,85977,3486
Australia,Vodafone Hutchison,505/03,3-Jul,-132.16,-7.8,0.99,0.24,0.34,0.75,0.85,0.93,0.64,0.92,945895,7029,17793,4860
Australia,Optus,505/02,3-Jul,-65.98,-8.06,0.8,0.72,0.97,0.21,0.07,0.9,0.67,0.72,248801,9149,13372,7362
Australia,Telstra,505/01,3-Jul,-62.81,-9.19,0.81,0.52,0.68,0.1,0.4,0.4,0.81,0.7,113062,6737,90460,7889
Austria,A1 Austria Telekom (Mobilkom),232/01,3-Jul,-111.59,-12.5,0.02,0.1,0.43,0.55,0.76,0.64,0.33,0.69,453860,8248,79766,8737
Austria,H3G(AUSTRIA),232/10,3-Jul,-79.4,-10.28,0.18,0.63,0.66,0.01,0.63,0.72,0.07,0.23,588250,5794,14793,5190
Bahrain,Viva,426/04,3-Jul,-65.94,-6.14,0.42,0.2,0.29,0.62,0.54,0.43,0.32,0.34,456951,8874,56789,3811
Bahrain,Batelco,426/01,3-Jul,-115.78,-6.72,0.57,0.5,0.83,0.42,0.08,0.37,0.76,0.72,886574,8355,66045,5884
Bahrain,Zain/Vodafone/MTC,426/02,3-Jul,-80.51,-10.37,0.26,0.26,0.91,0.38,0.74,0.06,0.34,0.63,981726,7505,86597,5647
Belgium,"Base (KPN,Orange)",206/20,3-Jul,-91.33,-9.29,0.13,0.61,0.99,0.33,0.6,0.42,0.21,0.29,408363,4485,40281,2066
Belgium,Mobistar S.A.,206/10,3-Jul,-136.13,-7.57,0.28,0.17,0.63,0.69,0.63,0.17,0.25,0.19,675128,9840,16780,4673
Belgium,Belgacom Mobile,206/01,3-Jul,-91.48,-11.89,0.31,0.43,0.99,0.52,0.77,0.98,0.05,0.56,498050,4996,45349,8311
Brazil,Vivo S.A,724/10,3-Jul,-92.75,-6.21,0.59,0.88,0.68,0.01,0.28,0.08,0.89,0.72,325813,5450,13263,6500
Brazil,TIM,724/04,3-Jul,-78.68,-12.24,0.61,0.73,0.29,0.84,0.39,0.81,0.59,0.62,819741,3181,57975,7154
Bulgaria,Mobiltel,284/01,3-Jul,-62.47,-14.31,0.13,0.11,0.41,0.68,0.56,0.51,1,0.21,504044,6424,24659,7541
Canada,Bell Mobility,302/610,3-Jul,-78.64,-9.69,0.44,0.99,0.62,0.13,0.61,0.6,0.17,0.8,906113,7997,59445,2537
Canada,Telus Mobility,302/220,3-Jul,-143.87,-14.17,0.51,0.55,0.78,0.13,0.81,0.5,0.53,0.72,362548,5783,58147,5703
China,China Mobile,460/07,3-Jul,-112.21,-12.82,0.88,0.38,0.94,0.41,0.28,0.58,0.18,0.97,821092,1836,15194,1890
China,China Unicom,460/01,3-Jul,-102.01,-9.83,0.66,0.83,0.68,0.47,0.72,0.74,0.39,0.08,129736,4970,71234,3167
China,China Mobile,460/02,3-Jul,-109.02,-13.75,0.95,0.59,0.11,0.62,0.58,0.38,0.08,0.65,289904,5270,67772,7074
China,China Mobile,460/00,3-Jul,-103.18,-13.78,0.47,0.96,0.27,0.99,0.11,0.16,0.62,0.71,862084,1180,24878,3272
Croatia,Croatian Telecom (ex T- Mobile),219/01,3-Jul,-73.13,-7,0.71,0.12,0.52,0.64,0.37,0.98,0.9,0.55,630922,5236,76670,6896
Croatia,VIP-net,219/10,3-Jul,-65.74,-6.83,0.93,0.13,0.69,0.04,0.03,0.99,0.4,0.41,104404,5554,96157,6908
Czech Republic,Telefonica O2 (Eurotel),230/02,3-Jul,-82.35,-10.88,0.17,0.61,0.52,0.33,0.88,0.28,0.81,0.32,541388,8240,10365,8754
Denmark,Telenor (Sonofon),238/02,3-Jul,-138.34,-6.6,0.61,0.96,0.84,0.64,0.05,0.56,0.21,0.01,434109,3238,47642,2903
Dominica Rep.,"Orange Dominicana, S.A.",370/01,3-Jul,-80.7,-9.77,0.72,0.67,0.7,0.57,0.12,0.92,0.33,0.41,815127,9901,61844,4714
Egypt,Vodafone(EGYPT),602/02,3-Jul,-131.54,-6.25,0.28,0.39,0.24,0.62,0.04,0.14,0.52,0.71,125021,1116,86600,3272
Egypt,Etisalat Misr,602/03,3-Jul,-138.76,-6.54,0.65,0.6,0.51,0.4,0.43,0.87,0.02,0.68,297509,5948,12890,4064
Estonia,Tele2(ESTONIA),248/03,3-Jul,-66.98,-6.21,0.55,0.13,0.4,0.28,0.28,0.12,0.38,0.05,708158,6054,76253,8211
France,SFR (Cegetel),208/10,3-Jul,-65.33,-11.54,0.89,0.13,0.46,0.83,0.52,0.43,0.25,0.17,548054,1502,23763,7155
France,Orange (Iteneris),208/01,3-Jul,-68.9,-6.81,0.99,0.01,0.67,0.15,0.79,0.18,0.34,0.95,138834,1820,11491,5351
France,Free Mobile,208/15,3-Jul,-93.46,-6.76,0.22,0.2,0.6,0.3,0.89,0.83,0.46,0.42,495545,3452,28540,4579
France,Bouygues,208/20,3-Jul,-130.13,-11.93,0.33,0.12,0.5,0.3,0.48,0.22,0.86,0.38,907845,7730,38051,9935
Germany,Telekom Deutschland (T-Mobile),262/01,3-Jul,-65.74,-8.52,0.3,0.65,0.78,0.15,0.12,0.86,0.62,0.92,247830,1965,23583,4878
Germany,Vodafone(GERMANY),262/02,3-Jul,-89.47,-12.51,0.98,0.18,0.43,0.47,0.79,0.79,0.36,0.83,831601,1784,22107,5707
Germany,Telefonica O2/viag,262/07,3-Jul,-87.72,-14.18,0.32,0.36,0.18,0.69,0.15,0.62,0.09,0.46,629836,8763,75992,5935
Germany,E-Plus,262/03,3-Jul,-153.16,-11.67,0.95,0.52,0.71,0.96,0.04,0.75,0.48,0.82,834851,9320,14209,3486
Hongkong,China Mobile - Peoples,454/12,3-Jul,-132.54,-14.2,1,0.97,0.2,1,0.32,0.34,0.49,0.37,101988,3807,57060,7251
Hongkong,H3G(HONG KONG),454/03,3-Jul,-72.63,-13.31,0.73,0.09,0.87,0.08,0.51,0.88,0.81,0.42,232333,8136,72880,8689
Hongkong,PCCW-HKT Telephone Limited,454/19,3-Jul,-157.07,-7.83,0.95,0.97,0.16,0.55,0.43,0.29,0.93,0.99,566346,1341,26033,8969
Hongkong,SmarTone - Vodafone,454/06,3-Jul,-73.01,-13.44,0.54,0.75,0.96,0.34,0.17,0.99,0.46,0.3,695054,9765,20426,7627
Hongkong,CSL (C&W),454/00,3-Jul,-133.63,-10.04,0.75,0.52,0.38,0.45,0.85,0.7,0.01,0.86,119012,5332,73088,8467
Hungary,Vodafone(HUNGARY),216/70,3-Jul,-77.9,-12.17,0.94,0.64,0.85,0.31,0.25,0.49,0.68,0.57,857547,6223,17747,8535
Hungary,T-Mobile(HUNGARY),216/30,3-Jul,-89.64,-13,0.31,0.59,0.66,0.61,0.92,0.52,0.15,0.22,117740,1986,94452,2704
India,Airtel (Karnataka),404/45,3-Jul,-159.64,-14.01,0.78,0.64,0.13,0.98,0.72,0.99,0.54,0.35,248047,6707,27365,8407
India,Airtel (Delhi),404/10,3-Jul,-62.1,-12.62,0.19,0.12,0.71,0.3,0.42,0.36,0.31,0.5,262423,4430,38990,3624
Indonesia,Indosat (IDNSL),510/01,3-Jul,-81.15,-14.81,0.11,0.14,0.96,0.73,0.61,0.46,0.37,0.41,192939,3716,12204,2661
Ireland,Vodafone(IRELAND),272/01,3-Jul,-124.22,-9.93,0.39,0.44,0.17,0.75,0.44,0.68,0.48,0.03,992083,3582,25858,2730
Ireland,Meteor,272/03,3-Jul,-96.42,-7.32,0.49,0.14,0.17,0.57,0.49,0.98,0.52,0.48,805607,1465,15361,4313
Ireland,Telefonica O2 (East DigiFone),272/02,3-Jul,-109.4,-9.26,0.51,0.21,0.78,0.28,0.46,0.78,0.86,0.85,457298,6323,71879,4114
Italy,Vodafone Omnitel,222/10,3-Jul,-68.81,-8.46,0.97,0.64,0.57,0.17,0.45,0.28,0.65,0.01,226880,6252,21689,5644
Italy,Wind,222/88,3-Jul,-125.17,-7.89,0.91,0.27,0.01,0.52,0.64,0.97,0.23,0.94,425567,1001,82759,6092
Japan,KDDI Corporation,440/51,3-Jul,-95.63,-11.05,0.96,0.08,0.68,0.38,0.93,0.04,0.95,0.58,226568,7612,92720,3243
Japan,Soft Bank (Vodafone KK),440/20,3-Jul,-67.84,-12.45,0.97,0.02,0.71,0.98,0.12,0.63,0.1,0.2,824898,8026,91365,5401
Japan,KDDI,440/50,3-Jul,-87.97,-13.29,0.11,0.64,0.29,0.64,0.43,0.9,0.69,0.13,307296,2600,12760,5374
Japan,NTT Docomo,440/10,3-Jul,-96.98,-9.73,0.27,0.32,0.12,0.74,0.3,0.62,0.4,0.94,189477,9045,88050,4293
Jordan,Zain (Fastlink),416/01,3-Jul,-102.25,-8.66,0.18,0.11,0.14,0.08,0.53,1,0.91,0.4,620937,8011,27635,3382
Jordan,Orange (MobileCom),416/77,3-Jul,-103.21,-10.52,0.88,0.67,0.83,0.57,0.33,0.09,0.06,0.93,875142,5600,32899,1601
Kazakhstan ,K-Cell,401/02,3-Jul,-78.78,-14.95,0.05,0.2,0.6,0.77,0.76,0.94,0.5,0.86,226263,9872,16728,9069
Kuwait,MTC/Zain,419/02,3-Jul,-87.21,-6.29,0.11,1,0.24,0.18,0.59,0.44,0.11,0.03,540698,3448,22161,6113
Kuwait,Viva (KTC),419/04,3-Jul,-121.26,-14.45,0.83,0.87,0.83,0.19,0.86,0.87,0.25,0.02,662383,3928,25000,8541
Lebanon,MTC (MIC 2 Touch),415/03,3-Jul,-93.96,-6.04,0.21,0.91,0.26,0.45,0.72,0.5,0.58,0.79,121650,2433,32001,3044
Luxembourg,Tango,270/77,3-Jul,-93.36,-6.92,0.72,0.84,1,0.27,0.72,0.41,0.96,0.33,317126,5024,60068,1872
Macao,CTM,455/01,3-Jul,-111.86,-13.63,0.96,0.75,0.52,0.12,0.44,0.37,0.5,0.73,514250,4608,90070,1915
Macao,Hutchison 3,455/03,3-Jul,-63.73,-11.13,0.19,0.03,0.54,0.53,0.26,0.39,0.02,0.22,533827,4943,52692,5623
Malaysia,Celcom,502/19,3-Jul,-74.1,-13.81,0.1,0.46,0.98,0.75,0.41,0.62,0.63,0.03,642774,4464,15225,8668
Malaysia,DiGi  Telecommunication,502/16,3-Jul,-103.28,-10,0.4,0.48,0.21,0.28,0.67,0.39,0.35,0.32,812179,7157,80379,2455
Malaysia,Maxis,502/12,3-Jul,-117.56,-13.07,0.42,0.09,1,0.52,0.29,1,0.57,0.62,468893,4150,13112,4936
Malta,Vodafone(MALTA),278/01,3-Jul,-127.63,-7.76,0.43,0.65,1,0.01,0.85,0.68,0.13,0.17,328844,8555,94403,5450
Mauritius,Cellplus Orange,617/01,3-Jul,-136.46,-12.57,0.02,0.3,0.83,0.14,0.75,0.87,0.31,0.57,857624,5737,50217,3217
Netherlands,Vodafone(NETHERLANDS),204/04,3-Jul,-124.75,-11.72,1,0.38,0.23,0.05,0.06,0.73,0.08,0.54,137469,6276,15402,3894
Netherlands,T-mobile (ex Ben),204/16,3-Jul,-86.82,-8.84,0.23,0.36,0.08,0.37,0.44,0.32,0.89,0.4,243286,2188,63888,2407
New Zealand,Vodafone(NEW ZEALAND),530/01,3-Jul,-149.89,-6.66,0.77,0.38,0.95,0.18,0.83,0.35,0.84,0.22,687741,4825,88507,7710
Nigeria,EMTS,621/60,3-Jul,-159.95,-12.17,0.37,0.58,0.46,0.81,0.72,0.69,0.76,0.58,591542,2677,61224,3424
Norway,Telenor Mobile,242/01,3-Jul,-138.57,-14.16,0.46,0.3,0.79,0.17,0.95,0.85,0.77,0.14,996384,2873,32726,9133
Norway,NetCom TeliaSonera,242/02,3-Jul,-83.59,-12.91,0.29,0.14,0.11,0.02,0.35,0.02,0.03,0.49,278235,4414,17527,9854
Oman,Nawras,422/03,3-Jul,-144.29,-8.43,0.88,0.51,0.16,0.18,0.67,0.72,0.04,0.58,333164,5512,39847,5875
Oman,Oman Mobile - GTO (Omantel),422/02,3-Jul,-68.36,-8.59,0.85,0.99,0.39,0.45,0.59,0.31,0.33,0.49,712252,2867,68502,4300
Philippines,Smart,515/03,3-Jul,-62.71,-12.29,0.59,0.54,0.9,0.03,0.86,0.9,0.29,0.46,526086,2013,60305,6615
Poland,"T-Mobile (ERA,PTC)",260/02,3-Jul,-74.85,-8.86,0.33,0.69,0.88,0.82,0.14,0.21,0.73,0.69,498809,9654,27385,3456
Poland,Orange/Centertel,260/03,3-Jul,-114.06,-6.37,0.07,0.39,0.6,0.33,0.53,0.45,0.49,0.29,531607,4049,19793,5259
Portugal,Vodafone(PORTUGAL),268/01,3-Jul,-132.73,-11.34,0.07,0.46,0.09,0.64,0.94,0.7,0.94,0.33,756663,1307,21131,1502
Portugal,Optimus (Sonecom),268/03,3-Jul,-111.86,-12.7,0.29,0.51,0.53,0.61,0.81,0.58,0.03,0.78,870150,1521,59139,9372
Qatar,Vodafone(QATAR),427/02,3-Jul,-64.51,-14.76,0.53,0.89,0.53,0.55,0.19,0.23,0.89,0.42,580358,2756,93765,9954
Qatar,Q-Tel,427/01,3-Jul,-88.07,-6.71,0.65,0.34,0.15,0.95,0.39,0.44,0.77,0.02,317624,4674,55348,9374
Romania,Orange (Mobilrom),226/10,3-Jul,-115.69,-11.56,0.02,0.92,0.82,0.9,0.04,0.9,0.94,0.32,792615,3957,55502,3320
Russia,MTS(RUSSIA),250/01,3-Jul,-115.93,-10.94,0.38,0.82,0.65,0.14,0.29,0.09,0.9,0.27,581209,3455,78354,3065
Russia,MegaFon,250/02,3-Jul,-121.05,-9.41,0.76,0.93,0.49,0.98,0.69,0.08,0.75,0.48,513295,4371,49780,2324
Russia,Vimpelcom Beeline (KB Impuls),250/99,3-Jul,-139.87,-8.64,0.3,0.38,0.27,0.7,0.39,0.71,0.69,0.76,969746,6538,34143,7189
Saudi Arabia,Saudi Telecom Company,420/01,3-Jul,-150.79,-9.51,0.88,0.83,0.01,0.04,0.73,0.32,0.67,0.53,236392,2550,11796,3075
Saudi Arabia,Mobily,420/03,3-Jul,-117.3,-11.78,0.39,0.23,0.02,0.63,0.11,0.17,0.94,0.94,527698,3373,24700,8371
SERBIA,Telenor Serbia,220/01,3-Jul,-88.25,-13.51,0.47,0.33,1,0.95,0.8,0.82,0.07,0.95,838500,1956,97416,2992
Singapore,Mobile One,525/03,3-Jul,-105.24,-12.6,0.27,0.3,0.45,0.97,0.07,0.5,0.61,0.37,767608,2608,58339,2925
Singapore,Starhub,525/05,3-Jul,-139.73,-9.5,0.11,0.81,0.57,0.49,0.76,0.78,0.34,0.18,433280,3437,31165,6211
Singapore,SingTel,525/01,3-Jul,-61.23,-13.42,0.52,0.99,0.7,0.66,0.99,0.39,0.87,0.71,425253,3081,17520,2140
Slovak Republic,Orange (ex Globtel),231/01,3-Jul,-124.76,-9.87,0.88,0.65,0.2,0.14,0.1,0.46,0.21,0.17,250450,6045,53653,1228
Slovenia,SI Mobil,293/40,3-Jul,-135.65,-14.94,0.09,0.54,0.43,0.17,0.19,0.63,0.33,0.84,826848,7359,50641,4466
South Africa,Vodacom(SOUTH AFRICA),655/01,3-Jul,-151.43,-7.81,0.52,0.72,0.81,0.84,0.96,1,0.06,0.04,559125,6323,90362,3540
