Region,Time,Subscriber_Prepaid,Subscriber_Postpaid,Subscriber_Combo1,Subscriber_Combo2,Subscriber_Combo3,Subscriber_Combo4,Subscriber_Combo5,Subscriber_Combo6,Subscriber_Combo12,VoLTE Holding Time_VoLTE holding Time,Data_Downlink traffic,Data_Uplink traffic,Coverage_Avg RSRP,Coverage_SINR,Quality_Avg RSRQ,VoLTE_Call setup success rate,VoLTE_Call completion success rate,VoLTE_Call setup time ,VoLTE_Drop call rate,VoLTE_IMS registration latency ,VoLTE_IMS registration success rate,VoLTE_HO interruption time,VoLTE_MOS,VoLTE_Speech path delay,Data_Call setup success rate,Data_Call completion success rate,Data_Call setup time ,Data_Drop call rate,Data_HO interruption time ,Data_Low throughput samples rate,Data_Retransmission rate,Streaming_Startup time,Streaming_MOS,Streaming_Freeze rate ,Streaming_Number of video stall,Streaming_Dropped frame rate,Streaming_Reproduction start failure rate,Streaming_Reproduction start delay,Streaming_Buffering time,Streaming_number of re-buffering,Streaming_Synchronization index,Streaming_Throughput,Streaming_Inter packet delay,Streaming_Jitter,Streaming_Packet loss rate,Streaming_Round trip time,Gaming_Startup time,Gaming_MOS,Gaming_Dropped frame rate,Gaming_Reproduction start failure rate,Gaming_Reproduction start delay,Gaming_Throughput,Gaming_Inter packet delay,Gaming_Jitter,Gaming_Packet loss rate,Gaming_Round trip time,Chatting_DNS lookup attempt,Chatting_Avg ping time,Chatting_App login time
ALX,1:00,4210,29857,19877,1640,1368,985,1936,2261,1790,64.08,2273.23,365.26,-76.75,19.89,-11.39,97.15,99.26,224.87,0.17,45.25,97.28,32.39,5,33.26,98.42,98.87,201.09,0.58,67.2,1.09,0.38,348.57,5,0.54,2,0.95,0.6,744.71,728.25,1,0.24,5.34,78.48,57.09,0.49,57.98,344.68,5,0.22,0.67,306.37,6.4,46.76,98.97,0.27,44.96,2,66.22,43.67
AMK,1:00,5175,32284,20692,2269,2522,1522,1954,1854,1470,129.23,1735.94,399.52,-78.16,20.57,-11.92,97.56,98.71,251.59,0.98,75.97,99.59,66.21,4,59.31,98.67,97.37,193.35,0.42,71.52,1.08,0.27,821.93,4,0.39,1,0.73,0.87,798.66,556.32,3,0.1,4.65,37.83,64.56,0.74,34.11,806.52,4,0.38,0.67,871.97,7.49,96.91,33.84,0.79,75.71,2,61.16,32.32
ART,1:00,2974,32642,19875,3005,1894,1523,2247,2119,1979,158.09,1630.33,414.04,-81.42,16.53,-10.12,99.3,98.78,272.62,0.23,63.01,97.31,48.47,4,94.42,98.86,98.65,226.03,0.49,39.78,1.16,0.22,809.86,4,0.7,2,0.07,0.65,833.3,938.31,2,0.34,9.22,91.77,40.38,0.42,86.49,679.39,4,0.58,0.67,576.28,2.09,84.94,87.62,0.45,81.12,1,78.57,65.43
AYE,1:00,2188,31855,20125,2881,2544,1024,1294,2270,1717,101.59,1965.94,413.70,-84.42,16.98,-11.42,97.01,97.19,212.87,0.97,63.15,97.62,54.23,5,79.25,97.43,99.59,252.64,0.75,95.92,1.76,0.25,322.18,5,0.18,2,0.69,0.52,785.39,740.82,1,0.24,4.44,49.92,94.89,0.52,35.85,509.34,4,0.25,0.2,506.81,9.07,99.24,68.81,0.87,98.87,1,85.36,55.94
BDK,1:00,2768,33264,20902,2093,2656,2720,2082,1513,1298,194.18,2132.51,412.55,-89.91,17.44,-10.45,99.37,97.83,230.8,0.33,89.11,99.23,97.42,4,53.51,98.28,98.05,239.51,0.77,30,1.4,0.1,948.34,5,0.18,2,0.65,0.1,542.19,513.67,3,1,6.01,43.87,85.06,0.29,91.28,908.12,4,0.63,0.84,679.67,2.31,31.81,59.37,0.89,81.28,3,51.78,82.53
BKK,1:00,3931,31516,20367,1590,2183,2035,2013,2025,1303,212.56,2131.89,422.15,-83.26,20.34,-10.96,98.8,97.01,191.44,0.96,43.17,99.75,96.71,4,41.49,99.05,100,296.94,0.29,86.2,1.62,0.46,707.42,5,0.9,3,0.81,0.86,801.81,855.66,2,0.69,1.44,62.01,63.25,0.42,57.17,593.73,4,0.58,0.87,688.94,4.93,90.78,32.64,0.34,65.62,2,97.29,88.33
BKT,1:00,2153,31435,20151,1922,1952,1848,1557,2087,1919,80.47,2036.01,400.07,-72.59,16.51,-9,98.24,97.54,276.46,0.95,81.99,98.34,54.85,4,77.31,98.3,99.23,213.54,0.13,37.19,1.07,0.31,777.06,5,0.18,2,0.62,0.38,468.95,682.61,2,0.79,4.71,72.79,49.5,0.29,89.6,585.18,5,0.36,0.61,958.58,9.98,32.35,81.72,0.9,45.67,2,50.26,56.42
BLT,1:00,2220,32780,19109,2130,2027,2076,2715,3286,1437,144.98,1945.93,369.56,-76.92,19.99,-8.53,97.79,97.24,221.24,0.85,83.18,99.32,95.09,5,88.45,98.39,97.03,295.11,0.11,48.83,1.14,0.31,604.45,5,0.66,2,0.81,0.15,532.29,725.01,2,0.3,9.01,41.29,65.68,0.49,64.8,556.79,4,0.92,0.91,626.59,6.6,56.07,58.78,0.67,66.69,3,93.84,97.21
BLY,1:00,2793,32175,20855,1954,1086,2252,2102,2631,1296,133.33,1846.17,405.53,-89.13,16.93,-10.79,99.45,99.02,276.55,0.85,34.97,99.84,40.58,4,88.71,98,98.14,220.83,0.59,94.03,1.23,0.1,804.99,4,0.43,3,0.57,0.25,952.73,556.11,2,0.77,3.46,40.37,83.34,0.95,58.08,618.02,4,0.66,1,525.23,4.41,73.45,61.25,0.1,56.67,1,64.74,33.05
BSN,1:00,3203,32439,19925,2210,2617,2412,1791,1740,1744,64.24,1991.25,391.16,-89.26,21.34,-9.47,98.64,98.52,273.03,0.52,96.27,98.05,86.18,4,47.92,98.77,97.82,203.11,0.67,34.3,1,0.29,600.3,4,0.28,1,0.36,0.87,552.07,912.4,1,0.84,4.43,70.56,90.33,0.93,98.23,578.99,4,0.34,0.97,408.96,3,49.47,45.92,0.14,64.73,1,65.89,40.29
BTB,1:00,3116,31097,18837,2456,1254,2815,2190,1635,1910,102.31,1374.59,413.02,-82.29,18.36,-9.97,99.34,97.94,235.66,0.62,36.69,97.68,97.28,4,70.47,98.39,99.17,298.39,0.4,94.03,1.75,0.35,348.65,4,0.51,2,0.79,0.82,321.66,426.1,3,0.68,1.64,45.35,85.24,0.55,54.76,856.13,4,0.42,0.68,458.73,8.7,60.71,61,0.22,57.89,2,61.53,53.93
BTP,1:00,4787,31512,19659,2050,1631,2154,2598,1915,1505,68.77,1740.35,397.23,-86.12,18.28,-8.27,99.17,98.34,275.04,0.13,47.95,97.66,46.29,4,93.36,98.76,98.56,294.05,0.93,95.61,1.93,0.22,427.01,5,1,2,0.51,1,928.56,354.03,2,0.55,9.9,97.77,76.54,0.13,99.15,962.31,5,0.89,0.26,885.3,4.77,71.01,49.48,0.1,80.83,3,66.74,58
CCK,1:00,3404,32146,19340,1797,1869,2874,2051,2076,2138,70.78,1804.71,395.00,-76.31,19.92,-11.65,99.49,97.49,189.51,0.63,65.99,99.54,91.19,4,51.61,97.99,97.25,209.93,0.76,37.94,1.06,0.35,580.34,5,0.45,2,0.91,0.09,532.57,914.15,1,0.46,2.86,34.18,67.39,0.16,46.89,626.41,5,0.62,0.87,316.05,3.03,40.23,53.61,0.52,46.17,2,79.33,68.57
CLM,1:00,4118,30392,20100,1968,1281,2720,1611,940,1771,59.50,1923.15,380.10,-77.99,20.83,-10.91,97.95,97.97,258.15,0.51,85.01,98.62,54.93,4,94.75,98.82,98.77,191.18,0.14,84.3,1.78,0.18,461.09,5,0.71,2,0.4,0.73,956.03,709.52,1,0.41,7.96,61.09,75.72,0.22,49.11,359.96,4,0.36,0.78,559.83,9.54,43.49,47.22,0.82,70.86,1,81.86,80.32
CNG,1:00,1936,31275,20179,1385,1254,2834,778,2554,2291,30.20,2203.70,413.35,-73.78,20.8,-11.34,97.27,99.06,191.1,0.2,45.29,97.27,58.47,5,52.42,98.04,97.86,290.14,0.22,58.34,1.94,0.31,510.77,4,0.87,1,0.54,0.53,981.45,441.67,3,0.9,2.44,94.7,48.28,0.48,33.94,985.68,4,0.77,0.08,985.29,2.89,50.08,99.3,0.74,34.97,1,65.58,78.67
CTH,1:00,4366,30838,19104,1311,1314,1995,3106,2086,1922,13.15,2120.88,405.34,-76.01,21.5,-11.14,98.47,97.16,237.03,0.56,70.11,97.45,79.99,5,46.87,97.51,97.13,264.59,0.48,91.49,1.28,0.46,897.19,4,0.45,1,0.77,0.97,332.85,946.2,1,0.4,4.23,34.49,48.82,0.33,99.74,901.58,5,0.22,0.81,368.92,7.44,65.46,53.92,0.83,55.75,3,98.54,47.12
ECS,1:00,4404,32180,19568,2315,2648,2365,1603,1873,1809,1.79,1416.56,407.45,-88.58,23.34,-9.93,99.6,99.4,297.63,0.89,84.98,98.21,76.52,4,43.24,99.27,97.72,188.65,0.71,80.54,1.4,0.17,812.42,5,0.08,3,0.71,0.89,330.23,322.07,1,0.32,9.25,71.02,97.02,0.74,93.56,634.65,4,0.49,0.4,426.31,2.6,30.47,66.01,0.58,74.74,1,99.52,78.25
GUL,1:00,2871,30743,19644,1159,2107,2090,2031,1699,2012,149.02,1781.18,411.96,-75.41,21.51,-11.7,98.77,99.75,179.91,0.12,97.54,97.68,41.09,5,44.43,98.96,99.54,229.75,0.15,54.37,1.43,0.32,987.69,4,0.62,3,0.07,0.57,312.41,854.91,2,0.64,6.76,64.98,75.19,0.97,86.53,357.17,4,0.88,0.6,775.78,1.33,77.76,70.82,0.97,66.45,1,92.79,79.8
HGG,1:00,4065,30510,19775,2161,1324,2272,1831,1473,1674,122.28,2037.18,351.25,-88.64,21.64,-8.33,98.17,98.74,201.43,0.62,87.68,98.23,65.83,4,76.71,98.13,98.7,285.99,0.1,60.71,1.58,0.44,616.35,4,0.35,2,0.47,0.92,856.37,939.17,3,0.69,6.13,30.81,61.77,0.81,50.21,929.12,4,0.6,0.55,688.37,8.75,79.94,31.97,0.72,34.8,1,47.54,81.68
HLV,1:00,3866,30220,19216,671,1999,1857,2815,1748,1914,83.41,2111.84,359.19,-74.35,19.92,-9.86,97.73,97.39,288.21,0.85,31.97,98.1,87.64,5,86.96,98.58,99.39,237.15,0.61,62.39,1.99,0.39,582.89,4,0.86,2,0.69,0.61,510.31,499.78,3,0.24,6.86,63.15,85.23,0.14,50.59,622.27,4,0.86,0.51,825.61,9.16,87.89,35.49,0.49,83.76,2,45.35,92.72
JRE,1:00,1977,31827,19448,2070,2018,1421,3014,1979,1877,151.79,2258.20,437.86,-89.9,20.64,-10.69,98.16,99.92,174.38,0.07,86.52,97.99,49.82,4,37.46,99.15,98.49,215.51,0.49,73.6,1.03,0.12,731.48,4,0.52,2,0.66,0.75,489.75,563.63,2,0.1,7.94,33.98,82.53,0.98,63.36,941,4,0.21,0.8,568.6,1.15,80.94,65.14,0.32,75.94,2,70.62,37.45
JRI,1:00,2307,32208,20221,2297,2307,2246,1444,2153,1540,78.72,2827.00,355.23,-79.8,18.46,-10.17,99.48,98.61,179.79,0.16,85.94,98.67,68.55,4,71.55,98.87,99.63,292.83,1,40.46,1.67,0.38,737.47,4,0.46,3,0.51,0.18,450.84,835.06,2,0.61,4.97,55.85,57.81,0.92,74.18,867.78,4,0.32,0.6,434.68,2.55,43.99,56.59,0.97,72.93,3,76.65,64.14
JRW,1:00,3591,31244,18901,1859,1852,2601,2666,1257,2108,32.86,1260.60,417.27,-87.64,23.52,-10.63,98.34,98.83,256.48,0.7,52.27,97.13,39.9,4,82.61,99.39,97.91,175.96,0.73,81.24,1.87,0.4,978.62,5,0.24,2,0.59,0.67,339.36,667.65,2,0.76,6.31,64.49,87.71,0.07,42.55,702.72,4,0.33,0.26,522.26,7.35,71.46,80.74,0.14,31,3,34.11,52.66
KLG,1:00,2194,30838,19055,1453,1788,1733,1757,3011,2041,131.15,2646.79,405.19,-88.91,23.39,-9.09,98.11,97.07,287.9,0.14,31.11,97.52,50.76,5,79.58,98.48,97.18,224.11,0.47,51.33,1.82,0.38,553.36,5,0.51,2,0.26,0.48,712.33,723.88,3,0.78,5.34,76.09,90.5,0.44,79.09,596.02,4,0.57,0.16,537.06,4.88,82.42,74.13,0.42,82.92,2,65.08,70.89
KRD,1:00,3519,31666,21548,1580,520,2543,2361,1837,1276,82.60,2786.99,407.70,-84.81,19.26,-8.83,99.66,98.34,227.28,0.72,98.42,97.46,42.61,5,76.76,99.59,97.26,172.11,0.54,68.12,1.56,0.14,386.66,4,0.57,2,0.72,0.82,389.25,554.6,3,0.91,4.74,78.02,52.92,0.37,70.51,637.49,4,0.68,0.78,754.51,9.2,74.32,48.38,0.65,87.27,3,88.73,99.57
KRJ,1:00,3291,29515,18889,2037,1592,2010,1166,1915,1906,111.35,1545.80,388.45,-80.61,17.63,-11.33,98.69,99.08,214.26,0.07,96.78,98.67,68.72,5,33.08,98.27,99.29,265.74,0.08,91.69,1.13,0.14,779.55,4,0.7,2,0.22,0.86,791.59,985.34,1,0.64,5.44,71.06,87.65,0.69,66.69,692.46,4,0.86,0.88,422.13,4.65,37.74,40.58,0.82,90.34,2,85.57,34.95
LCK,1:00,3962,30608,19819,1524,2840,1226,1369,1946,1884,140.20,2151.93,397.33,-83.18,17.77,-10.51,98.38,99.33,292.83,0.09,80,97.33,86.86,5,52.26,99.51,98.72,212.37,0.34,66.98,1.02,0.24,368.41,4,0.89,1,0.18,0.9,356.06,514.35,1,0.54,2.72,39.92,99.77,0.86,34.93,555.46,5,0.25,0.32,482.87,2.11,49.01,81.88,0.57,61.35,3,36.44,34.15
LTG,1:00,2685,30321,19022,2109,2720,2021,1734,1104,1613,119.54,2340.88,403.03,-88.01,17.82,-8.98,98.09,99.08,214.71,0.23,43.89,98.62,50.01,4,91.59,99.21,99.79,170.5,0.35,56.71,1.65,0.1,417.31,4,0.92,1,0.66,0.25,589.38,497.87,3,0.55,8.82,81.67,78.85,0.38,82.71,344.35,4,0.35,0.75,303.82,6.93,99.06,86.15,0.74,56.07,1,66.23,35.51
MBY,1:00,4014,34520,21571,1823,2196,3018,2285,1611,2016,51.27,1679.94,366.39,-83.88,20.99,-10.78,99.56,97.19,199.39,0.5,91.87,97.15,86.88,4,38.43,98.64,97.8,227.82,0.7,83.19,1.42,0.33,795.82,4,0.14,1,0.31,0.07,598.49,604.71,1,0.75,5.2,75.18,55.1,0.83,59.41,996.76,4,0.89,0.16,907.52,2.06,69.27,86.8,0.94,55.7,3,62.47,44.64
MND,1:00,1998,31905,20915,2954,1316,2217,1642,1699,1162,157.82,2403.06,388.45,-72.82,23.87,-8.92,99.89,98.78,288.9,0.44,42.97,98.12,64.87,5,83.61,98.59,99.99,237.02,0.19,46.2,1.86,0.22,575.57,5,0.51,1,0.53,0.18,688.15,686.57,1,0.86,3.58,36.55,53.1,0.81,30.01,747.33,4,0.12,0.1,576.24,5.53,70.19,66.75,0.6,31.75,3,79.59,48.25
MPR,1:00,3442,34412,20385,2348,2107,1679,2640,2621,2632,98.10,3032.50,408.78,-75.78,18.09,-8.42,98.43,98.2,237.02,0.36,43.96,97.87,33.75,4,71.38,98.76,98.29,186.35,0.76,84.98,1.67,0.25,768.99,4,0.85,1,0.42,0.3,914.15,581.32,2,0.8,4.63,41.14,36.38,0.3,97.59,729.69,5,0.55,0.99,680.23,5.47,53.17,49.31,0.26,84.15,1,70.26,84.96
MSL,1:00,3837,30525,20014,1362,2154,1272,2021,1777,1926,176.98,1582.36,376.25,-84.54,21.8,-8.52,97,97.79,174.45,0.48,70.88,97.17,71.8,5,40.65,99.04,97.3,296.91,0.62,57.9,1.47,0.15,336.84,5,0.67,2,0.34,0.26,719.78,584.86,1,0.98,8.53,77.32,92.81,0.59,95.9,921.1,4,0.29,0.7,614.27,2.7,38.49,54.8,0.61,57.27,2,70.71,76.88
ORC,1:00,2433,33439,20871,2028,2338,2097,1683,2618,1804,59.59,1513.92,395.21,-87.52,17.11,-9.96,99.8,97.63,191.08,0.26,66.66,99.71,77.41,4,31.23,99.18,98.1,249.09,0.92,39.81,1.3,0.37,499.81,5,0.98,3,0.1,0.12,369.99,699.49,1,0.53,4.6,44.93,63.94,0.34,38.43,892.98,5,0.59,0.71,432.61,3.94,43.19,57.64,0.39,86.54,1,60.6,50.01
PGL,1:00,1257,32110,19018,2663,2626,2171,2018,1791,1824,102.40,1842.64,418.17,-79.21,18.74,-10.56,99.6,98.99,197.3,0.47,84.17,99.86,48.41,4,83.86,98.4,99.96,176.82,0.51,64.31,1.55,0.41,501.63,4,0.87,3,0.37,0.24,478.55,336,1,0.94,3.09,53.05,72,0.9,42.59,977.21,4,0.25,0.84,660.08,7.75,51.88,48.87,0.63,41.03,1,81.52,67.28
PLB,1:00,2322,32387,20407,2548,1808,2186,1976,1718,1743,216.18,2286.01,387.94,-88.33,18.53,-10.67,99.76,99.04,214.93,0.59,93.38,98.27,82.92,5,67.68,98.94,97.8,166.01,0.55,94.02,1.87,0.35,967.4,5,0.21,2,0.48,0.82,837.75,456.49,3,0.08,3.19,46.41,90.28,0.86,92.93,753.8,5,1,0.76,775.61,9.11,71.72,56.22,0.8,68.81,2,31.25,69.68
PNR,1:00,4012,30697,19352,1080,1910,1992,2553,2173,1635,148.93,2395.79,398.66,-75.06,16.8,-11.79,99.23,97.07,290.07,0.44,96.49,99.47,62.94,4,58.49,99.49,99.69,187.68,0.93,30.19,1.04,0.42,810.28,5,0.49,1,0.32,0.74,476.83,502.51,2,0.9,6.18,31.7,36.41,0.93,47.62,455.36,5,0.35,0.14,355.35,3.84,82.36,33.23,0.79,63.44,3,76.23,39.6
PRS,1:00,4684,33402,19970,2489,2661,1980,2198,1640,2464,154.99,2030.00,410.99,-85.79,18.05,-11.01,99.17,97.94,287.39,0.2,73.89,98.57,73.67,5,45.23,98.29,99.08,194.42,0.85,39.26,1.41,0.39,495.05,4,0.99,1,0.1,0.58,636.83,337.51,1,0.92,8.79,46.92,65.86,0.67,82.88,804.4,5,0.47,0.81,744.61,9.58,55.73,91.15,0.74,81.78,1,44.36,95.74
PTK,1:00,3549,28218,18732,1583,1195,1641,1037,2066,1964,135.88,2235.52,411.19,-79.05,22.24,-9.38,98.7,99.11,245.16,0.21,64.54,98.57,72.69,4,50.67,97.61,98.35,160.68,0.54,37.24,1.86,0.33,425.89,4,0.27,2,0.72,0.86,872.34,613.03,1,0.2,8.88,99.2,40.77,0.86,96.85,676.85,4,0.37,0.45,395.93,8.48,32.84,90.09,0.14,56.19,2,94.87,98.68
PUB,1:00,3730,34203,18998,2109,1066,2474,3032,4035,2489,143.26,2112.56,424.72,-76.66,16.24,-9.13,97.94,97.75,244.47,0.66,95.04,98.28,66.14,5,41.1,99.36,97.34,261.4,0.76,76.04,1.54,0.31,831.01,5,0.57,1,0.99,0.17,579.01,584.6,1,0.24,8.9,36.31,89.67,0.66,67.25,548.83,4,0.81,0.45,719.01,3.04,53.4,79.58,0.07,60.51,1,46.55,97.82
SDM,1:00,4054,33232,21633,2074,1732,1837,2033,1938,1985,158.16,3073.84,402.45,-74.66,19.64,-8.53,97.94,99.62,185.77,0.96,81.17,98.86,66.13,5,49.6,99.97,97.5,272.13,0.23,78.32,1.5,0.1,826.53,5,0.49,2,0.08,0.93,598.07,854.25,1,0.62,2.69,36.65,85.02,0.87,52.66,606.33,4,1,0.19,470.56,8.72,99.42,86.63,0.83,83.37,3,76.96,64.03
SHW,1:00,3439,30790,19332,1895,1040,2584,2314,1849,1777,196.14,1950.25,380.35,-85.01,16.49,-8.37,99.24,99.29,164.55,0.35,30.07,98.76,31.89,4,56.23,98.33,99.06,282.17,0.25,47.35,1.65,0.17,722.81,5,0.73,2,0.97,0.33,932.71,863.08,1,0.47,1.8,33.14,46.29,0.95,51.69,421.26,4,0.08,0.64,306.11,4.22,60.54,49.74,0.97,44.98,3,83.32,80.14
SKG,1:00,1846,31540,20079,1801,2151,1906,1347,2078,2177,205.79,2830.83,400.65,-89.13,16.22,-11.47,99.77,97.62,157.93,0.84,36.76,99.88,33.07,5,89.93,97.33,99.94,237.5,0.79,90.04,1.53,0.49,830.27,5,0.13,2,0.81,0.65,409.13,968.78,2,0.57,8.96,56.47,84.02,0.5,91.32,982.15,5,0.29,0.34,327.69,1.59,31.61,89.07,0.18,41.47,1,71.46,91
SMB,1:00,4095,33864,20842,1856,2118,2009,2008,1461,3570,180.09,1680.42,413.50,-85.5,22.86,-9.16,99.72,98.89,155.93,0.45,48.69,98.67,70.76,5,30.89,98.84,97.5,182.88,0.08,32.73,1.57,0.26,328.55,4,0.87,3,0.14,0.79,449.44,538.51,3,0.66,8.2,90.34,35.32,0.55,51.07,742.3,5,0.58,0.7,803.58,5.26,73.27,76.22,0.67,54.34,2,41.73,63.16
SMI,1:00,2353,32280,19429,1980,1287,1828,2259,2673,2825,92.40,2663.19,367.55,-74.6,22.75,-10.47,98.34,98.72,177.31,0.14,66.48,97.19,87.09,5,69.23,98.39,98.68,211.58,0.1,82.88,1.23,0.29,824.19,4,0.93,1,0.79,0.27,328.38,740.57,2,0.09,3.74,52.37,80.87,0.54,80.86,730.75,4,0.23,0.71,881.48,8.62,75.34,46.77,0.71,91.79,2,87.14,73.2
SRG,1:00,3942,30749,18622,2174,1758,2257,820,1950,3169,230.82,2129.54,417.18,-89.67,22.13,-9.51,98.38,97.65,226.42,0.23,95.21,97.57,40.12,5,42.98,99.31,97.72,199.62,0.14,73.02,2,0.1,366.09,5,0.38,1,0.25,0.16,596.18,971.65,2,0.13,1.26,88.6,31.65,0.22,37.61,740.14,4,0.81,0.88,808.41,3.48,79.15,57.47,0.15,78.44,1,89.36,36.05
STS,1:00,3940,34365,19997,2542,2472,2603,2132,2588,2031,148.36,2745.28,387.57,-71.15,16.63,-10.92,99.9,98.95,296.02,0.82,91.03,99.57,57.53,5,84.09,98.6,97.87,248.55,0.55,48.44,1.03,0.14,838.11,5,0.23,3,0.1,0.67,527.23,547.75,3,0.79,2.69,70.57,74.28,0.78,54.02,712.66,5,0.57,0.96,546.63,2.48,49.41,86.5,0.17,61.94,3,63.92,99.61
TBL,1:00,2649,33769,18514,2492,2493,2451,2418,2625,2777,244.87,1804.08,440.71,-88.6,21.65,-8.37,99.86,97.71,278.25,0.17,79.26,99.92,84.49,4,64.88,98.5,99.22,244.13,0.99,77.11,1.45,0.27,683.88,5,0.68,2,0.55,0.12,719.82,885.78,3,0.59,8.73,90.61,47.69,0.97,54.29,527.47,5,0.93,0.5,436.69,3.07,38.38,50.9,0.95,47.95,1,81.48,63.45
TGL,1:00,2010,35970,22410,974,2639,3270,2035,3119,1523,79.87,1669.34,401.08,-80.21,20.78,-8.4,99.07,97.48,250.46,0.59,58.92,98.55,87.68,5,42.05,99.37,97,246.87,0.48,42.05,1.17,0.44,440.73,5,0.46,3,0.51,0.25,394.77,761.49,3,0.54,9.23,43.61,76.04,0.52,79.04,374.1,4,0.15,0.9,603.65,5.92,56.83,40.6,0.31,97.19,1,87.15,49.9
TMP,1:00,2287,35634,21476,2077,2347,2598,2228,2583,2324,88.41,2277.60,358.55,-83.9,19.72,-11.44,100,97.87,172.5,0.64,80.48,98.55,69.99,5,98.22,99.49,98.8,195.54,0.43,40.89,1.72,0.45,512.01,4,0.23,1,0.95,0.38,571.36,499.29,3,0.69,5.13,70.26,58.12,0.36,62.2,810.99,4,0.67,0.33,581.61,4.61,65.63,53.57,0.9,52.04,3,66,58.58
TMS,1:00,4890,34918,20550,2147,2686,2615,2540,1583,2797,178.24,1920.87,384.64,-88.92,21.12,-9.17,100,97.75,174.59,0.51,63.06,99.21,77.59,4,61.63,99.57,98.29,188.46,0.25,82.87,1.32,0.34,790.44,4,0.74,2,0.87,0.3,425.27,886.19,1,0.75,2.77,44.37,81.66,0.49,59,309.65,4,0.1,0.56,364.49,9.82,81.95,34.04,0.94,82.37,3,84.05,38.63
TPY,1:00,2750,30750,19632,2378,1963,590,2070,2296,1821,-94.27,2548.96,407.29,-81.22,22.27,-11.95,100,99.74,239.8,0.59,70.36,99.86,69.05,5,32.9,98.52,98.76,173.28,0.95,47.92,1.96,0.28,672.93,5,0.25,1,0.28,0.58,989.17,497.15,1,0.28,5.22,72.8,56.34,0.59,48.45,312.3,4,0.43,0.55,333.12,9.14,71.56,95.57,0.34,40.01,1,58.32,45.72
TUS,1:00,4586,32433,19399,2099,1646,2030,2299,3041,1918,-13.54,1788.08,405.47,-83.94,21.85,-9.82,100,99.61,265.14,0.24,51.93,99.59,78.22,5,57.72,97.23,97.5,266.54,0.16,88.9,1.76,0.1,828.64,4,0.39,2,0.77,0.97,342.37,450.01,3,0.79,5.29,83.84,46.98,0.71,85.79,810.58,5,0.3,0.32,795.69,5.82,65.6,81.26,0.3,71.77,3,98.55,83.87
WLD,1:00,4188,30510,19450,1857,1781,1894,1936,1746,1847,92.78,1983.23,399.08,-71.23,18.4,-11.21,100,99.97,286.83,0.43,75.8,98.01,76.44,5,30.78,98.16,99,280.13,0.27,50.22,1.63,0.44,513.29,5,0.68,1,0.65,0.39,720.31,544.93,2,0.3,9.2,87.56,90.75,0.33,92.67,763.87,4,0.84,0.09,902.75,6.85,45.93,53.34,0.12,54.84,3,69.8,66.24
YCK,1:00,3022,32302,20094,1506,2218,1824,1778,2237,2644,104.73,3016.84,434.26,-84.76,16.18,-10.74,100,97.35,238.73,0.43,92.38,97.85,43.31,4,45.44,97.77,97.87,204.59,0.93,45.57,1.49,0.43,445.39,4,0.31,2,0.59,0.48,457.07,687.4,2,0.86,9.29,61.72,34.31,0.75,55.61,329.55,4,0.16,0.47,384.66,4.05,87.19,98.27,0.91,93.24,3,74.32,92.75
YSH,1:00,2552,28361,18126,1436,2593,872,1383,2243,1707,155.62,1778.26,360.52,-89.13,22.59,-10.17,100,97.49,255.19,0.21,32.13,98.31,59.86,5,75.91,97.92,98.46,243.25,0.54,47.71,1.66,0.13,322.95,5,0.49,1,0.15,0.84,854.11,617.02,3,0.53,8.12,98.97,67.67,0.54,73.59,660.99,5,0.15,0.85,918.12,7.43,62.18,73.98,0.31,85.99,3,77.06,70.33
ALX,2:00,2142,32084,19952,2107,1629,2452,1912,1596,2437,108.98,3051.40,420.43,-87.98,19.99,-11.11,100,98.48,268.63,0.24,35.17,99.72,54.95,5,49.89,99.75,97.51,201.75,0.68,81.27,1.53,0.49,945.99,5,0.59,1,0.2,0.39,723.56,468.11,2,0.35,8.9,70.28,40.28,0.61,64.81,817.89,4,0.12,0.08,693.25,4.88,98.47,32.22,0.1,64.9,2,60.73,80.57
AMK,2:00,4881,30441,18785,2010,2116,1784,2272,1763,1711,155.82,1658.73,391.20,-73.98,16.42,-9.49,100,99.84,210.76,0.42,95.65,97.76,64.02,4,40.8,97.28,97.02,236.27,0.4,98.96,1.69,0.33,949.03,4,0.85,2,0.12,0.19,577.96,734.72,1,0.91,5.5,42.47,75.55,0.2,57.78,741.39,4,0.35,0.95,769.24,1.13,42.62,42.68,0.5,34.54,3,42.76,87.29
ART,2:00,3324,33827,19897,2546,3347,2257,1390,1949,2440,21.82,3228.24,441.91,-85.61,18.19,-9.01,97.55,99.27,180.29,0.74,71.95,97.55,35.66,5,33.5,97.45,97.43,225.66,1,84.57,1.55,0.28,322.55,5,0.26,2,0.1,0.24,517.84,985.57,2,0.27,5.02,89.55,66.69,0.71,96.8,726.51,5,0.18,0.37,320,8.76,63.56,30.26,0.37,69.67,1,55.35,89.03
AYE,2:00,3689,31456,19803,1364,2032,1745,2638,1677,2198,80.54,2647.54,384.81,-84.23,21.8,-9.21,98.54,99.11,236.72,0.33,94.12,98.83,89.1,5,94.91,97.97,97.73,199.81,0.75,67.01,1.49,0.5,441.06,5,0.07,3,0.82,0.94,947.06,847.11,2,0.61,8.26,85.42,95.75,0.62,32.26,393.53,4,0.98,0.74,335.15,5.39,42.57,97.51,0.14,61,3,32.95,57.56
