Country,Operator,MCC/MNC,TIME,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Japan,NTT Docomo,440/10,W2,-86.33,-9.87,0.27,0.25,0.5,0.43,0.87,0.49,0.71,0.14,841053,2701,18577,9084
Jordan,Zain (Fastlink),416/01,W2,-137.28,-14.7,0.18,0.45,0.26,0.1,0.69,0.47,0.23,0.91,289146,7167,78080,2057
Jordan,Orange (MobileCom),416/77,W2,-108.55,-14.74,0.61,0.13,0.63,0.66,0.96,0.88,0.62,0.55,821658,4776,72877,4040
Kazakhstan ,K-Cell,401/02,W2,-73.61,-7.27,0.64,0.81,0.5,0.29,0.56,0.3,0.16,0.64,217520,7252,33065,9232
Kuwait,MTC/Zain,419/02,W2,-109.47,-10.29,0.79,0.62,0.89,0.5,0.28,0.68,0.93,0.26,615794,3112,64120,9764
Kuwait,Viva (KTC),419/04,W2,-99.88,-9.57,0.75,0.44,0.86,0.72,0.96,0.61,0.41,0.47,702242,8765,24117,9207
Lebanon,MTC (MIC 2 Touch),415/03,W2,-90.58,-8.31,0.79,0.39,0.9,0.02,0.94,0.62,0.77,0.35,237670,8375,29428,9489
Luxembourg,Tango,270/77,W2,-60.92,-11.88,1,0.36,0.32,0.53,0.86,0.27,0.67,0.86,933017,7972,83422,2200
Macao,CTM,455/01,W2,-98.54,-9.85,0.68,0.2,0.88,0.35,0.82,0.59,0.59,0.98,953406,2912,33110,5438
Macao,Hutchison 3,455/03,W2,-93.99,-10.21,0.62,0.37,0.66,0.68,0.81,0.48,0.58,0.61,722917,5173,71445,6085
Malaysia,Celcom,502/19,W2,-134.54,-12.28,0.56,0.73,0.51,0.22,0.53,0.52,0.3,0.65,497855,3316,90350,1954
Malaysia,DiGi  Telecommunication,502/16,W2,-99.93,-11.12,0.03,0.05,0.05,0.04,0.45,0.9,0.13,0.05,326938,5812,34887,8799
Malaysia,Maxis,502/12,W2,-64.22,-12.88,0.78,0.6,0.52,0.64,0.03,0.93,0.81,0.55,180079,2156,97044,9222
Malta,Vodafone(MALTA),278/01,W2,-97.06,-10.13,0.43,0.57,0.65,0.1,0.09,0.83,0.15,0.97,597840,5673,74435,4535
Mauritius,Cellplus Orange,617/01,W2,-69.45,-10.46,0.45,0.48,0.89,0.26,0.92,0.76,0.96,0.41,560907,9981,11229,2089
Netherlands,Vodafone(NETHERLANDS),204/04,W2,-83.29,-8.58,0.75,0.97,0.6,0.61,0.18,0.75,0.4,0.65,988296,3171,62703,6757
Netherlands,T-mobile (ex Ben),204/16,W2,-111.35,-13.71,0.1,0.81,0.29,0.27,0.69,0.46,0.02,0.69,648851,6241,86302,5605
New Zealand,Vodafone(NEW ZEALAND),530/01,W2,-138.59,-8.23,0.02,0.11,0.94,0.67,1,0.57,0.78,0.25,326327,4773,81594,2798
Nigeria,EMTS,621/60,W2,-79.27,-10.37,0.07,0.49,0.02,0.41,0.62,0.8,0.74,0.99,872311,7734,32829,3716
Norway,Telenor Mobile,242/01,W2,-150.01,-9.23,0.33,0.04,0.07,0.52,0.24,0.76,0.95,0.36,259053,4662,79294,2419
Norway,NetCom TeliaSonera,242/02,W2,-117.36,-11.22,0.81,0.54,0.46,0.78,0.63,0.54,0.94,0.42,994630,9975,50399,4231
Oman,Nawras,422/03,W2,-67.55,-8.27,0.76,0.4,0.58,0.65,0.03,0.57,0.41,0.69,924485,4469,93167,3883
Oman,Oman Mobile - GTO (Omantel),422/02,W2,-94.83,-13.64,0.32,0.43,0.39,0.34,0.46,0.03,0.16,0.05,671941,3261,97295,9249
Philippines,Smart,515/03,W2,-84.99,-9.18,0.29,0.42,0.26,0.37,0.42,0.4,0.16,0.94,748005,8588,74976,3832
Poland,"T-Mobile (ERA,PTC)",260/02,W2,-143.44,-13.14,0.08,0.24,0.06,0.72,0.8,0.21,0.26,0.82,215446,6537,36125,4401
Poland,Orange/Centertel,260/03,W2,-70.98,-8.84,0.18,0.42,0.87,0.86,0.58,0.57,0.55,0.17,411222,9073,83122,2028
Portugal,Vodafone(PORTUGAL),268/01,W2,-82.35,-12.98,1,0.33,0.28,0.86,0.11,0.45,0.8,0.67,983069,8942,32724,2710
Portugal,Optimus (Sonecom),268/03,W2,-63.88,-11.75,0.34,0.38,0.43,0.06,0.14,0.83,0.07,0.77,813909,2538,58601,5955
Qatar,Vodafone(QATAR),427/02,W2,-147.84,-10.51,0.27,0.61,0.61,0.23,0.17,0.24,0.93,0.68,829932,2519,25609,5029
Qatar,Q-Tel,427/01,W2,-92.19,-12.72,0.04,0.64,0.07,0.25,0.86,0.87,0.46,0.35,102747,2541,49483,6650
Romania,Orange (Mobilrom),226/10,W2,-114.09,-8.31,0.86,0.44,0.95,0.03,0.73,0.91,0.39,0.35,465682,4139,27195,6889
Russia,MTS(RUSSIA),250/01,W2,-100.66,-14.6,0.68,0.23,0.39,0.14,0.86,0.18,0.78,0.65,736712,3784,28572,8367
Russia,MegaFon,250/02,W2,-76.39,-12.82,0.81,0.3,0.86,0.55,0.68,0.74,0.27,0.94,349583,9011,11964,5838
Russia,Vimpelcom Beeline (KB Impuls),250/99,W2,-131.94,-14.33,0.08,0.91,0.17,0.83,0.11,0.23,0.86,0.22,173361,9727,90689,6554
Saudi Arabia,Saudi Telecom Company,420/01,W2,-78.11,-12.84,0.98,0.66,0.76,0.98,0.41,0.83,0.16,0.78,876393,9673,61864,9901
Saudi Arabia,Mobily,420/03,W2,-121.4,-12.32,0.64,0.74,0.83,0.56,0.38,0.33,0.7,0.09,284244,4577,44985,9158
SERBIA,Telenor Serbia,220/01,W2,-97.12,-6.45,0.28,0.76,0.88,0.68,0.76,0.88,0.43,0.12,148258,4687,16899,6076
Singapore,Mobile One,525/03,W2,-152.43,-10.89,0.59,0.65,0.86,0.73,0.2,0.99,0.03,0.43,959096,8806,27764,8321
Singapore,Starhub,525/05,W2,-66.28,-7.48,0.68,0.05,0.52,0.39,0.46,0.19,0.95,0.02,684471,8053,42596,7708
Singapore,SingTel,525/01,W2,-153.24,-7.16,0.55,0.1,0.59,0.07,0.91,0.03,0.46,0.43,475943,4882,75634,4680
Slovak Republic,Orange (ex Globtel),231/01,W2,-117.11,-13.22,0.57,0.43,0.27,0.18,0.52,0.96,0.76,0.86,274998,1320,10144,8828
Slovenia,SI Mobil,293/40,W2,-62.94,-6.23,0.75,0.94,0.21,0.42,0.29,0.41,0.07,0.35,393218,2407,23503,1495
South Africa,Vodacom(SOUTH AFRICA),655/01,W2,-141.05,-6.22,0.29,0.42,0.48,0.62,0.73,0.47,0.02,1,363965,4720,36038,7851
South Africa,MTN(SOUTH AFRICA),655/10,W2,-92.8,-14.77,0.54,0.68,0.4,0.92,0.42,0.26,0.2,0.61,726024,9791,43859,7924
South Korea,KT (KTF),450/08,W2,-125.84,-8.29,0.85,0.41,0.38,0.8,0.16,0.54,0.33,0.94,253453,3496,50767,7612
South Korea,SK Telecom,450/05,W2,-118.5,-14.41,0.53,0.83,0.36,0.89,0.98,0.94,0.99,0.22,675779,9010,12363,1030
Spain,Orange/Amena,214/03,W2,-102.06,-6.1,0.87,0.31,0.3,0.81,0.41,0.68,0.08,0.88,147190,7674,91711,3310
Spain,Vodafone (AirTel),214/01,W2,-150.22,-13.98,0.07,0.75,0.98,0.08,0.84,0.37,0.97,0.17,185835,7311,63433,2375
Spain,Xfera Yoigo,214/04,W2,-110.34,-9,0.86,0.77,0.39,0.02,0.19,0.52,0.92,0.69,212250,7329,27959,8917
Spain,Telefonica Moviles(SPAIN),214/07,W2,-102.15,-6.45,0.6,0.15,0.22,0.23,0.06,0.58,0.67,1,508949,9442,62175,1257
Sweden,Tele2 - Comviq,240/07,W2,-90.63,-9.31,0.83,0.48,0.59,0.15,0.36,0.53,0.98,0.32,493050,5840,32102,4953
Sweden,"Telenor (Vodafone,Europolitn)",240/08,W2,-124.25,-11.41,0.58,0.47,0.72,0.56,0.99,0.28,0.66,0.28,252122,1436,83605,2356
Sweden,TeliaSonera Mobile,240/01,W2,-94.49,-12.01,0.85,0.1,0.14,0.27,0.89,0.1,0.8,0.41,913993,2640,22375,6021
Switzerland,Swisscom,228/01,W2,-86.3,-11.22,0.94,0.66,0.96,0.48,0.44,0.09,0.05,0.95,868301,2603,89514,9557
Switzerland,Sunrise DiAx,228/02,W2,-69.78,-7.26,0.22,0.13,0.33,0.71,0.57,0.2,0.03,0.92,446876,9876,95481,7985
Switzerland,Orange(SWITZERLAND),228/03,W2,-79.38,-10.19,0.67,0.4,0.71,0.38,0.61,0.32,0.91,0.7,386484,5177,37782,7349
Thailand,True Move  HSPA,520/00,W2,-124.94,-12.31,0.68,0.7,0.61,0.34,0.82,0.79,0.33,0.53,120376,5927,30469,7760
Thailand, AIS,520/03,W2,-140.97,-11.63,1,0.5,0.42,0.37,0.67,0.1,0.42,0.95,944130,8030,40798,8176
Turkey,Vodafone (TelSim),286/02,W2,-130.19,-9.34,0.96,0.64,0.49,0.81,0.39,0.45,0.64,0.85,401061,8953,60627,2436
Turkey,Turkcel,286/01,W2,-109.72,-12.8,1,0.54,0.58,0.18,0.77,0.16,0.26,0.18,409237,1114,37081,2140
United Arab Emirates,Etisalat(UAE),424/02,W2,-140.56,-11.23,0.61,0.41,0.76,0.76,0.1,1,0.13,0.55,260181,4880,20318,7830
United Arab Emirates,Du,424/03,W2,-129.13,-9.24,0.01,0.07,0.69,0.99,0.25,0.16,0.42,0.27,400974,7464,10677,8192
United Kingdom,Vodafone(UK),234/15,W2,-117.05,-9.1,0.78,0.4,0.11,0.81,0.67,0.07,0.12,0.35,998268,8913,29095,4631
United Kingdom,Everything Everywhere,234/30,W2,-146.32,-13.3,0.87,0.78,0.88,0.12,0.35,0.18,0.49,0.29,581638,5609,85722,4253
United Kingdom,Telefonica O2 (CellNet),234/10,W2,-112.22,-13.81,0.87,0.4,0.33,0.43,0.86,0.39,0.66,0.57,508180,9534,87772,1665
United Kingdom,Everything Everywhere (ex-Orange),234/33,W2,-142.07,-9.39,0.89,0.1,0.58,0.35,0.17,0.55,0.83,0.28,204160,6649,25927,7251
Unted States,AT&T,310/410,W2,-157.86,-12.52,0.46,0.08,0.92,0.17,0.17,0.24,0.59,0.24,330198,3175,29951,3201
Unted States,Guamcell Cellular and Paging,310/370,W2,-144.17,-8.07,0.95,0.62,0.82,0.61,0.48,0.9,0.48,0.88,146739,9996,76688,5926
Unted States,T-Mobile,310/260,W2,-117.78,-13.09,0.34,0.26,0.01,0.03,0.68,0.82,0.42,0.42,189710,7445,79032,9064
Unted States,Verizon Wireless,311/48,W2,-146.1,-8.5,0.45,0.47,0.9,0.44,0.47,0.23,0.62,0.21,706643,8421,49779,3552
Albania,Vodafone(ALBANIA),276/02,W3,-95.09,-7.27,0.73,0.59,0.12,0.28,0.84,0.15,0.64,0.31,714267,4001,61866,7756
Australia,Vodafone Hutchison,505/03,W3,-93.7,-13.08,0.33,0.29,0.74,0.71,0.69,0.31,0.47,0.39,134749,5280,66367,8107
Australia,Optus,505/02,W3,-125.46,-14.63,0.23,0.42,0.08,0.73,0.2,0.59,0.3,0.12,598842,3406,25708,9645
Australia,Telstra,505/01,W3,-134.68,-7.59,0.47,0.91,0.72,0.9,0.89,0.54,0.35,0.57,701714,3489,64936,2239
Austria,A1 Austria Telekom (Mobilkom),232/01,W3,-146.73,-14.31,0.6,0.92,0.4,0.22,0.3,0.12,0.64,0.62,114659,2042,36875,7764
Austria,H3G(AUSTRIA),232/10,W3,-116.11,-8.65,0.81,0.12,0.89,0.1,0.11,0.35,0.17,0.64,595483,5213,77325,4965
Bahrain,Viva,426/04,W3,-74.94,-11.76,0.61,0.56,0.31,0.6,0.26,0.22,0.93,0.61,141784,3910,27644,1764
Bahrain,Batelco,426/01,W3,-68.98,-7.46,0.08,0.59,0.4,0.66,0.39,0.86,0.09,0.39,668958,6272,90208,4336
Bahrain,Zain/Vodafone/MTC,426/02,W3,-82.67,-9.84,0.4,0.52,0.52,0.64,0.93,0.81,0.13,0.74,282661,3612,30502,9467
Belgium,"Base (KPN,Orange)",206/20,W3,-92.64,-8.18,0.41,0.69,0.26,0.06,0.01,0.72,0.75,0.22,990026,6633,64612,5991
Belgium,Mobistar S.A.,206/10,W3,-147.21,-9.04,0.83,0.38,0.57,0.27,0.51,0.14,0.46,0.2,588282,7096,96068,8733
Belgium,Belgacom Mobile,206/01,W3,-126.67,-8.02,0.54,0.55,0.02,0.6,0.19,0.09,0.17,0.12,101803,8970,10316,9166
Brazil,Vivo S.A,724/10,W3,-99.95,-10.06,0.19,0.82,0.7,0.2,0.51,0.7,0.25,0.52,529907,1550,44662,4707
Brazil,TIM,724/04,W3,-145.13,-9.8,0.49,0.58,0.19,0.06,0.72,0.52,0.56,0.18,904989,8453,17740,4481
Bulgaria,Mobiltel,284/01,W3,-63,-13.24,0.02,0.9,0.93,0.21,0.36,0.49,0.68,0.28,624997,4434,47730,4478
Canada,Bell Mobility,302/610,W3,-154.22,-9.94,0.49,0.99,0.51,0.08,0.27,0.2,0.95,0.13,284068,3898,65871,2649
Canada,Telus Mobility,302/220,W3,-140.03,-11.01,0.62,0.13,0.61,0.89,0.7,0.4,0.87,0.36,738041,9774,63751,1010
China,China Mobile,460/07,W3,-100.22,-9.55,0.8,0.35,0.96,0.19,0.29,0.01,0.73,0.7,244169,7383,52614,9401
China,China Unicom,460/01,W3,-125.54,-7.96,0.34,0.92,0.72,0.06,0.62,0.28,0.16,0.19,807562,6804,64978,7011
China,China Mobile,460/02,W3,-67.99,-10.77,0.6,0.15,0.28,0.39,0.62,0.94,0.04,0.09,216195,7130,50615,3875
China,China Mobile,460/00,W3,-134.16,-10.18,0.52,0.48,0.68,0.4,0.27,0.82,0.43,0.74,381727,8469,38777,5550
Croatia,Croatian Telecom (ex T- Mobile),219/01,W3,-65.72,-13.82,0.5,0.88,0.63,0.89,0.82,0.16,0.12,0.25,429908,8216,98191,1647
Croatia,VIP-net,219/10,W3,-116.51,-8.42,0.24,0.64,0.03,0.1,0.46,0.44,0.04,0.11,952143,2411,94765,5820
Czech Republic,Telefonica O2 (Eurotel),230/02,W3,-88.91,-11.45,0.12,0.2,0.71,0.89,0.57,0.8,0.64,0.43,785429,5025,98087,8828
Denmark,Telenor (Sonofon),238/02,W3,-132.91,-13.2,0.61,0.96,0.25,0.33,0.77,0.87,0.66,0.75,986398,1016,92186,9256
Dominica Rep.,"Orange Dominicana, S.A.",370/01,W3,-99.66,-13.69,0.92,0.48,0.31,0.17,0.97,0.55,0.54,0.85,265849,1092,60703,5216
Egypt,Vodafone(EGYPT),602/02,W3,-121.05,-11.37,0.26,0.48,0.3,0.96,0.43,0.16,0.54,0.22,602090,1624,47904,1423
Egypt,Etisalat Misr,602/03,W3,-81.99,-8.11,0.65,0.7,0.52,0.14,0.43,0.5,0.4,0.23,793346,5565,49224,6687
Estonia,Tele2(ESTONIA),248/03,W3,-106.59,-11.96,0.83,0.19,0.15,0.4,0.08,0.24,0.53,0.93,849704,8661,99389,2637
France,SFR (Cegetel),208/10,W3,-103.04,-9.43,0.8,0.3,0.08,0.29,0.42,0.64,0.35,0.02,851041,8842,82152,8898
France,Orange (Iteneris),208/01,W3,-65.45,-10.21,0.99,0.05,0.14,0.72,0.64,0.05,0.18,0.11,587854,8615,12432,8784
France,Free Mobile,208/15,W3,-124.32,-7.44,0.16,0.52,0.96,0.42,0.44,0.28,0.36,0.02,360763,9587,18277,7468
France,Bouygues,208/20,W3,-116.36,-11.73,0.4,0.53,0.16,0.42,0.86,0.8,0.12,0.76,965039,8675,18098,7410
Germany,Telekom Deutschland (T-Mobile),262/01,W3,-95.07,-13.72,0.88,0.76,0.89,0.1,0.09,0.12,0.29,0.62,111709,6690,12082,6357
Germany,Vodafone(GERMANY),262/02,W3,-90.15,-14.44,0.52,0.26,0.76,0.32,0.13,0.24,0.59,0.18,653838,1940,79624,9155
Germany,Telefonica O2/viag,262/07,W3,-111.96,-12.13,0.98,0.52,0.78,0.48,0.72,0.09,0.64,0.17,597286,1747,92742,8653
Germany,E-Plus,262/03,W3,-125.51,-14.32,0.05,0.32,0.27,0.78,0.64,0.09,0.09,0.9,558997,2535,13512,5572
Hongkong,China Mobile - Peoples,454/12,W3,-107.51,-11.54,0.49,0.35,0.45,0.14,0.79,0.22,0.67,0.62,317823,9558,87942,9739
Hongkong,H3G(HONG KONG),454/03,W3,-91.85,-6.68,0.23,0.1,0.19,1,0.27,0.09,0.09,0.71,183386,2055,27087,3407
Hongkong,PCCW-HKT Telephone Limited,454/19,W3,-120.94,-6.53,0.01,0.86,0.1,0.95,0.87,0.54,0.99,0.01,353562,2414,24420,1977
Hongkong,SmarTone - Vodafone,454/06,W3,-109.39,-10.56,0.51,0.4,0.01,0.19,0.58,0.95,0.32,0.4,204202,6209,43313,7563
Hongkong,CSL (C&W),454/00,W3,-143.48,-9.93,0.79,0.9,0.67,0.53,0.2,0.51,0.87,0.7,539350,7007,67974,3265
Hungary,Vodafone(HUNGARY),216/70,W3,-63.67,-12.76,0.28,0.08,0.71,0.17,0.75,0.08,0.33,0.32,191586,5222,41880,7783
Hungary,T-Mobile(HUNGARY),216/30,W3,-142.17,-7.98,0.46,0.18,0.02,0.38,0.33,0.46,0.07,0.45,596382,4565,37786,8271
India,Airtel (Karnataka),404/45,W3,-128.98,-9.52,0.29,0.95,0.84,0.59,0.55,0.17,0.3,0.55,649907,6421,72328,2064
India,Airtel (Delhi),404/10,W3,-98.68,-8.59,0.36,0.83,0.67,0.58,0.98,0.61,0.3,0.32,122598,5337,42353,9566
Indonesia,Indosat (IDNSL),510/01,W3,-131.55,-13.91,0.76,0.01,0.5,0.74,0.97,0.42,0.78,0.58,906550,3567,80349,1310
Ireland,Vodafone(IRELAND),272/01,W3,-143.13,-9.94,0.99,0.15,0.17,0.36,0.86,0.42,0.36,0.28,906506,4653,99870,3115
Ireland,Meteor,272/03,W3,-74.86,-13.44,0.72,0.62,0.55,0.35,0.12,0.97,0.28,0.93,485425,5673,74556,9088
Ireland,Telefonica O2 (East DigiFone),272/02,W3,-98.6,-14.54,0.71,0.77,0.67,0.27,0.1,0.02,0.44,0.18,387906,7266,90621,6070
Italy,Vodafone Omnitel,222/10,W3,-132.34,-7.14,0.17,0.81,1,0.75,0.36,0.15,0.78,0.44,410658,8496,76951,7620
Italy,Wind,222/88,W3,-85.79,-10.53,0.65,0.7,0.72,0.99,0.76,0.52,0.3,0.14,823020,4484,67154,8511
Japan,KDDI Corporation,440/51,W3,-111.52,-6.78,0.4,0.77,0.12,0.94,0.94,0.87,0.41,0.58,708387,6705,88587,6668
Japan,Soft Bank (Vodafone KK),440/20,W3,-115.16,-12.06,0.99,0.28,0.62,0.98,0.37,0.26,0.29,0.01,919736,7342,55399,8245
Japan,KDDI,440/50,W3,-86.48,-12.97,0.56,0.18,0.27,0.91,0.07,0.03,0.08,0.41,542454,5366,48414,3802
Japan,NTT Docomo,440/10,W3,-155.1,-6.52,0.95,0.98,0.62,0.11,0.8,0.91,0.26,0.86,313841,1069,47377,8024
Jordan,Zain (Fastlink),416/01,W3,-132.45,-7.33,0.91,0.01,0.37,0.91,0.71,0.96,0.1,0.33,400113,1784,67609,5162
Jordan,Orange (MobileCom),416/77,W3,-117.96,-12.58,0.65,0.39,0.49,0.57,0.86,0.46,0.4,0.88,204974,3564,71125,7799
Kazakhstan ,K-Cell,401/02,W3,-111.87,-12.97,0.99,0.52,0.2,0.81,0.3,0.98,0.44,0.65,988303,3003,93902,3264
Kuwait,MTC/Zain,419/02,W3,-71.33,-6.15,0.69,0.66,0.75,0.77,0.28,0.25,0.56,0.56,802019,8120,81759,9973
Kuwait,Viva (KTC),419/04,W3,-78.33,-10.78,0.73,0.4,0.04,0.68,0.46,1,0.95,0.39,776339,8265,69239,6801
Lebanon,MTC (MIC 2 Touch),415/03,W3,-96.85,-13.77,0.57,0.08,0.35,0.79,0.16,0.17,0.84,0.38,360883,3936,60045,5059
Luxembourg,Tango,270/77,W3,-69.63,-7.95,0.58,0.89,0.86,0.42,0.04,0.07,0.71,1,149275,1802,16032,4976
Macao,CTM,455/01,W3,-98.4,-14.37,0.6,0.27,0.58,0.91,0.7,0.77,0.65,0.19,592298,7021,42508,7259
Macao,Hutchison 3,455/03,W3,-103.96,-11.63,0.13,0.33,0.74,0.71,0.55,0.25,0.16,0.64,446201,6540,15841,3633
Malaysia,Celcom,502/19,W3,-134.97,-9.33,0.62,0.05,0.79,0.13,0.91,0.12,0.24,0.66,583512,5153,25391,1375
Malaysia,DiGi  Telecommunication,502/16,W3,-109.18,-10.95,0.48,0.67,0.82,0.63,0.27,0.93,0.57,0.06,269467,5359,13043,7463
Malaysia,Maxis,502/12,W3,-130.91,-9.96,0.47,0.49,0.39,0.9,0.45,0.9,1,0.45,942178,1479,10423,6196
Malta,Vodafone(MALTA),278/01,W3,-96.53,-6.11,0.93,0.96,0.57,0.36,0.6,0.39,0.94,0.74,445867,8945,83098,1477
Mauritius,Cellplus Orange,617/01,W3,-121.23,-8.37,0.62,0.2,0.2,0.23,0.08,0.67,0.69,0.72,383770,1776,66080,9797
Netherlands,Vodafone(NETHERLANDS),204/04,W3,-106.21,-8.35,0.08,0.49,0.01,0.53,0.71,0.31,0.57,0.83,838673,5467,91070,5928
Netherlands,T-mobile (ex Ben),204/16,W3,-132.99,-14.9,0.95,0.05,0.37,0.06,0.88,0.08,0.82,0.17,185530,6461,90673,9925
New Zealand,Vodafone(NEW ZEALAND),530/01,W3,-143.56,-11.8,0.47,0.26,0.4,0.34,0.88,0.67,0.26,0.76,868538,2786,97583,7300
Nigeria,EMTS,621/60,W3,-108.43,-10.64,0.33,0.63,0.66,0.11,0.61,0.67,0.7,0.4,196423,3596,95363,6717
Norway,Telenor Mobile,242/01,W3,-90.8,-9.72,0.42,0.35,0.76,0.97,0.85,0.73,0.19,0.82,962429,7139,81738,9328
Norway,NetCom TeliaSonera,242/02,W3,-155.6,-13.17,0.44,0.21,0.91,0.25,0.96,0.16,0.47,0.18,345584,5713,12582,1026
Oman,Nawras,422/03,W3,-95.06,-7.98,0.52,0.86,0.76,0.48,0.89,0.69,0.02,0.89,149482,2499,41227,3220
Oman,Oman Mobile - GTO (Omantel),422/02,W3,-138.02,-12.62,0.66,0.28,0.9,0.79,0.31,0.89,0.98,0.2,688059,7889,61569,4524
Philippines,Smart,515/03,W3,-65.73,-11.27,0.13,0.34,0.24,0.35,0.28,0.33,0.82,0.68,103091,5158,15995,6104
Poland,"T-Mobile (ERA,PTC)",260/02,W3,-64.9,-9.38,0.01,0.81,0.86,0.53,0.97,0.18,0.02,0.21,354004,1725,88681,2224
Poland,Orange/Centertel,260/03,W3,-149.65,-14.27,0.18,0.14,0.07,0.54,0.24,0.15,0.22,0.02,163818,8300,85406,5052
Portugal,Vodafone(PORTUGAL),268/01,W3,-74.65,-12.23,0.37,0.08,0.34,0.66,0.64,0.05,0.89,0.9,673746,8006,42297,9680
Portugal,Optimus (Sonecom),268/03,W3,-100.27,-7.15,0.55,0.83,0.13,0.38,0.63,0.62,0.77,0.02,308944,3644,95630,5251
Qatar,Vodafone(QATAR),427/02,W3,-133.15,-7.1,0.55,0.32,0.54,0.09,0.92,0.24,0.46,0.22,140866,4247,10487,9582
Qatar,Q-Tel,427/01,W3,-136.13,-9.51,0.32,0.25,0.45,0.84,0.17,0.12,0.48,0.86,431983,5699,37735,2197
Romania,Orange (Mobilrom),226/10,W3,-96.69,-9.46,0.31,0.67,0.08,0.49,0.13,0.37,0.12,0.57,336791,9425,91952,5377
Russia,MTS(RUSSIA),250/01,W3,-159.48,-9.35,0.4,0.33,0.46,0.2,0.71,0.89,0.44,0.59,393521,3344,54589,9767
Russia,MegaFon,250/02,W3,-89.27,-14.69,0.65,0.56,0.28,0.84,0.86,0.39,0.14,0.15,102559,3811,15638,3481
Russia,Vimpelcom Beeline (KB Impuls),250/99,W3,-148.07,-10.81,0.74,0.99,0.57,0.69,0.23,0.65,0.6,0.04,372090,9635,35755,2033
Saudi Arabia,Saudi Telecom Company,420/01,W3,-67.36,-10.91,0.26,0.09,0.4,0.93,0.92,0.83,0.88,0.8,951535,1401,66630,2641
Saudi Arabia,Mobily,420/03,W3,-126.19,-8.58,0.18,0.83,0.83,0.2,0.66,0.43,0.12,0.08,737514,2787,64835,6977
SERBIA,Telenor Serbia,220/01,W3,-95.64,-9,0.52,0.44,0.09,0.26,0.71,0.02,0.38,0.73,127168,3789,31532,9288
Singapore,Mobile One,525/03,W3,-80.63,-7.88,0.71,0.24,0.42,0.88,0.16,0.55,0.37,0.26,726807,5581,57174,1240
Singapore,Starhub,525/05,W3,-146.49,-13.02,0.09,0.28,0.27,0.04,0.62,0.42,0.6,0.35,634204,9836,98868,6044
Singapore,SingTel,525/01,W3,-158.91,-11.76,0.98,0.01,0.34,0.16,0.64,0.67,0.05,0.57,983395,7401,11045,5082
Slovak Republic,Orange (ex Globtel),231/01,W3,-122.93,-10.88,0.79,0.71,0.79,0.57,0.66,0.76,0.35,0.72,800958,2864,39227,5789
Slovenia,SI Mobil,293/40,W3,-141.78,-14.89,0.14,0.31,0.56,0.43,0.1,0.83,0.07,0.27,574598,1730,32501,2473
South Africa,Vodacom(SOUTH AFRICA),655/01,W3,-153.5,-13.66,0.14,0.63,0.96,0.38,0.91,0.76,0.55,0.08,442770,9106,93002,1448
South Africa,MTN(SOUTH AFRICA),655/10,W3,-136.64,-9.4,0.72,0.5,0.9,0.31,0.76,0.09,0.62,0.63,174934,6197,61745,6958
South Korea,KT (KTF),450/08,W3,-124.89,-12.41,0.73,0.32,0.56,0.3,0.99,0.38,0.34,0.82,299114,3648,18651,1219
South Korea,SK Telecom,450/05,W3,-77.34,-8.95,0.99,0.71,0.16,0.72,0.93,0.16,0.39,0.58,322893,6374,16205,9315
Spain,Orange/Amena,214/03,W3,-110.9,-10.21,0.96,0.72,0.47,0.48,0.69,0.37,0.93,0.04,488984,5669,53638,8694
Spain,Vodafone (AirTel),214/01,W3,-141.39,-9.71,0.02,0.14,0.9,0.7,0.75,0.74,0.44,0.94,839162,9917,29668,2085
Spain,Xfera Yoigo,214/04,W3,-101.22,-7.85,0.73,0.99,0.42,0.7,0.91,0.96,0.99,0.98,822230,1751,50110,8374
Spain,Telefonica Moviles(SPAIN),214/07,W3,-97.51,-10.09,0.15,0.8,0.96,0.19,0.28,0.08,0.91,0.75,562218,1775,76254,4356
Sweden,Tele2 - Comviq,240/07,W3,-101.24,-11.53,0.13,0.21,1,0.77,0.69,0.72,0.47,0.67,311736,1769,30232,1615
Sweden,"Telenor (Vodafone,Europolitn)",240/08,W3,-92.92,-14.95,0.24,0.26,0.4,0.95,0.63,0.45,0.66,0.87,642104,7659,15175,8101
Sweden,TeliaSonera Mobile,240/01,W3,-122.56,-11.34,0.07,0.18,0.63,0.88,0.06,0.97,0.94,0.44,684776,1400,22537,8425
Switzerland,Swisscom,228/01,W3,-98.92,-13.84,0.59,0.88,0.05,0.01,0.39,0.27,0.24,0.93,345135,2141,40274,5902
Switzerland,Sunrise DiAx,228/02,W3,-60.29,-8.3,0.44,0.27,0.66,0.84,0.08,0.96,0.3,0.83,358852,5607,68707,5854
Switzerland,Orange(SWITZERLAND),228/03,W3,-140.33,-9.3,0.7,0.46,0.77,0.65,0.06,0.85,0.68,0.37,238831,4596,72524,2376
Thailand,True Move  HSPA,520/00,W3,-81.8,-14.02,0.21,0.72,0.15,0.77,0.66,0.06,0.24,0.59,545237,7553,34593,5169
